1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 8B0000004834C821
Is Mission Active?  true
Mission Start:  Tue Jan 26 15:16:00 PST 2021
Sample Rate:  Every 60 minute(s)
Number of Mission Samples:  1920
Total Samples:  7601
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
1/26/21 3:16:00 PM,C,9.5
1/26/21 4:16:00 PM,C,9
1/26/21 5:16:00 PM,C,8
1/26/21 6:16:00 PM,C,7
1/26/21 7:16:00 PM,C,6.5
1/26/21 8:16:00 PM,C,5.5
1/26/21 9:16:00 PM,C,5.5
1/26/21 10:16:00 PM,C,5.5
1/26/21 11:16:00 PM,C,5.5
1/27/21 12:16:00 AM,C,5
1/27/21 1:16:00 AM,C,5
1/27/21 2:16:00 AM,C,4.5
1/27/21 3:16:00 AM,C,4.5
1/27/21 4:16:00 AM,C,4.5
1/27/21 5:16:00 AM,C,5
1/27/21 6:16:00 AM,C,5
1/27/21 7:16:00 AM,C,5.5
1/27/21 8:16:00 AM,C,6
1/27/21 9:16:00 AM,C,6.5
1/27/21 10:16:00 AM,C,8.5
1/27/21 11:16:00 AM,C,12
1/27/21 12:16:00 PM,C,11
1/27/21 1:16:00 PM,C,10
1/27/21 2:16:00 PM,C,10
1/27/21 3:16:00 PM,C,9
1/27/21 4:16:00 PM,C,8.5
1/27/21 5:16:00 PM,C,8
1/27/21 6:16:00 PM,C,7.5
1/27/21 7:16:00 PM,C,7.5
1/27/21 8:16:00 PM,C,7.5
1/27/21 9:16:00 PM,C,8
1/27/21 10:16:00 PM,C,8
1/27/21 11:16:00 PM,C,8
1/28/21 12:16:00 AM,C,8.5
1/28/21 1:16:00 AM,C,8.5
1/28/21 2:16:00 AM,C,8.5
1/28/21 3:16:00 AM,C,8.5
1/28/21 4:16:00 AM,C,8.5
1/28/21 5:16:00 AM,C,8.5
1/28/21 6:16:00 AM,C,8.5
1/28/21 7:16:00 AM,C,8.5
1/28/21 8:16:00 AM,C,8.5
1/28/21 9:16:00 AM,C,9
1/28/21 10:16:00 AM,C,10
1/28/21 11:16:00 AM,C,10
1/28/21 12:16:00 PM,C,11
1/28/21 1:16:00 PM,C,12
1/28/21 2:16:00 PM,C,13.5
1/28/21 3:16:00 PM,C,13.5
1/28/21 4:16:00 PM,C,12.5
1/28/21 5:16:00 PM,C,11
1/28/21 6:16:00 PM,C,10
1/28/21 7:16:00 PM,C,9
1/28/21 8:16:00 PM,C,8.5
1/28/21 9:16:00 PM,C,8.5
1/28/21 10:16:00 PM,C,8.5
1/28/21 11:16:00 PM,C,8
1/29/21 12:16:00 AM,C,8
1/29/21 1:16:00 AM,C,7.5
