1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 7F0000003FA9E921
Is Mission Active?  true
Mission Start:  Fri Oct 16 14:44:00 PDT 2020
Sample Rate:  Every 60 minute(s)
Number of Mission Samples:  2427
Total Samples:  23222
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
10/16/20 2:44:00 PM,C,26.5
10/16/20 3:44:00 PM,C,25.5
10/16/20 4:44:00 PM,C,26
10/16/20 5:44:00 PM,C,23.5
10/16/20 6:44:00 PM,C,24
10/16/20 7:44:00 PM,C,23
10/16/20 8:44:00 PM,C,21.5
10/16/20 9:44:00 PM,C,21
10/16/20 10:44:00 PM,C,20
10/16/20 11:44:00 PM,C,19.5
10/17/20 12:44:00 AM,C,19
10/17/20 1:44:00 AM,C,18.5
10/17/20 2:44:00 AM,C,18
10/17/20 3:44:00 AM,C,17
10/17/20 4:44:00 AM,C,16.5
10/17/20 5:44:00 AM,C,15.5
10/17/20 6:44:00 AM,C,15
10/17/20 7:44:00 AM,C,14.5
10/17/20 8:44:00 AM,C,14.5
10/17/20 9:44:00 AM,C,16.5
10/17/20 10:44:00 AM,C,19.5
10/17/20 11:44:00 AM,C,21
10/17/20 12:44:00 PM,C,24.5
10/17/20 1:44:00 PM,C,24
10/17/20 2:44:00 PM,C,25.5
10/17/20 3:44:00 PM,C,23.5
10/17/20 4:44:00 PM,C,24.5
10/17/20 5:44:00 PM,C,22
10/17/20 6:44:00 PM,C,21
10/17/20 7:44:00 PM,C,20
10/17/20 8:44:00 PM,C,19.5
10/17/20 9:44:00 PM,C,19
10/17/20 10:44:00 PM,C,18
10/17/20 11:44:00 PM,C,17
10/18/20 12:44:00 AM,C,16.5
10/18/20 1:44:00 AM,C,16
10/18/20 2:44:00 AM,C,15
10/18/20 3:44:00 AM,C,14.5
10/18/20 4:44:00 AM,C,14
10/18/20 5:44:00 AM,C,13.5
10/18/20 6:44:00 AM,C,13
10/18/20 7:44:00 AM,C,12.5
10/18/20 8:44:00 AM,C,12.5
10/18/20 9:44:00 AM,C,16.5
10/18/20 10:44:00 AM,C,19.5
10/18/20 11:44:00 AM,C,21.5
10/18/20 12:44:00 PM,C,25
10/18/20 1:44:00 PM,C,24.5
10/18/20 2:44:00 PM,C,25.5
10/18/20 3:44:00 PM,C,23.5
10/18/20 4:44:00 PM,C,24.5
10/18/20 5:44:00 PM,C,22
10/18/20 6:44:00 PM,C,21
10/18/20 7:44:00 PM,C,20.5
10/18/20 8:44:00 PM,C,20
10/18/20 9:44:00 PM,C,19
10/18/20 10:44:00 PM,C,18
10/18/20 11:44:00 PM,C,17
10/19/20 12:44:00 AM,C,16.5
10/19/20 1:44:00 AM,C,16
10/19/20 2:44:00 AM,C,15
10/19/20 3:44:00 AM,C,14.5
10/19/20 4:44:00 AM,C,14
10/19/20 5:44:00 AM,C,13.5
10/19/20 6:44:00 AM,C,13
10/19/20 7:44:00 AM,C,12.5
10/19/20 8:44:00 AM,C,12.5
10/19/20 9:44:00 AM,C,16
10/19/20 10:44:00 AM,C,19
10/19/20 11:44:00 AM,C,21.5
10/19/20 12:44:00 PM,C,24
10/19/20 1:44:00 PM,C,23.5
10/19/20 2:44:00 PM,C,25
10/19/20 3:44:00 PM,C,22.5
10/19/20 4:44:00 PM,C,23.5
10/19/20 5:44:00 PM,C,21
10/19/20 6:44:00 PM,C,20
10/19/20 7:44:00 PM,C,20
