1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: BF0000004C80EC21
Is Mission Active?  true
Mission Start:  Thu Mar 04 15:02:00 PST 2021
Sample Rate:  Every 60 minute(s)
Number of Mission Samples:  1966
Total Samples:  13189
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  Clock
Next Clock Alarm At:  Sun May 30 00:00:00 PDT 2021
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
3/4/21 3:02:00 PM,C,21.5
3/4/21 4:02:00 PM,C,21.5
3/4/21 5:02:00 PM,C,19.5
3/4/21 6:02:00 PM,C,17.5
3/4/21 7:02:00 PM,C,15
3/4/21 8:02:00 PM,C,13
3/4/21 9:02:00 PM,C,11.5
3/4/21 10:02:00 PM,C,10.5
3/4/21 11:02:00 PM,C,9.5
3/5/21 12:02:00 AM,C,9.5
3/5/21 1:02:00 AM,C,8
3/5/21 2:02:00 AM,C,7.5
3/5/21 3:02:00 AM,C,7
3/5/21 4:02:00 AM,C,6.5
3/5/21 5:02:00 AM,C,6
3/5/21 6:02:00 AM,C,5.5
3/5/21 7:02:00 AM,C,5
3/5/21 8:02:00 AM,C,6
3/5/21 9:02:00 AM,C,11
3/5/21 10:02:00 AM,C,17
3/5/21 11:02:00 AM,C,22
3/5/21 12:02:00 PM,C,25
3/5/21 1:02:00 PM,C,26
3/5/21 2:02:00 PM,C,25
3/5/21 3:02:00 PM,C,24
3/5/21 4:02:00 PM,C,23
3/5/21 5:02:00 PM,C,20
3/5/21 6:02:00 PM,C,17
3/5/21 7:02:00 PM,C,15
3/5/21 8:02:00 PM,C,13.5
3/5/21 9:02:00 PM,C,12.5
3/5/21 10:02:00 PM,C,11.5
3/5/21 11:02:00 PM,C,11.5
3/6/21 12:02:00 AM,C,11.5
3/6/21 1:02:00 AM,C,10
3/6/21 2:02:00 AM,C,9
3/6/21 3:02:00 AM,C,8.5
3/6/21 4:02:00 AM,C,7.5
3/6/21 5:02:00 AM,C,7
3/6/21 6:02:00 AM,C,6.5
3/6/21 7:02:00 AM,C,6
3/6/21 8:02:00 AM,C,7.5
3/6/21 9:02:00 AM,C,10
3/6/21 10:02:00 AM,C,14
3/6/21 11:02:00 AM,C,19
3/6/21 12:02:00 PM,C,22
3/6/21 1:02:00 PM,C,23
3/6/21 2:02:00 PM,C,22
3/6/21 3:02:00 PM,C,21
3/6/21 4:02:00 PM,C,19.5
3/6/21 5:02:00 PM,C,17
3/6/21 6:02:00 PM,C,15
3/6/21 7:02:00 PM,C,13
3/6/21 8:02:00 PM,C,11.5
3/6/21 9:02:00 PM,C,10.5
3/6/21 10:02:00 PM,C,9.5
3/6/21 11:02:00 PM,C,8.5
3/7/21 12:02:00 AM,C,7.5
3/7/21 1:02:00 AM,C,6.5
3/7/21 2:02:00 AM,C,6
3/7/21 3:02:00 AM,C,5
3/7/21 4:02:00 AM,C,4.5
3/7/21 5:02:00 AM,C,4
3/7/21 6:02:00 AM,C,3.5
3/7/21 7:02:00 AM,C,3.5
3/7/21 8:02:00 AM,C,4.5
3/7/21 9:02:00 AM,C,8.5
3/7/21 10:02:00 AM,C,12.5
3/7/21 11:02:00 AM,C,18
3/7/21 12:02:00 PM,C,22
3/7/21 1:02:00 PM,C,22.5
3/7/21 2:02:00 PM,C,22
3/7/21 3:02:00 PM,C,21.5
3/7/21 4:02:00 PM,C,20.5
3/7/21 5:02:00 PM,C,18.5
3/7/21 6:02:00 PM,C,17
3/7/21 7:02:00 PM,C,14.5
3/7/21 8:02:00 PM,C,13
3/7/21 9:02:00 PM,C,11
3/7/21 10:02:00 PM,C,10
3/7/21 11:02:00 PM,C,9
3/8/21 12:02:00 AM,C,9
3/8/21 1:02:00 AM,C,8
3/8/21 2:02:00 AM,C,7.5
3/8/21 3:02:00 AM,C,7
3/8/21 4:02:00 AM,C,7
3/8/21 5:02:00 AM,C,6.5
3/8/21 6:02:00 AM,C,6
3/8/21 7:02:00 AM,C,6
3/8/21 8:02:00 AM,C,6.5
3/8/21 9:02:00 AM,C,10
3/8/21 10:02:00 AM,C,13.5
3/8/21 11:02:00 AM,C,18.5
3/8/21 12:02:00 PM,C,22.5
3/8/21 1:02:00 PM,C,20
3/8/21 2:02:00 PM,C,19
3/8/21 3:02:00 PM,C,18
3/8/21 4:02:00 PM,C,17
3/8/21 5:02:00 PM,C,14.5
3/8/21 6:02:00 PM,C,12
3/8/21 7:02:00 PM,C,11
3/8/21 8:02:00 PM,C,10
3/8/21 9:02:00 PM,C,9
3/8/21 10:02:00 PM,C,8.5
3/8/21 11:02:00 PM,C,8.5
3/9/21 12:02:00 AM,C,8
3/9/21 1:02:00 AM,C,7
3/9/21 2:02:00 AM,C,6
3/9/21 3:02:00 AM,C,6
3/9/21 4:02:00 AM,C,6
3/9/21 5:02:00 AM,C,6
3/9/21 6:02:00 AM,C,6
3/9/21 7:02:00 AM,C,6
3/9/21 8:02:00 AM,C,8.5
3/9/21 9:02:00 AM,C,10
3/9/21 10:02:00 AM,C,14
3/9/21 11:02:00 AM,C,15
3/9/21 12:02:00 PM,C,21
3/9/21 1:02:00 PM,C,14.5
3/9/21 2:02:00 PM,C,14
3/9/21 3:02:00 PM,C,14
3/9/21 4:02:00 PM,C,14.5
3/9/21 5:02:00 PM,C,12.5
3/9/21 6:02:00 PM,C,11.5
3/9/21 7:02:00 PM,C,10.5
3/9/21 8:02:00 PM,C,10
3/9/21 9:02:00 PM,C,9
3/9/21 10:02:00 PM,C,8
3/9/21 11:02:00 PM,C,7.5
3/10/21 12:02:00 AM,C,7
3/10/21 1:02:00 AM,C,7
3/10/21 2:02:00 AM,C,6.5
3/10/21 3:02:00 AM,C,6.5
3/10/21 4:02:00 AM,C,6
3/10/21 5:02:00 AM,C,6.5
3/10/21 6:02:00 AM,C,6.5
3/10/21 7:02:00 AM,C,6
3/10/21 8:02:00 AM,C,8
3/10/21 9:02:00 AM,C,9
3/10/21 10:02:00 AM,C,12
3/10/21 11:02:00 AM,C,13.5
3/10/21 12:02:00 PM,C,13.5
3/10/21 1:02:00 PM,C,12.5
3/10/21 2:02:00 PM,C,12.5
3/10/21 3:02:00 PM,C,11
3/10/21 4:02:00 PM,C,12
3/10/21 5:02:00 PM,C,11
3/10/21 6:02:00 PM,C,10
3/10/21 7:02:00 PM,C,9
3/10/21 8:02:00 PM,C,8
3/10/21 9:02:00 PM,C,7
3/10/21 10:02:00 PM,C,6
3/10/21 11:02:00 PM,C,5.5
3/11/21 12:02:00 AM,C,4.5
3/11/21 1:02:00 AM,C,4.5
3/11/21 2:02:00 AM,C,4.5
3/11/21 3:02:00 AM,C,4
3/11/21 4:02:00 AM,C,3.5
3/11/21 5:02:00 AM,C,3
3/11/21 6:02:00 AM,C,3.5
3/11/21 7:02:00 AM,C,4
3/11/21 8:02:00 AM,C,5.5
3/11/21 9:02:00 AM,C,8.5
