1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: F40000004D047421
Is Mission Active?  true
Mission Start:  Thu Feb 04 10:38:00 PST 2021
Sample Rate:  Every 60 minute(s)
Number of Mission Samples:  1708
Total Samples:  6732
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
2/4/21 10:38:00 AM,C,13
2/4/21 11:38:00 AM,C,15.5
2/4/21 12:38:00 PM,C,16.5
2/4/21 1:38:00 PM,C,16.5
2/4/21 2:38:00 PM,C,17
2/4/21 3:38:00 PM,C,16
2/4/21 4:38:00 PM,C,15
2/4/21 5:38:00 PM,C,13
2/4/21 6:38:00 PM,C,12
2/4/21 7:38:00 PM,C,11
2/4/21 8:38:00 PM,C,10
2/4/21 9:38:00 PM,C,10
2/4/21 10:38:00 PM,C,10
2/4/21 11:38:00 PM,C,9
2/5/21 12:38:00 AM,C,8
2/5/21 1:38:00 AM,C,7
2/5/21 2:38:00 AM,C,6
2/5/21 3:38:00 AM,C,5.5
2/5/21 4:38:00 AM,C,4.5
2/5/21 5:38:00 AM,C,4
2/5/21 6:38:00 AM,C,3.5
2/5/21 7:38:00 AM,C,3
2/5/21 8:38:00 AM,C,4.5
2/5/21 9:38:00 AM,C,9.5
2/5/21 10:38:00 AM,C,15
2/5/21 11:38:00 AM,C,19.5
2/5/21 12:38:00 PM,C,20
2/5/21 1:38:00 PM,C,21
2/5/21 2:38:00 PM,C,20.5
2/5/21 3:38:00 PM,C,19
2/5/21 4:38:00 PM,C,17.5
2/5/21 5:38:00 PM,C,15.5
2/5/21 6:38:00 PM,C,13
2/5/21 7:38:00 PM,C,11
2/5/21 8:38:00 PM,C,9.5
2/5/21 9:38:00 PM,C,8.5
2/5/21 10:38:00 PM,C,7.5
2/5/21 11:38:00 PM,C,7
2/6/21 12:38:00 AM,C,6.5
2/6/21 1:38:00 AM,C,6.5
2/6/21 2:38:00 AM,C,6
2/6/21 3:38:00 AM,C,5.5
2/6/21 4:38:00 AM,C,5
2/6/21 5:38:00 AM,C,5
