Cohort,Block,Position,Pop,Rep,Germ date,Notes
4,1,J_10,CAIN4,4,,
4,1,J_11,CAAN1,13,,
4,1,J_12,STPO1,4,2020-11-05,
4,1,J_13,CAAM-GB,15,,
4,1,J_14,STIN,5,2020-11-11,
4,1,J_15,CAAN1,3,,
4,1,J_16,STBR3,1,,
4,1,J_17,STIN,1,2020-11-11,
4,1,J_18,STDR2,12,,
4,1,J_19,STPO1,10,2020-11-10,
4,1,J_20,CAAN2,1,,
4,2,A_01,CAAM-GB,3,,
4,2,A_02,CAAM-GB,13,2020-11-06,
4,2,A_03,STPO1,6,2020-11-05,
4,2,A_04,CAAN2,10,,
4,2,A_05,CACO1,3,,
4,2,A_06,STDI,15,2020-11-04,
4,2,A_07,CAIN4,9,,
4,2,A_08,STIN,13,,
4,2,A_09,STBR3,9,2020-11-11,
4,2,A_10,CAAN1,12,,
4,2,A_11,STPO1,4,2020-11-06,
4,2,A_12,CAAM-GB,15,,
4,2,A_13,CAIN4,16,,
4,2,A_14,STPO1,9,2020-11-06,
4,2,A_15,CAIN4,3,,
4,2,A_16,STGL1,16,,
4,2,A_17,STDI,6,,
4,2,A_18,STBR3,5,,
4,2,A_19,STPO1,16,,
4,2,A_20,blank,2,,
4,2,B_01,STGL1,1,2020-11-06,
4,2,B_02,STTO-BH,1,,
4,2,B_03,STBR3,13,2020-11-13,
4,2,B_04,STTO-BH,16,2020-11-05,
4,2,B_05,CAAN1,5,,
4,2,B_06,CAAN1,9,,
4,2,B_07,CAIN3,4,2020-11-05,
4,2,B_08,STPO1,14,2020-11-06,
4,2,B_09,STDR2,1,,
4,2,B_10,CAAM-GB,4,2020-11-05,
4,2,B_11,STTO-BH,3,,
4,2,B_12,CAIN3,7,,
4,2,B_13,STDI,16,,
4,2,B_14,STDR2,12,2020-11-07,
4,2,B_15,CAIN4,1,,
4,2,B_16,CAIN3,12,,
4,2,B_17,STTO-BH,15,2020-11-06,
4,2,B_18,STDI,12,2020-11-04,
4,2,B_19,STGL1,5,,
4,2,B_20,STTO-BH,2,,
4,2,C_01,STTO-BH,14,2020-11-05,
4,2,C_02,CAIN3,9,2020-11-05,
4,2,C_03,CAAN1,11,,
4,2,C_04,blank,4,,
4,2,C_05,CAAN2,14,,
4,2,C_06,STIN,10,,
4,2,C_07,CAIN3,11,,
4,2,C_08,CAAM-GB,11,,
4,2,C_09,STGL1,7,2020-11-10,
4,2,C_10,STDI,13,2020-11-06,
4,2,C_11,CAIN3,2,2020-11-04,
4,2,C_12,STBR3,7,,
4,2,C_13,STTO-BH,13,,
4,2,C_14,CAAN1,15,,
4,2,C_15,STDR2,6,2020-11-11,
4,2,C_16,CAAN2,9,,
4,2,C_17,STIN,11,,
4,2,C_18,blank,3,,
4,2,C_19,CAAN2,8,,
4,2,C_20,STDI,1,,
4,2,D_01,CAAN2,1,,
4,2,D_02,CAAN2,15,,may have double planted
4,2,D_03,CAIN4,12,,
4,2,D_04,STDR2,14,,
4,2,D_05,STPO1,8,,
4,2,D_06,CAAN2,11,,
4,2,D_07,STGL1,15,,
4,2,D_08,CAIN4,15,,
4,2,D_09,STDR2,4,2020-11-06,
4,2,D_10,STDR2,2,,
4,2,D_11,CACO1,1,,
4,2,D_12,STIN,15,,
4,2,D_13,STIN,1,,
4,2,D_14,STGL1,9,2020-11-13,
4,2,D_15,STTO-BH,6,,
4,2,D_16,STBR3,1,,
4,2,D_17,STIN,8,,
4,2,D_18,CAIN4,13,,
4,2,D_19,STDR2,9,2020-11-06,
4,2,D_20,STIN,16,,
4,2,E_01,STPO1,11,2020-11-07,
4,2,E_02,STDR2,11,,
4,2,E_03,STDR2,3,,
4,2,E_04,CAIN3,6,,
4,2,E_05,blank,1,,iButton in this blank
4,2,E_06,STIN,9,2020-11-06,
4,2,E_07,CAAM-GB,9,,
4,2,E_08,STTO-BH,10,2020-11-06,
4,2,E_09,STBR3,12,,
4,2,E_10,CAAN2,13,,
4,2,E_11,CAAN1,8,,
4,2,E_12,STPO1,5,2020-11-06,
4,2,E_13,STIN,14,,
4,2,E_14,STBR3,15,2020-11-07,
4,2,E_15,CAAM-GB,1,,
4,2,E_16,CAAN1,7,,
4,2,E_17,STIN,12,,
4,2,E_18,STBR3,16,2020-11-08,
4,2,E_19,CAIN4,14,,
4,2,E_20,CAIN4,7,,
4,2,F_01,STDR2,7,,
4,2,F_02,STIN,5,,
4,2,F_03,CAIN4,5,,
4,2,F_04,STDI,4,2020-11-04,
4,2,F_05,STPO1,13,2020-11-07,
4,2,F_06,CAIN3,10,2020-11-05,
4,2,F_07,STTO-BH,8,,
4,2,F_08,STBR3,4,2020-11-17,
4,2,F_09,CAAM-GB,12,2020-11-21,
4,2,F_10,CAAN2,7,,
4,2,F_11,CAAN1,4,,
4,2,F_12,CAAN2,2,,
4,2,F_13,STDR2,16,2020-11-07,
4,2,F_14,CAAN1,10,,
4,2,F_15,CAIN3,16,2020-11-05,
4,2,F_16,STDI,11,,
4,2,F_17,CAAN2,4,,
4,2,F_18,STTO-BH,9,,
4,2,F_19,STDI,5,,
4,2,F_20,CAIN3,8,2020-11-04,
4,2,G_01,STIN,6,2020-11-06,
4,2,G_02,STBR3,14,,
4,2,G_03,CAAN2,12,,
4,2,G_04,STDI,7,2020-11-06,
4,2,G_05,CAAM-GB,7,2020-11-13,
4,2,G_06,STDI,2,2020-11-05,
4,2,G_07,CAAM-GB,2,,
4,2,G_08,CACO1,4,,
4,2,G_09,CAIN4,2,2020-11-04,
4,2,G_10,STIN,3,,
4,2,G_11,STDI,3,2020-11-04,
4,2,G_12,STGL1,4,,
4,2,G_13,CAAN2,3,,
4,2,G_14,CAIN3,1,2020-11-04,
4,2,G_15,CAIN4,6,,
4,2,G_16,CAAM-GB,16,,
4,2,G_17,CAAN1,3,,
4,2,G_18,STDR2,15,2020-11-09,
4,2,G_19,CAAN2,5,,
4,2,G_20,STTO-BH,12,,
4,2,H_01,CAAN1,13,,
4,2,H_02,CAIN3,15,,
4,2,H_03,CAAN1,16,2020-11-10,
4,2,H_04,STBR3,10,,
4,2,H_05,CAAN2,6,,
4,2,H_06,STBR3,11,2020-11-08,
4,2,H_07,STBR3,2,,
4,2,H_08,STPO1,10,2020-11-05,
4,2,H_09,STGL1,14,2020-11-10,
4,2,H_10,CAAM-GB,10,,
4,2,H_11,STIN,4,,
4,2,H_12,STPO1,2,2020-11-06,
4,2,H_13,STTO-BH,11,,
4,2,H_14,CAAM-GB,14,,
4,2,H_15,STDI,9,,
4,2,H_16,STGL1,11,,
4,2,H_17,CAAM-GB,8,,
4,2,H_18,STGL1,13,,
4,2,H_19,STPO1,12,,
4,2,H_20,STDI,14,2020-11-05,
4,2,I_01,STPO1,3,,
4,2,I_02,STTO-BH,4,,
4,2,I_03,CAAN2,16,,
4,2,I_04,CAIN3,3,2020-11-04,
4,2,I_05,STDI,8,,
4,2,I_06,CAAN1,6,,
4,2,I_07,CAIN4,10,,
4,2,I_08,CAIN4,8,,
4,2,I_09,STIN,7,2020-11-08,
4,2,I_10,STBR3,6,,
4,2,I_11,STTO-BH,5,,
4,2,I_12,CAIN3,13,2020-11-04,
4,2,I_13,STDR2,8,,
4,2,I_14,CAIN3,14,,
4,2,I_15,STBR3,8,2020-11-11,
4,2,I_16,CAAN1,2,,
4,2,I_17,CACO1,2,,
4,2,I_18,STGL1,6,2020-11-07,
4,2,I_19,STGL1,8,2020-11-10,
4,2,I_20,STPO1,7,,
4,2,J_01,CAIN4,11,,
4,2,J_02,STTO-BH,7,,
4,2,J_03,STGL1,12,2020-11-06,
4,2,J_04,CAAM-GB,5,,
4,2,J_05,STDI,10,,
4,2,J_06,STGL1,3,2020-11-15,
4,2,J_07,CAAN1,14,,
4,2,J_08,STBR3,3,,
4,2,J_09,STDR2,13,2020-11-07,
4,2,J_10,STPO1,1,2020-11-06,
4,2,J_11,CAAM-GB,6,,
4,2,J_12,CAAN1,1,,
4,2,J_13,STDR2,5,2020-11-07,
4,2,J_14,STDR2,10,,
4,2,J_15,CAIN4,4,2020-11-04,
4,2,J_16,STPO1,15,2020-11-06,
4,2,J_17,STIN,2,,
4,2,J_18,CAIN3,5,,
4,2,J_19,STGL1,10,,
4,2,J_20,STGL1,2,2020-11-09,
4,3,A_01,CAIN4,1,,
4,3,A_02,CAAM-GB,5,,
4,3,A_03,CAIN3,14,,
4,3,A_04,STDI,7,,
4,3,A_05,CAAN2,10,,
4,3,A_06,STDI,12,2020-11-04,
4,3,A_07,CAAN1,11,,
4,3,A_08,STTO-BH,3,,
4,3,A_09,CAAM-GB,11,,
4,3,A_10,STTO-BH,6,,
4,3,A_11,STTO-BH,9,2020-11-07,
4,3,A_12,CAAN1,10,,
4,3,A_13,CAAM-GB,14,,
4,3,A_14,STGL1,12,,
4,3,A_15,CAAN2,1,2020-11-06,
4,3,A_16,STDI,6,,
4,3,A_17,STTO-BH,11,,
4,3,A_18,STBR3,2,2020-11-08,
4,3,A_19,CAIN3,9,2020-11-04,
4,3,A_20,STGL1,8,,
4,3,B_01,STIN,10,,
4,3,B_02,CAIN4,11,,
4,3,B_03,STPO1,5,2020-11-06,11/8/20 Two germinants
4,3,B_04,CAIN4,13,2020-11-05,
4,3,B_05,STDR2,6,,
4,3,B_06,CAAN2,6,,
4,3,B_07,STTO-BH,2,,
4,3,B_08,STPO1,7,2020-11-04,
4,3,B_09,STDI,13,,
4,3,B_10,STDR2,2,,
4,3,B_11,STIN,12,,
4,3,B_12,CAIN4,10,,
4,3,B_13,CAAM-GB,10,,
4,3,B_14,blank,2,,
4,3,B_15,STPO1,8,2020-11-05,
4,3,B_16,STDR2,1,,
4,3,B_17,STIN,6,,
4,3,B_18,CAAN2,5,,
4,3,B_19,STDR2,14,,
4,3,B_20,CAAN2,14,,
4,3,C_01,CACO1,1,,
4,3,C_02,CAAN2,4,,
4,3,C_03,CAIN3,7,2020-11-05,
4,3,C_04,CAAN2,16,,
4,3,C_05,CAAM-GB,15,,
4,3,C_06,CAIN3,6,2020-11-05,
4,3,C_07,CAIN4,7,,
4,3,C_08,CAAN1,8,,
4,3,C_09,STPO1,16,,
4,3,C_10,CAIN3,10,2020-11-05,
4,3,C_11,STDR2,8,,
4,3,C_12,CAIN3,13,,
4,3,C_13,CAAN1,1,,
4,3,C_14,STIN,15,,
4,3,C_15,CAAM-GB,9,,
4,3,C_16,STDR2,7,,
4,3,C_17,CAAN2,11,,
4,3,C_18,CAIN3,2,,
4,3,C_19,STTO-BH,10,,
4,3,C_20,STDR2,5,,
4,3,D_01,CAAN2,15,,
4,3,D_02,CAAN1,4,,
4,3,D_03,CAAM-GB,4,,
4,3,D_04,CAAN1,7,,
4,3,D_05,STTO-BH,1,,
4,3,D_06,STTO-BH,16,2020-11-05,
4,3,D_07,STBR3,5,11/820,
4,3,D_08,STIN,7,,
4,3,D_09,CAIN4,14,2020-11-07,
4,3,D_10,STDI,1,,
4,3,D_11,STTO-BH,4,,
4,3,D_12,CAAN2,9,,
4,3,D_13,STDI,4,,
4,3,D_14,CAAM-GB,13,2020-11-12,
4,3,D_15,CAIN4,6,,
4,3,D_16,STBR3,15,2020-11-07,
4,3,D_17,STIN,9,,
4,3,D_18,CAIN3,11,,
4,3,D_19,STPO1,1,2020-11-08,
4,3,D_20,STDI,15,,
4,3,E_01,STIN,16,,
4,3,E_02,CAIN3,15,2020-11-05,
4,3,E_03,STDI,5,,
4,3,E_04,STPO1,10,2020-11-05,
4,3,E_05,STGL1,11,,
4,3,E_06,STIN,14,,
4,3,E_07,CAIN3,5,2020-11-06,
4,3,E_08,CAIN4,5,,
4,3,E_09,STIN,3,,
4,3,E_10,STPO1,9,2020-11-07,
4,3,E_11,STDR2,15,,
4,3,E_12,CAIN4,15,,
4,3,E_13,CAAN2,7,,
4,3,E_14,STTO-BH,5,,
4,3,E_15,STGL1,14,,
4,3,E_16,STPO1,13,2020-11-15,
4,3,E_17,CAAM-GB,3,,
4,3,E_18,STDR2,3,,
4,3,E_19,STGL1,2,,
4,3,E_20,CAIN4,8,,
4,3,F_01,STTO-BH,13,,
4,3,F_02,STPO1,12,2020-11-19,
4,3,F_03,CAAN2,8,,
4,3,F_04,blank,1,,
4,3,F_05,STDI,11,2020-11-05,
4,3,F_06,CAAN1,9,,
4,3,F_07,CAAM-GB,7,2020-11-20,
4,3,F_08,CAIN4,9,,
4,3,F_09,STDI,10,2020-11-05,
4,3,F_10,STIN,5,,
4,3,F_11,STDI,2,2020-11-05,
4,3,F_12,CAAM-GB,2,,
4,3,F_13,CAAN1,13,,
4,3,F_14,blank,4,,
4,3,F_15,STGL1,9,,
4,3,F_16,STPO1,15,2020-11-06,
4,3,F_17,STGL1,10,,
4,3,F_18,CAIN3,4,2020-11-06,
4,3,F_19,STIN,1,,
4,3,F_20,CAAM-GB,8,,
4,3,G_01,STBR3,7,2020-11-12,
4,3,G_02,CAAM-GB,16,,
4,3,G_03,STTO-BH,8,2020-11-05,
4,3,G_04,STIN,11,,
4,3,G_05,STBR3,16,2020-11-07,
4,3,G_06,STGL1,7,,
4,3,G_07,STGL1,15,,
4,3,G_08,CACO1,3,,
4,3,G_09,STTO-BH,12,,
4,3,G_10,CAAN1,3,,
4,3,G_11,STTO-BH,7,,
4,3,G_12,STBR3,12,2020-11-07,
4,3,G_13,STIN,2,,
4,3,G_14,STBR3,11,2020-11-07,
4,3,G_15,STBR3,14,2020-11-07,
4,3,G_16,CAAM-GB,6,,
4,3,G_17,STGL1,16,,
4,3,G_18,CAIN4,12,,
4,3,G_19,STTO-BH,15,,
4,3,G_20,STDR2,11,,
4,3,H_01,CAIN3,1,2020-11-06,3 cotyledons
4,3,H_02,STDR2,16,,
4,3,H_03,CAAN1,15,,
4,3,H_04,CAAN2,2,,
4,3,H_05,STDR2,9,,
4,3,H_06,STDR2,10,2020-11-08,
4,3,H_07,STBR3,10,2020-11-07,
4,3,H_08,CAAN2,3,2020-11-12,
4,3,H_09,STDI,16,,
4,3,H_10,CAIN3,16,,
4,3,H_11,CAAN1,5,,
4,3,H_12,CAAM-GB,12,,
4,3,H_13,STGL1,4,,
4,3,H_14,STBR3,8,2020-11-08,
4,3,H_15,STIN,4,2020-11-07,
4,3,H_16,CAIN4,2,,
4,3,H_17,CAIN3,8,2020-11-05,
4,3,H_18,STIN,8,,"ran out of seed, no extra"
4,3,H_19,STDR2,4,2020-11-08,
4,3,H_20,CAIN4,3,,
4,3,I_01,CAAN1,12,,
4,3,I_02,STPO1,3,2020-11-06,
4,3,I_03,CAAN2,13,2020-11-05,
4,3,I_04,STTO-BH,14,,
4,3,I_05,STPO1,14,2020-11-05,
4,3,I_06,CAAM-GB,1,2020-11-19,
4,3,I_07,CAAN1,14,,
4,3,I_08,STDI,9,2020-11-05,
4,3,I_09,STGL1,13,2020-11-11,
4,3,I_10,STBR3,3,,
4,3,I_11,STGL1,6,2020-11-07,
4,3,I_12,STPO1,6,,
4,3,I_13,CAIN3,12,2020-11-06,
4,3,I_14,CAAN2,12,,
4,3,I_15,STDI,3,2020-11-04,
4,3,I_16,STBR3,4,2020-11-10,
4,3,I_17,STGL1,3,,
4,3,I_18,STBR3,9,2020-11-07,
4,3,I_19,STDR2,12,2020-11-19,
4,3,I_20,STPO1,2,2020-11-20,
4,3,J_01,CAIN4,4,,
4,3,J_02,STGL1,5,,
4,3,J_03,STBR3,13,,
4,3,J_04,CAIN4,16,,
4,3,J_05,STGL1,1,,
4,3,J_06,STBR3,1,2020-11-12,
4,3,J_07,CAAN1,16,2020-11-05,
4,3,J_08,STIN,13,2020-11-06,
4,3,J_09,STPO1,11,2020-11-05,
4,3,J_10,CAAN1,2,2020-11-05,
4,3,J_11,CAAN1,6,,
4,3,J_12,STBR3,6,2020-11-13,
4,3,J_13,CAIN3,3,,
4,3,J_14,STDI,14,,
4,3,J_15,STDI,8,,
4,3,J_16,STDR2,13,2020-11-07,
4,3,J_17,blank,3,,iButton in this blank
4,3,J_18,CACO1,4,,
4,3,J_19,STPO1,4,,
4,3,J_20,CACO1,2,,
5,1,A_01,CAAN2,1,,
5,1,A_02,STDI,13,,
5,1,A_03,STIN,14,,
5,1,A_04,CAIN4,1,2020-11-19,
5,1,A_05,STPO1,4,2020-11-21,
5,1,A_06,STIN,7,,
5,1,A_07,STDR2,2,,
5,1,A_08,CAAN1,7,,
5,1,A_09,CAIN4,2,2020-11-21,
5,1,A_10,CACO1,1,,
5,1,A_11,CAIN3,13,2020-11-19,
5,1,A_12,STIN,2,,
5,1,A_13,STDI,4,,
5,1,A_14,CAAM-GB,1,,
5,1,A_15,STPO1,9,,
5,1,A_16,STDR2,15,2020-11-26,
5,1,A_17,STDI,8,,
5,1,A_18,blank,4,,
5,1,A_19,CAAM-GB,12,,
5,1,A_20,STDR2,6,2020-11-24,
5,1,B_01,CAAN1,5,2020-11-20,
5,1,B_02,STDR2,5,,
5,1,B_03,STIN,1,,
5,1,B_04,STTO-BH,12,2020-11-19,
5,1,B_05,CAAN2,7,,
5,1,B_06,CAAN2,2,,
5,1,B_07,CAAN2,15,,
5,1,B_08,STGL1,2,,
5,1,B_09,CAIN4,14,,
5,1,B_10,CAIN3,16,,
5,1,B_11,CAIN3,14,,
5,1,B_12,STIN,13,,
5,1,B_13,STDI,14,,
5,1,B_14,CAAN1,1,,
5,1,B_15,STIN,6,,
5,1,B_16,STIN,11,,
5,1,B_17,CAAN1,13,,
5,1,B_18,STTO-BH,4,,
5,1,B_19,CAIN3,12,,
5,1,B_20,CAIN4,11,,
5,1,C_01,STPO1,16,,
5,1,C_02,CAIN3,7,,
5,1,C_03,STBR3,4,,
5,1,C_04,STPO1,1,,
5,1,C_05,STGL1,14,2020-11-18,
5,1,C_06,CAIN4,12,,
5,1,C_07,CAIN3,4,,
5,1,C_08,STIN,12,2020-11-25,
5,1,C_09,STIN,15,,
5,1,C_10,CAAN1,12,2020-11-20,
5,1,C_11,STTO-BH,7,2020-11-21,
5,1,C_12,STTO-BH,8,2020-11-20,
5,1,C_13,STBR3,3,2020-11-23,
5,1,C_14,STBR3,13,,
5,1,C_15,CAAN2,16,,
5,1,C_16,STDI,12,,
5,1,C_17,CAAN1,15,,
5,1,C_18,STIN,4,,
5,1,C_19,STGL1,6,,
5,1,C_20,CAAN2,13,,
5,1,D_01,STDR2,8,2020-11-22,
5,1,D_02,STDI,3,2020-11-22,
5,1,D_03,CAIN3,5,,
5,1,D_04,STBR3,16,2020-12-05,
5,1,D_05,CAAM-GB,10,2020-12-10,
5,1,D_06,CAIN3,10,,
5,1,D_07,STPO1,14,,
5,1,D_08,STBR3,7,2020-11-23,
5,1,D_09,STIN,16,,
5,1,D_10,STDR2,4,,
5,1,D_11,CAAM-GB,9,,
5,1,D_12,STDR2,14,,
5,1,D_13,CAAN2,9,,
5,1,D_14,STGL1,10,,
5,1,D_15,STIN,3,,
5,1,D_16,STBR3,12,,
5,1,D_17,CAIN3,9,,
5,1,D_18,STDR2,11,2020-11-24,
5,1,D_19,STPO1,12,,
5,1,D_20,STDI,7,,
5,1,E_01,STDI,6,,
5,1,E_02,STBR3,10,2020-12-02,
5,1,E_03,STTO-BH,16,2020-11-21,
5,1,E_04,STIN,9,,
5,1,E_05,CAAN1,3,2020-11-20,
5,1,E_06,blank,3,,
5,1,E_07,STDI,16,,
5,1,E_08,CAIN3,1,,
5,1,E_09,STDR2,16,2020-11-22,
5,1,E_10,STPO1,2,2020-11-20,
5,1,E_11,STTO-BH,2,2020-11-29,
5,1,E_12,CAAM-GB,3,,
5,1,E_13,STTO-BH,9,2020-11-21,
5,1,E_14,CAAN1,4,,
5,1,E_15,STGL1,4,2020-11-20,
5,1,E_16,blank,2,,
5,1,E_17,STDR2,3,,
5,1,E_18,STPO1,8,,
5,1,E_19,STDI,15,,
5,1,E_20,STDR2,13,,
5,1,F_01,CAIN4,16,2020-11-20,
5,1,F_02,CAIN3,2,2020-11-19,
5,1,F_03,CAAN2,6,,
5,1,F_04,CAAN1,10,,
5,1,F_05,blank,1,,
5,1,F_06,CAAN1,14,,
5,1,F_07,STDI,1,2020-11-24,
5,1,F_08,STPO1,6,2020-11-21,
5,1,F_09,CAAM-GB,4,,
5,1,F_10,STBR3,1,2020-11-23,
5,1,F_11,STBR3,6,2020-12-20,
5,1,F_12,STBR3,11,2020-11-22,
5,1,F_13,STGL1,12,,
5,1,F_14,CAAN1,8,,
5,1,F_15,STDR2,7,2020-11-20,
5,1,F_16,STTO-BH,3,,
5,1,F_17,STDR2,10,2020-11-24,
5,1,F_18,CAAN2,3,,
5,1,F_19,STTO-BH,5,2020-11-20,
5,1,F_20,CACO1,3,,
5,1,G_01,CAIN4,8,2020-11-23,
5,1,G_02,CAIN4,9,,
5,1,G_03,CAAN2,4,2020-11-21,
5,1,G_04,CAAN2,5,2020-11-20,
5,1,G_05,STGL1,3,2020-11-24,
5,1,G_06,STDI,10,2020-11-20,
5,1,G_07,STTO-BH,11,2020-11-30,
5,1,G_08,STBR3,14,,
5,1,G_09,STTO-BH,13,,
5,1,G_10,STIN,5,2020-11-22,
5,1,G_11,CAIN3,3,,
5,1,G_12,CAAM-GB,16,,
5,1,G_13,STGL1,16,,
5,1,G_14,CAIN4,7,,
5,1,G_15,STGL1,7,,
5,1,G_16,CAAM-GB,2,,
5,1,G_17,STTO-BH,15,2020-11-21,
5,1,G_18,CAAN1,9,,
5,1,G_19,STPO1,13,2020-11-21,
5,1,G_20,CAAN2,14,2020-11-20,
5,1,H_01,CAAM-GB,15,,
5,1,H_02,CACO1,4,,
5,1,H_03,CAAM-GB,5,,
5,1,H_04,CAIN4,4,,
5,1,H_05,STBR3,15,,
5,1,H_06,CAAN2,12,,
5,1,H_07,STDR2,12,,
5,1,H_08,STDI,5,,
5,1,H_09,CAIN4,10,,
5,1,H_10,STTO-BH,6,,
5,1,H_11,CAIN3,11,,
5,1,H_12,STGL1,13,,
5,1,H_13,CAIN4,6,,
5,1,H_14,CAAN1,6,,
5,1,H_15,STPO1,15,2020-11-22,
5,1,H_16,STGL1,8,,
5,1,H_17,STIN,8,,
5,1,H_18,CAIN4,5,2020-11-20,
5,1,H_19,STTO-BH,14,,
5,1,H_20,CAAM-GB,14,,
5,1,I_01,STDR2,1,,
5,1,I_02,CAAM-GB,11,,
5,1,I_03,CAAM-GB,13,,
5,1,I_04,CAIN4,13,,
5,1,I_05,STGL1,5,2020-11-22,
5,1,I_06,CAIN4,15,,
5,1,I_07,CAAN1,16,,
5,1,I_08,CAIN4,3,,
5,1,I_09,STGL1,11,,
5,1,I_10,STIN,10,,
5,1,I_11,CAIN3,6,2020-11-20,
5,1,I_12,STDR2,9,2020-11-24,
5,1,I_13,STPO1,3,2020-11-23,
5,1,I_14,STDI,11,2020-11-20,
5,1,I_15,CAAN1,2,,
5,1,I_16,CAAM-GB,8,,
5,1,I_17,STTO-BH,10,2020-11-20,
5,1,I_18,STDI,9,,
5,1,I_19,CACO1,2,,
5,1,I_20,CAIN3,8,2020-11-21,
5,1,J_01,STBR3,8,2020-12-08,
5,1,J_02,STBR3,5,2020-12-06,
5,1,J_03,STGL1,15,,
5,1,J_04,STBR3,2,,
5,1,J_05,CAAN1,11,,
5,1,J_06,CAAM-GB,6,,
5,1,J_07,STPO1,10,,
5,1,J_08,STGL1,1,2020-11-30,
5,1,J_09,CAAN2,8,2020-11-23,
5,1,J_10,STTO-BH,1,2020-11-21,
5,1,J_11,CAAN2,10,,
5,1,J_12,STBR3,9,2020-11-24,
5,1,J_13,CAIN3,15,,
5,1,J_14,STDI,2,,
5,1,J_15,STPO1,7,2020-11-22,
5,1,J_16,STPO1,11,2020-11-20,
5,1,J_17,STPO1,5,2020-11-22,
5,1,J_18,STGL1,9,,
5,1,J_19,CAAN2,11,,
5,1,J_20,CAAM-GB,7,,
5,2,A_01,STTO-BH,8,2020-11-21,
5,2,A_02,STPO1,3,2020-11-22,
5,2,A_03,CAIN4,10,,
5,2,A_04,STPO1,2,2020-11-21,
5,2,A_05,CAIN4,1,,
5,2,A_06,STBR3,15,2020-11-24,
5,2,A_07,STBR3,4,2020-11-23,
5,2,A_08,CAAN1,4,,
5,2,A_09,STBR3,8,2020-11-24,
5,2,A_10,CAIN4,3,,
5,2,A_11,CAAN2,9,,
5,2,A_12,CACO1,1,,
5,2,A_13,STDI,9,,
5,2,A_14,STPO1,6,,
5,2,A_15,CAIN4,14,,
5,2,A_16,CAIN3,1,,
5,2,A_17,STPO1,9,,
5,2,A_18,STIN,12,,
5,2,A_19,STPO1,7,2020-11-21,
5,2,A_20,CACO1,2,,
5,2,B_01,STDR2,3,2020-11-26,
5,2,B_02,STGL1,6,1930-11-26,
5,2,B_03,STIN,16,,
5,2,B_04,STPO1,10,,
5,2,B_05,CAAM-GB,14,,
5,2,B_06,STTO-BH,6,,
5,2,B_07,STDR2,9,,
5,2,B_08,CAIN3,2,,
5,2,B_09,STDI,4,,
5,2,B_10,STBR3,5,,
5,2,B_11,STGL1,12,,
5,2,B_12,STGL1,5,,
5,2,B_13,CAAN1,10,,
5,2,B_14,STIN,13,,
5,2,B_15,CAAN1,6,,
5,2,B_16,STBR3,12,2020-11-16,seed questionably viable
5,2,B_17,STDI,15,,
5,2,B_18,CAAN2,3,,
5,2,B_19,STDI,8,,
5,2,B_20,STIN,8,,
5,2,C_01,CAAN1,3,2020-11-20,
5,2,C_02,CAAN2,4,,
5,2,C_03,STBR3,9,,
5,2,C_04,CAAM-GB,1,,
5,2,C_05,CAIN3,6,,
5,2,C_06,STDI,10,,
5,2,C_07,CAAN1,2,,
5,2,C_08,STIN,9,,
5,2,C_09,CACO1,3,,
5,2,C_10,STGL1,1,,
5,2,C_11,CAAN1,14,,
5,2,C_12,STTO-BH,15,2020-11-19,
5,2,C_13,STBR3,2,2020-11-24,
5,2,C_14,CAIN4,4,,
5,2,C_15,STDR2,6,,
5,2,C_16,STDR2,4,,
5,2,C_17,blank,3,,
5,2,C_18,blank,1,,
5,2,C_19,CAIN4,11,,
5,2,C_20,CAIN3,13,,
5,2,D_01,CAAM-GB,4,,
5,2,D_02,STGL1,10,,
5,2,D_03,STDI,1,,
5,2,D_04,STGL1,13,,
5,2,D_05,CAAM-GB,11,,
5,2,D_06,CAIN3,8,,
5,2,D_07,CAIN4,16,,
5,2,D_08,STDR2,8,2020-11-22,
5,2,D_09,CAAM-GB,3,,
5,2,D_10,STGL1,14,,
5,2,D_11,STIN,11,,
5,2,D_12,STBR3,10,2020-11-22,
5,2,D_13,STPO1,12,2020-11-22,
5,2,D_14,STDR2,15,,
5,2,D_15,CAAM-GB,8,,
5,2,D_16,CAAN1,15,,
5,2,D_17,STDR2,7,,
5,2,D_18,STPO1,14,2020-11-21,
5,2,D_19,STTO-BH,9,2020-11-22,
5,2,D_20,CAAN2,10,,
5,2,E_01,CAAN1,5,,
5,2,E_02,CAAM-GB,7,,
5,2,E_03,STDI,5,,
5,2,E_04,STDR2,14,,
5,2,E_05,STBR3,7,,
5,2,E_06,CAAM-GB,2,,
5,2,E_07,STBR3,1,2020-11-23,
5,2,E_08,STGL1,4,,
5,2,E_09,STTO-BH,11,2020-11-24,
5,2,E_10,STGL1,3,,
5,2,E_11,CAAN2,1,2020-11-25,
5,2,E_12,CAIN4,6,2020-11-19,
5,2,E_13,STIN,4,,
5,2,E_14,STBR3,14,2020-11-22,
5,2,E_15,STTO-BH,5,2020-11-20,
5,2,E_16,CAAN2,12,2020-11-20,
5,2,E_17,CAAN2,2,,
5,2,E_18,STIN,10,,
5,2,E_19,CAAN2,8,,
5,2,E_20,CAIN4,9,,
5,2,F_01,STBR3,6,2020-11-24,
5,2,F_02,STIN,2,2020-11-22,
5,2,F_03,CAAM-GB,15,,
5,2,F_04,STTO-BH,3,2020-11-20,
5,2,F_05,STIN,5,,
