1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 270000004C6D1821
Is Mission Active?  true
Mission Start:  Thu Nov 26 10:21:00 PST 2020
Sample Rate:  Every 60 minute(s)
Number of Mission Samples:  2111
Total Samples:  5888
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
11/27/20 8:21:00 AM,C,12
11/27/20 9:21:00 AM,C,12
11/27/20 10:21:00 AM,C,16.5
11/27/20 11:21:00 AM,C,16.5
11/27/20 12:21:00 PM,C,16
11/27/20 1:21:00 PM,C,17.5
11/27/20 2:21:00 PM,C,17
11/27/20 3:21:00 PM,C,17
11/27/20 4:21:00 PM,C,15.5
11/27/20 5:21:00 PM,C,13
11/27/20 6:21:00 PM,C,11
11/27/20 7:21:00 PM,C,9
11/27/20 8:21:00 PM,C,7.5
11/27/20 9:21:00 PM,C,6.5
11/27/20 10:21:00 PM,C,5.5
11/27/20 11:21:00 PM,C,4.5
11/28/20 12:21:00 AM,C,3.5
11/28/20 1:21:00 AM,C,3
11/28/20 2:21:00 AM,C,2.5
11/28/20 3:21:00 AM,C,2
11/28/20 4:21:00 AM,C,2
11/28/20 5:21:00 AM,C,1.5
11/28/20 6:21:00 AM,C,1.5
11/28/20 7:21:00 AM,C,2
11/28/20 8:21:00 AM,C,2.5
11/28/20 9:21:00 AM,C,7
11/28/20 10:21:00 AM,C,11.5
11/28/20 11:21:00 AM,C,15.5
11/28/20 12:21:00 PM,C,15.5
11/28/20 1:21:00 PM,C,17
11/28/20 2:21:00 PM,C,16.5
11/28/20 3:21:00 PM,C,16.5
11/28/20 4:21:00 PM,C,15.5
11/28/20 5:21:00 PM,C,13.5
11/28/20 6:21:00 PM,C,11
11/28/20 7:21:00 PM,C,9
11/28/20 8:21:00 PM,C,7.5
11/28/20 9:21:00 PM,C,6.5
11/28/20 10:21:00 PM,C,5.5
11/28/20 11:21:00 PM,C,4.5
11/29/20 12:21:00 AM,C,4
11/29/20 1:21:00 AM,C,3.5
11/29/20 2:21:00 AM,C,3
11/29/20 3:21:00 AM,C,2
11/29/20 4:21:00 AM,C,2
11/29/20 5:21:00 AM,C,1.5
11/29/20 6:21:00 AM,C,1
11/29/20 7:21:00 AM,C,1
11/29/20 8:21:00 AM,C,1.5
11/29/20 9:21:00 AM,C,6
11/29/20 10:21:00 AM,C,11
11/29/20 11:21:00 AM,C,16
11/29/20 12:21:00 PM,C,16.5
11/29/20 1:21:00 PM,C,17.5
11/29/20 2:21:00 PM,C,17.5
11/29/20 3:21:00 PM,C,17
11/29/20 4:21:00 PM,C,16
11/29/20 5:21:00 PM,C,13.5
11/29/20 6:21:00 PM,C,11
11/29/20 7:21:00 PM,C,9
11/29/20 8:21:00 PM,C,7.5
11/29/20 9:21:00 PM,C,6.5
11/29/20 10:21:00 PM,C,5.5
11/29/20 11:21:00 PM,C,5
11/30/20 12:21:00 AM,C,4.5
11/30/20 1:21:00 AM,C,4
11/30/20 2:21:00 AM,C,3.5
11/30/20 3:21:00 AM,C,3
11/30/20 4:21:00 AM,C,2.5
11/30/20 5:21:00 AM,C,2
11/30/20 6:21:00 AM,C,1.5
