1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 990000004D284721
Is Mission Active?  true
Mission Start:  Thu Mar 04 15:03:00 PST 2021
Sample Rate:  Every 60 minute(s)
Number of Mission Samples:  1966
Total Samples:  7316
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
3/4/21 3:03:00 PM,C,21.5
3/4/21 4:03:00 PM,C,20.5
3/4/21 5:03:00 PM,C,19
3/4/21 6:03:00 PM,C,17
3/4/21 7:03:00 PM,C,15
3/4/21 8:03:00 PM,C,13.5
3/4/21 9:03:00 PM,C,11.5
3/4/21 10:03:00 PM,C,10.5
3/4/21 11:03:00 PM,C,10
3/5/21 12:03:00 AM,C,9.5
3/5/21 1:03:00 AM,C,8.5
3/5/21 2:03:00 AM,C,8
3/5/21 3:03:00 AM,C,7.5
3/5/21 4:03:00 AM,C,7
3/5/21 5:03:00 AM,C,6.5
3/5/21 6:03:00 AM,C,5.5
3/5/21 7:03:00 AM,C,5.5
3/5/21 8:03:00 AM,C,6
3/5/21 9:03:00 AM,C,11
3/5/21 10:03:00 AM,C,18
3/5/21 11:03:00 AM,C,22.5
3/5/21 12:03:00 PM,C,24
3/5/21 1:03:00 PM,C,24.5
3/5/21 2:03:00 PM,C,24
3/5/21 3:03:00 PM,C,22.5
3/5/21 4:03:00 PM,C,21.5
3/5/21 5:03:00 PM,C,19.5
3/5/21 6:03:00 PM,C,17
3/5/21 7:03:00 PM,C,15
3/5/21 8:03:00 PM,C,13.5
3/5/21 9:03:00 PM,C,12.5
3/5/21 10:03:00 PM,C,12
3/5/21 11:03:00 PM,C,11.5
3/6/21 12:03:00 AM,C,11.5
3/6/21 1:03:00 AM,C,10
3/6/21 2:03:00 AM,C,9.5
3/6/21 3:03:00 AM,C,8.5
3/6/21 4:03:00 AM,C,7.5
3/6/21 5:03:00 AM,C,7
3/6/21 6:03:00 AM,C,6.5
3/6/21 7:03:00 AM,C,6
3/6/21 8:03:00 AM,C,7
3/6/21 9:03:00 AM,C,10
3/6/21 10:03:00 AM,C,15
3/6/21 11:03:00 AM,C,20
3/6/21 12:03:00 PM,C,21.5
3/6/21 1:03:00 PM,C,20.5
3/6/21 2:03:00 PM,C,21
3/6/21 3:03:00 PM,C,19.5
3/6/21 4:03:00 PM,C,18
3/6/21 5:03:00 PM,C,17
3/6/21 6:03:00 PM,C,15
3/6/21 7:03:00 PM,C,13
3/6/21 8:03:00 PM,C,11.5
3/6/21 9:03:00 PM,C,10.5
3/6/21 10:03:00 PM,C,9.5
3/6/21 11:03:00 PM,C,9
3/7/21 12:03:00 AM,C,8
3/7/21 1:03:00 AM,C,7
3/7/21 2:03:00 AM,C,6
3/7/21 3:03:00 AM,C,5.5
3/7/21 4:03:00 AM,C,5
3/7/21 5:03:00 AM,C,4.5
3/7/21 6:03:00 AM,C,4
3/7/21 7:03:00 AM,C,3.5
3/7/21 8:03:00 AM,C,4.5
3/7/21 9:03:00 AM,C,8
3/7/21 10:03:00 AM,C,14
3/7/21 11:03:00 AM,C,19
3/7/21 12:03:00 PM,C,21
3/7/21 1:03:00 PM,C,20.5
3/7/21 2:03:00 PM,C,21
3/7/21 3:03:00 PM,C,19.5
3/7/21 4:03:00 PM,C,18.5
3/7/21 5:03:00 PM,C,18
3/7/21 6:03:00 PM,C,16.5
3/7/21 7:03:00 PM,C,15
3/7/21 8:03:00 PM,C,13
3/7/21 9:03:00 PM,C,11.5
3/7/21 10:03:00 PM,C,10.5
3/7/21 11:03:00 PM,C,9.5
3/8/21 12:03:00 AM,C,9
3/8/21 1:03:00 AM,C,8
3/8/21 2:03:00 AM,C,7.5
3/8/21 3:03:00 AM,C,7.5
3/8/21 4:03:00 AM,C,7
3/8/21 5:03:00 AM,C,7
3/8/21 6:03:00 AM,C,6.5
3/8/21 7:03:00 AM,C,6
3/8/21 8:03:00 AM,C,6.5
3/8/21 9:03:00 AM,C,10
3/8/21 10:03:00 AM,C,14.5
3/8/21 11:03:00 AM,C,19
3/8/21 12:03:00 PM,C,20.5
3/8/21 1:03:00 PM,C,18.5
3/8/21 2:03:00 PM,C,18
3/8/21 3:03:00 PM,C,17
3/8/21 4:03:00 PM,C,16
3/8/21 5:03:00 PM,C,14
3/8/21 6:03:00 PM,C,12
3/8/21 7:03:00 PM,C,11
3/8/21 8:03:00 PM,C,10
3/8/21 9:03:00 PM,C,9
3/8/21 10:03:00 PM,C,9
3/8/21 11:03:00 PM,C,8.5
3/9/21 12:03:00 AM,C,8
3/9/21 1:03:00 AM,C,7.5
3/9/21 2:03:00 AM,C,6.5
3/9/21 3:03:00 AM,C,6
3/9/21 4:03:00 AM,C,6
3/9/21 5:03:00 AM,C,6
3/9/21 6:03:00 AM,C,6
3/9/21 7:03:00 AM,C,6
3/9/21 8:03:00 AM,C,8
3/9/21 9:03:00 AM,C,10
3/9/21 10:03:00 AM,C,14
3/9/21 11:03:00 AM,C,14.5
3/9/21 12:03:00 PM,C,18.5
3/9/21 1:03:00 PM,C,14.5
3/9/21 2:03:00 PM,C,14
3/9/21 3:03:00 PM,C,13
3/9/21 4:03:00 PM,C,13.5
3/9/21 5:03:00 PM,C,12
3/9/21 6:03:00 PM,C,11
3/9/21 7:03:00 PM,C,10.5
3/9/21 8:03:00 PM,C,10
3/9/21 9:03:00 PM,C,9
3/9/21 10:03:00 PM,C,8
3/9/21 11:03:00 PM,C,7.5
3/10/21 12:03:00 AM,C,7.5
3/10/21 1:03:00 AM,C,7
