1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: AC00000048312C21
Is Mission Active?  false
Mission Start:  Tue May 25 15:01:00 PDT 2021
Sample Rate:  Every 60 minute(s)
Number of Mission Samples:  1917
Total Samples:  11656
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
5/25/21 3:01:00 PM,C,38
5/25/21 4:01:00 PM,C,38.5
5/25/21 5:01:00 PM,C,37.5
5/25/21 6:01:00 PM,C,35
5/25/21 7:01:00 PM,C,31.5
5/25/21 8:01:00 PM,C,28.5
5/25/21 9:01:00 PM,C,25
5/25/21 10:01:00 PM,C,23
5/25/21 11:01:00 PM,C,21
5/26/21 12:01:00 AM,C,19.5
5/26/21 1:01:00 AM,C,18.5
5/26/21 2:01:00 AM,C,17
5/26/21 3:01:00 AM,C,16
5/26/21 4:01:00 AM,C,15
5/26/21 5:01:00 AM,C,14
5/26/21 6:01:00 AM,C,13.5
5/26/21 7:01:00 AM,C,14.5
5/26/21 8:01:00 AM,C,20.5
5/26/21 9:01:00 AM,C,27
5/26/21 10:01:00 AM,C,31.5
5/26/21 11:01:00 AM,C,33.5
5/26/21 12:01:00 PM,C,37.5
5/26/21 1:01:00 PM,C,39
5/26/21 2:01:00 PM,C,40
5/26/21 3:01:00 PM,C,40
5/26/21 4:01:00 PM,C,41
5/26/21 5:01:00 PM,C,39.5
5/26/21 6:01:00 PM,C,36.5
5/26/21 7:01:00 PM,C,33.5
5/26/21 8:01:00 PM,C,30.5
5/26/21 9:01:00 PM,C,26.5
5/26/21 10:01:00 PM,C,23
5/26/21 11:01:00 PM,C,20.5
5/27/21 12:01:00 AM,C,18.5
5/27/21 1:01:00 AM,C,17
5/27/21 2:01:00 AM,C,16
5/27/21 3:01:00 AM,C,14.5
5/27/21 4:01:00 AM,C,13.5
5/27/21 5:01:00 AM,C,12.5
5/27/21 6:01:00 AM,C,12
5/27/21 7:01:00 AM,C,12.5
5/27/21 8:01:00 AM,C,19
5/27/21 9:01:00 AM,C,25.5
5/27/21 10:01:00 AM,C,30.5
5/27/21 11:01:00 AM,C,32.5
5/27/21 12:01:00 PM,C,35
5/27/21 1:01:00 PM,C,38
5/27/21 2:01:00 PM,C,39.5
5/27/21 3:01:00 PM,C,39.5
5/27/21 4:01:00 PM,C,40.5
5/27/21 5:01:00 PM,C,39.5
5/27/21 6:01:00 PM,C,37
5/27/21 7:01:00 PM,C,34
5/27/21 8:01:00 PM,C,30.5
5/27/21 9:01:00 PM,C,26.5
5/27/21 10:01:00 PM,C,24
5/27/21 11:01:00 PM,C,22.5
5/28/21 12:01:00 AM,C,21
5/28/21 1:01:00 AM,C,19.5
5/28/21 2:01:00 AM,C,19
5/28/21 3:01:00 AM,C,18
5/28/21 4:01:00 AM,C,17
5/28/21 5:01:00 AM,C,16.5
5/28/21 6:01:00 AM,C,15.5
5/28/21 7:01:00 AM,C,16.5
5/28/21 8:01:00 AM,C,22
5/28/21 9:01:00 AM,C,27.5
5/28/21 10:01:00 AM,C,31.5
5/28/21 11:01:00 AM,C,32.5
5/28/21 12:01:00 PM,C,35.5
5/28/21 1:01:00 PM,C,39
5/28/21 2:01:00 PM,C,40.5
5/28/21 3:01:00 PM,C,40.5
5/28/21 4:01:00 PM,C,41.5
5/28/21 5:01:00 PM,C,40.5
5/28/21 6:01:00 PM,C,37.5
5/28/21 7:01:00 PM,C,33.5
5/28/21 8:01:00 PM,C,30.5
5/28/21 9:01:00 PM,C,26.5
5/28/21 10:01:00 PM,C,23.5
5/28/21 11:01:00 PM,C,21
5/29/21 12:01:00 AM,C,18.5
5/29/21 1:01:00 AM,C,17
5/29/21 2:01:00 AM,C,16
5/29/21 3:01:00 AM,C,15
5/29/21 4:01:00 AM,C,14.5
5/29/21 5:01:00 AM,C,14
5/29/21 6:01:00 AM,C,13.5
5/29/21 7:01:00 AM,C,14.5
5/29/21 8:01:00 AM,C,20
5/29/21 9:01:00 AM,C,26
5/29/21 10:01:00 AM,C,30.5
5/29/21 11:01:00 AM,C,32.5
5/29/21 12:01:00 PM,C,34.5
5/29/21 1:01:00 PM,C,37
5/29/21 2:01:00 PM,C,38
5/29/21 3:01:00 PM,C,38.5
5/29/21 4:01:00 PM,C,39.5
5/29/21 5:01:00 PM,C,39
5/29/21 6:01:00 PM,C,35.5
5/29/21 7:01:00 PM,C,31
5/29/21 8:01:00 PM,C,26.5
5/29/21 9:01:00 PM,C,22
5/29/21 10:01:00 PM,C,19.5
5/29/21 11:01:00 PM,C,18
5/30/21 12:01:00 AM,C,16.5
