1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 300000003FB8D721
Is Mission Active?  true
Mission Start:  Fri Oct 16 14:45:00 PDT 2020
Sample Rate:  Every 60 minute(s)
Number of Mission Samples:  2427
Total Samples:  11344
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
10/16/20 2:45:00 PM,C,28
10/16/20 3:45:00 PM,C,26
10/16/20 4:45:00 PM,C,26.5
10/16/20 5:45:00 PM,C,24.5
10/16/20 6:45:00 PM,C,24
10/16/20 7:45:00 PM,C,23
10/16/20 8:45:00 PM,C,22
10/16/20 9:45:00 PM,C,21
10/16/20 10:45:00 PM,C,20
10/16/20 11:45:00 PM,C,19.5
10/17/20 12:45:00 AM,C,19.5
10/17/20 1:45:00 AM,C,18.5
10/17/20 2:45:00 AM,C,18
10/17/20 3:45:00 AM,C,17
10/17/20 4:45:00 AM,C,16.5
10/17/20 5:45:00 AM,C,15.5
10/17/20 6:45:00 AM,C,15
10/17/20 7:45:00 AM,C,14.5
10/17/20 8:45:00 AM,C,14.5
10/17/20 9:45:00 AM,C,17.5
10/17/20 10:45:00 AM,C,21.5
10/17/20 11:45:00 AM,C,23.5
10/17/20 12:45:00 PM,C,27
10/17/20 1:45:00 PM,C,26
10/17/20 2:45:00 PM,C,28
10/17/20 3:45:00 PM,C,25
10/17/20 4:45:00 PM,C,26
10/17/20 5:45:00 PM,C,22.5
10/17/20 6:45:00 PM,C,21.5
10/17/20 7:45:00 PM,C,20.5
10/17/20 8:45:00 PM,C,20
10/17/20 9:45:00 PM,C,19
10/17/20 10:45:00 PM,C,18
10/17/20 11:45:00 PM,C,17.5
10/18/20 12:45:00 AM,C,17
10/18/20 1:45:00 AM,C,16
10/18/20 2:45:00 AM,C,15.5
10/18/20 3:45:00 AM,C,15
10/18/20 4:45:00 AM,C,14.5
10/18/20 5:45:00 AM,C,14
10/18/20 6:45:00 AM,C,13.5
10/18/20 7:45:00 AM,C,13
10/18/20 8:45:00 AM,C,13.5
10/18/20 9:45:00 AM,C,18
10/18/20 10:45:00 AM,C,22.5
10/18/20 11:45:00 AM,C,23.5
10/18/20 12:45:00 PM,C,27
10/18/20 1:45:00 PM,C,25.5
10/18/20 2:45:00 PM,C,27
10/18/20 3:45:00 PM,C,25.5
10/18/20 4:45:00 PM,C,26.5
10/18/20 5:45:00 PM,C,23
10/18/20 6:45:00 PM,C,21.5
10/18/20 7:45:00 PM,C,21
10/18/20 8:45:00 PM,C,20
10/18/20 9:45:00 PM,C,19
10/18/20 10:45:00 PM,C,18
10/18/20 11:45:00 PM,C,17.5
10/19/20 12:45:00 AM,C,17
10/19/20 1:45:00 AM,C,16.5
10/19/20 2:45:00 AM,C,15.5
10/19/20 3:45:00 AM,C,15
10/19/20 4:45:00 AM,C,14.5
10/19/20 5:45:00 AM,C,14
10/19/20 6:45:00 AM,C,13.5
10/19/20 7:45:00 AM,C,13
10/19/20 8:45:00 AM,C,13
10/19/20 9:45:00 AM,C,17
10/19/20 10:45:00 AM,C,21
10/19/20 11:45:00 AM,C,23.5
10/19/20 12:45:00 PM,C,26.5
10/19/20 1:45:00 PM,C,25
10/19/20 2:45:00 PM,C,27
10/19/20 3:45:00 PM,C,25
10/19/20 4:45:00 PM,C,26
10/19/20 5:45:00 PM,C,22.5
10/19/20 6:45:00 PM,C,21
10/19/20 7:45:00 PM,C,20.5
10/19/20 8:45:00 PM,C,19.5
10/19/20 9:45:00 PM,C,19
10/19/20 10:45:00 PM,C,18
10/19/20 11:45:00 PM,C,17
10/20/20 12:45:00 AM,C,16
10/20/20 1:45:00 AM,C,15.5
10/20/20 2:45:00 AM,C,14.5
10/20/20 3:45:00 AM,C,14
10/20/20 4:45:00 AM,C,13.5
10/20/20 5:45:00 AM,C,13
10/20/20 6:45:00 AM,C,12.5
10/20/20 7:45:00 AM,C,12.5
10/20/20 8:45:00 AM,C,12.5
10/20/20 9:45:00 AM,C,17
10/20/20 10:45:00 AM,C,21
10/20/20 11:45:00 AM,C,22.5
10/20/20 12:45:00 PM,C,26.5
10/20/20 1:45:00 PM,C,24.5
10/20/20 2:45:00 PM,C,26
10/20/20 3:45:00 PM,C,24.5
10/20/20 4:45:00 PM,C,25.5
10/20/20 5:45:00 PM,C,22
10/20/20 6:45:00 PM,C,20.5
10/20/20 7:45:00 PM,C,20
10/20/20 8:45:00 PM,C,19
10/20/20 9:45:00 PM,C,18.5
10/20/20 10:45:00 PM,C,17.5
10/20/20 11:45:00 PM,C,16.5
10/21/20 12:45:00 AM,C,16.5
10/21/20 1:45:00 AM,C,15.5
10/21/20 2:45:00 AM,C,15.5
10/21/20 3:45:00 AM,C,15
10/21/20 4:45:00 AM,C,15
10/21/20 5:45:00 AM,C,14.5
10/21/20 6:45:00 AM,C,14
10/21/20 7:45:00 AM,C,13.5
10/21/20 8:45:00 AM,C,13.5
10/21/20 9:45:00 AM,C,18
10/21/20 10:45:00 AM,C,21
10/21/20 11:45:00 AM,C,22.5
10/21/20 12:45:00 PM,C,25.5
10/21/20 1:45:00 PM,C,25
10/21/20 2:45:00 PM,C,26
10/21/20 3:45:00 PM,C,25
10/21/20 4:45:00 PM,C,26
10/21/20 5:45:00 PM,C,22.5
10/21/20 6:45:00 PM,C,21
10/21/20 7:45:00 PM,C,20.5
10/21/20 8:45:00 PM,C,19
10/21/20 9:45:00 PM,C,18.5
10/21/20 10:45:00 PM,C,17.5
10/21/20 11:45:00 PM,C,16.5
10/22/20 12:45:00 AM,C,16
10/22/20 1:45:00 AM,C,15.5
10/22/20 2:45:00 AM,C,15
10/22/20 3:45:00 AM,C,15.5
10/22/20 4:45:00 AM,C,16
10/22/20 5:45:00 AM,C,16
10/22/20 6:45:00 AM,C,16
10/22/20 7:45:00 AM,C,14
10/22/20 8:45:00 AM,C,14.5
10/22/20 9:45:00 AM,C,16.5
10/22/20 10:45:00 AM,C,18.5
10/22/20 11:45:00 AM,C,19
10/22/20 12:45:00 PM,C,22
10/22/20 1:45:00 PM,C,21.5
10/22/20 2:45:00 PM,C,23
10/22/20 3:45:00 PM,C,20.5
10/22/20 4:45:00 PM,C,21.5
10/22/20 5:45:00 PM,C,19
10/22/20 6:45:00 PM,C,18
10/22/20 7:45:00 PM,C,17.5
10/22/20 8:45:00 PM,C,16.5
10/22/20 9:45:00 PM,C,16.5
10/22/20 10:45:00 PM,C,16
10/22/20 11:45:00 PM,C,15.5
10/23/20 12:45:00 AM,C,15.5
10/23/20 1:45:00 AM,C,15
10/23/20 2:45:00 AM,C,14.5
10/23/20 3:45:00 AM,C,14
10/23/20 4:45:00 AM,C,13.5
10/23/20 5:45:00 AM,C,13
10/23/20 6:45:00 AM,C,12.5
10/23/20 7:45:00 AM,C,10
10/23/20 8:45:00 AM,C,10
10/23/20 9:45:00 AM,C,13
10/23/20 10:45:00 AM,C,16
10/23/20 11:45:00 AM,C,19
10/23/20 12:45:00 PM,C,23
10/23/20 1:45:00 PM,C,23.5
10/23/20 2:45:00 PM,C,24
10/23/20 3:45:00 PM,C,23
10/23/20 4:45:00 PM,C,22.5
10/23/20 5:45:00 PM,C,22
10/23/20 6:45:00 PM,C,20
10/23/20 7:45:00 PM,C,19
10/23/20 8:45:00 PM,C,17.5
10/23/20 9:45:00 PM,C,16
10/23/20 10:45:00 PM,C,14.5
10/23/20 11:45:00 PM,C,13.5
10/24/20 12:45:00 AM,C,12.5
10/24/20 1:45:00 AM,C,12
10/24/20 2:45:00 AM,C,11.5
10/24/20 3:45:00 AM,C,10.5
10/24/20 4:45:00 AM,C,10
10/24/20 5:45:00 AM,C,9
10/24/20 6:45:00 AM,C,8.5
10/24/20 7:45:00 AM,C,8
10/24/20 8:45:00 AM,C,8.5
10/24/20 9:45:00 AM,C,12
10/24/20 10:45:00 AM,C,16.5
10/24/20 11:45:00 AM,C,20
10/24/20 12:45:00 PM,C,22.5
10/24/20 1:45:00 PM,C,23.5
10/24/20 2:45:00 PM,C,23
10/24/20 3:45:00 PM,C,21.5
10/24/20 4:45:00 PM,C,21
10/24/20 5:45:00 PM,C,20
10/24/20 6:45:00 PM,C,18
10/24/20 7:45:00 PM,C,17
10/24/20 8:45:00 PM,C,16
10/24/20 9:45:00 PM,C,15
10/24/20 10:45:00 PM,C,14
10/24/20 11:45:00 PM,C,13.5
10/25/20 12:45:00 AM,C,13
10/25/20 1:45:00 AM,C,13
10/25/20 2:45:00 AM,C,12.5
10/25/20 3:45:00 AM,C,12
10/25/20 4:45:00 AM,C,12
10/25/20 5:45:00 AM,C,11.5
10/25/20 6:45:00 AM,C,11
10/25/20 7:45:00 AM,C,10.5
10/25/20 8:45:00 AM,C,10
10/25/20 9:45:00 AM,C,11.5
10/25/20 10:45:00 AM,C,12.5
10/25/20 11:45:00 AM,C,13.5
10/25/20 12:45:00 PM,C,17
10/25/20 1:45:00 PM,C,17.5
10/25/20 2:45:00 PM,C,17
10/25/20 3:45:00 PM,C,17
10/25/20 4:45:00 PM,C,16.5
10/25/20 5:45:00 PM,C,16
10/25/20 6:45:00 PM,C,14.5
10/25/20 7:45:00 PM,C,13.5
10/25/20 8:45:00 PM,C,13
10/25/20 9:45:00 PM,C,12.5
10/25/20 10:45:00 PM,C,11.5
10/25/20 11:45:00 PM,C,11
10/26/20 12:45:00 AM,C,10.5
10/26/20 1:45:00 AM,C,10
10/26/20 2:45:00 AM,C,9.5
10/26/20 3:45:00 AM,C,9.5
10/26/20 4:45:00 AM,C,9
10/26/20 5:45:00 AM,C,9
10/26/20 6:45:00 AM,C,8.5
10/26/20 7:45:00 AM,C,8
10/26/20 8:45:00 AM,C,9
10/26/20 9:45:00 AM,C,11
10/26/20 10:45:00 AM,C,14
10/26/20 11:45:00 AM,C,15.5
10/26/20 12:45:00 PM,C,18
10/26/20 1:45:00 PM,C,19
10/26/20 2:45:00 PM,C,19.5
10/26/20 3:45:00 PM,C,19
10/26/20 4:45:00 PM,C,19
10/26/20 5:45:00 PM,C,18.5
10/26/20 6:45:00 PM,C,17.5
10/26/20 7:45:00 PM,C,16
10/26/20 8:45:00 PM,C,15.5
10/26/20 9:45:00 PM,C,14.5
10/26/20 10:45:00 PM,C,14.5
10/26/20 11:45:00 PM,C,14
10/27/20 12:45:00 AM,C,13
10/27/20 1:45:00 AM,C,12.5
10/27/20 2:45:00 AM,C,12.5
10/27/20 3:45:00 AM,C,12
10/27/20 4:45:00 AM,C,11
10/27/20 5:45:00 AM,C,10.5
10/27/20 6:45:00 AM,C,9.5
10/27/20 7:45:00 AM,C,9
10/27/20 8:45:00 AM,C,8.5
10/27/20 9:45:00 AM,C,11.5
10/27/20 10:45:00 AM,C,15
10/27/20 11:45:00 AM,C,17
10/27/20 12:45:00 PM,C,20
10/27/20 1:45:00 PM,C,21.5
10/27/20 2:45:00 PM,C,22
10/27/20 3:45:00 PM,C,20
