1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 0A00000048509021
Is Mission Active?  false
Mission Start:  Fri Dec 11 11:27:00 PST 2020
Sample Rate:  Every 60 minute(s)
Number of Mission Samples:  1996
Total Samples:  7677
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
12/11/20 11:27:00 AM,C,10
12/11/20 12:27:00 PM,C,12
12/11/20 1:27:00 PM,C,12.5
12/11/20 2:27:00 PM,C,12
12/11/20 3:27:00 PM,C,11
12/11/20 4:27:00 PM,C,10.5
12/11/20 5:27:00 PM,C,9.5
12/11/20 6:27:00 PM,C,8.5
12/11/20 7:27:00 PM,C,8
12/11/20 8:27:00 PM,C,8
12/11/20 9:27:00 PM,C,7.5
12/11/20 10:27:00 PM,C,8
12/11/20 11:27:00 PM,C,8
12/12/20 12:27:00 AM,C,8
12/12/20 1:27:00 AM,C,8.5
12/12/20 2:27:00 AM,C,8.5
12/12/20 3:27:00 AM,C,8.5
12/12/20 4:27:00 AM,C,8.5
12/12/20 5:27:00 AM,C,9
12/12/20 6:27:00 AM,C,8.5
12/12/20 7:27:00 AM,C,8
12/12/20 8:27:00 AM,C,8
12/12/20 9:27:00 AM,C,8.5
12/12/20 10:27:00 AM,C,9
12/12/20 11:27:00 AM,C,10.5
12/12/20 12:27:00 PM,C,12.5
12/12/20 1:27:00 PM,C,12.5
12/12/20 2:27:00 PM,C,12.5
12/12/20 3:27:00 PM,C,12.5
12/12/20 4:27:00 PM,C,11.5
12/12/20 5:27:00 PM,C,10.5
12/12/20 6:27:00 PM,C,9.5
12/12/20 7:27:00 PM,C,9
12/12/20 8:27:00 PM,C,8.5
12/12/20 9:27:00 PM,C,8
12/12/20 10:27:00 PM,C,7.5
12/12/20 11:27:00 PM,C,7
12/13/20 12:27:00 AM,C,7
12/13/20 1:27:00 AM,C,7
12/13/20 2:27:00 AM,C,7
12/13/20 3:27:00 AM,C,7
12/13/20 4:27:00 AM,C,7
