1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 830000004852CF21
Is Mission Active?  true
Mission Start:  Fri Feb 19 11:02:00 PST 2021
Sample Rate:  Every 60 minute(s)
Number of Mission Samples:  1348
Total Samples:  7029
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
2/19/21 11:02:00 AM,C,12.5
2/19/21 12:02:00 PM,C,14
2/19/21 1:02:00 PM,C,15
2/19/21 2:02:00 PM,C,16.5
2/19/21 3:02:00 PM,C,18.5
2/19/21 4:02:00 PM,C,17
2/19/21 5:02:00 PM,C,16
2/19/21 6:02:00 PM,C,14
2/19/21 7:02:00 PM,C,13
2/19/21 8:02:00 PM,C,11.5
2/19/21 9:02:00 PM,C,10.5
2/19/21 10:02:00 PM,C,9.5
2/19/21 11:02:00 PM,C,9
2/20/21 12:02:00 AM,C,8.5
2/20/21 1:02:00 AM,C,8
2/20/21 2:02:00 AM,C,8
2/20/21 3:02:00 AM,C,7.5
2/20/21 4:02:00 AM,C,7
2/20/21 5:02:00 AM,C,6.5
2/20/21 6:02:00 AM,C,6
2/20/21 7:02:00 AM,C,5.5
2/20/21 8:02:00 AM,C,6
2/20/21 9:02:00 AM,C,9.5
2/20/21 10:02:00 AM,C,13
2/20/21 11:02:00 AM,C,16.5
2/20/21 12:02:00 PM,C,19
2/20/21 1:02:00 PM,C,18
2/20/21 2:02:00 PM,C,17.5
2/20/21 3:02:00 PM,C,17
2/20/21 4:02:00 PM,C,15
2/20/21 5:02:00 PM,C,14
2/20/21 6:02:00 PM,C,12.5
2/20/21 7:02:00 PM,C,11
2/20/21 8:02:00 PM,C,10
2/20/21 9:02:00 PM,C,9
2/20/21 10:02:00 PM,C,8
2/20/21 11:02:00 PM,C,7.5
2/21/21 12:02:00 AM,C,7.5
2/21/21 1:02:00 AM,C,7
2/21/21 2:02:00 AM,C,6.5
2/21/21 3:02:00 AM,C,7
2/21/21 4:02:00 AM,C,7
2/21/21 5:02:00 AM,C,7
2/21/21 6:02:00 AM,C,7
2/21/21 7:02:00 AM,C,6.5
2/21/21 8:02:00 AM,C,6.5
2/21/21 9:02:00 AM,C,9
2/21/21 10:02:00 AM,C,12
2/21/21 11:02:00 AM,C,16
2/21/21 12:02:00 PM,C,19.5
2/21/21 1:02:00 PM,C,21
2/21/21 2:02:00 PM,C,21
2/21/21 3:02:00 PM,C,19.5
2/21/21 4:02:00 PM,C,18.5
2/21/21 5:02:00 PM,C,17.5
2/21/21 6:02:00 PM,C,16
2/21/21 7:02:00 PM,C,14.5
2/21/21 8:02:00 PM,C,12.5
2/21/21 9:02:00 PM,C,12
2/21/21 10:02:00 PM,C,12.5
2/21/21 11:02:00 PM,C,12.5
2/22/21 12:02:00 AM,C,12
2/22/21 1:02:00 AM,C,10.5
