1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: BF0000004C80EC21
Is Mission Active?  false
Mission Start:  Tue May 25 14:56:00 PDT 2021
Sample Rate:  Every 60 minute(s)
Number of Mission Samples:  1917
Total Samples:  15106
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  Clock
Next Clock Alarm At:  Sun Aug 15 00:00:00 PDT 2021
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
5/25/21 2:56:00 PM,C,43
5/25/21 3:56:00 PM,C,38
5/25/21 4:56:00 PM,C,36.5
5/25/21 5:56:00 PM,C,34
5/25/21 6:56:00 PM,C,31.5
5/25/21 7:56:00 PM,C,29
5/25/21 8:56:00 PM,C,25
5/25/21 9:56:00 PM,C,22.5
5/25/21 10:56:00 PM,C,20.5
5/25/21 11:56:00 PM,C,19
5/26/21 12:56:00 AM,C,18
5/26/21 1:56:00 AM,C,16.5
5/26/21 2:56:00 AM,C,15
5/26/21 3:56:00 AM,C,14
5/26/21 4:56:00 AM,C,13.5
5/26/21 5:56:00 AM,C,13
5/26/21 6:56:00 AM,C,13.5
5/26/21 7:56:00 AM,C,19.5
5/26/21 8:56:00 AM,C,24.5
5/26/21 9:56:00 AM,C,27
5/26/21 10:56:00 AM,C,33.5
5/26/21 11:56:00 AM,C,39.5
5/26/21 12:56:00 PM,C,41.5
5/26/21 1:56:00 PM,C,45
5/26/21 2:56:00 PM,C,45
5/26/21 3:56:00 PM,C,40
5/26/21 4:56:00 PM,C,38
5/26/21 5:56:00 PM,C,36
5/26/21 6:56:00 PM,C,33.5
5/26/21 7:56:00 PM,C,31.5
5/26/21 8:56:00 PM,C,26.5
5/26/21 9:56:00 PM,C,22.5
5/26/21 10:56:00 PM,C,20
5/26/21 11:56:00 PM,C,18
5/27/21 12:56:00 AM,C,16.5
5/27/21 1:56:00 AM,C,15.5
5/27/21 2:56:00 AM,C,14
5/27/21 3:56:00 AM,C,13
5/27/21 4:56:00 AM,C,12
5/27/21 5:56:00 AM,C,11.5
5/27/21 6:56:00 AM,C,12
5/27/21 7:56:00 AM,C,18
5/27/21 8:56:00 AM,C,22.5
5/27/21 9:56:00 AM,C,26.5
5/27/21 10:56:00 AM,C,31.5
5/27/21 11:56:00 AM,C,39
5/27/21 12:56:00 PM,C,44.5
5/27/21 1:56:00 PM,C,46
5/27/21 2:56:00 PM,C,44.5
5/27/21 3:56:00 PM,C,39.5
5/27/21 4:56:00 PM,C,38
5/27/21 5:56:00 PM,C,36
5/27/21 6:56:00 PM,C,33.5
5/27/21 7:56:00 PM,C,30.5
5/27/21 8:56:00 PM,C,26
5/27/21 9:56:00 PM,C,23.5
