1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: AC00000048312C21
Is Mission Active?  true
Mission Start:  Thu Mar 04 15:04:00 PST 2021
Sample Rate:  Every 60 minute(s)
Number of Mission Samples:  1966
Total Samples:  9739
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
3/4/21 3:04:00 PM,C,21.5
3/4/21 4:04:00 PM,C,21
3/4/21 5:04:00 PM,C,19.5
3/4/21 6:04:00 PM,C,17.5
3/4/21 7:04:00 PM,C,15.5
3/4/21 8:04:00 PM,C,14
3/4/21 9:04:00 PM,C,12
3/4/21 10:04:00 PM,C,11
3/4/21 11:04:00 PM,C,10.5
3/5/21 12:04:00 AM,C,9.5
3/5/21 1:04:00 AM,C,8.5
3/5/21 2:04:00 AM,C,8
3/5/21 3:04:00 AM,C,7.5
3/5/21 4:04:00 AM,C,7
3/5/21 5:04:00 AM,C,6.5
3/5/21 6:04:00 AM,C,6
3/5/21 7:04:00 AM,C,5.5
3/5/21 8:04:00 AM,C,6
3/5/21 9:04:00 AM,C,11.5
3/5/21 10:04:00 AM,C,18
3/5/21 11:04:00 AM,C,18.5
3/5/21 12:04:00 PM,C,24.5
3/5/21 1:04:00 PM,C,26
3/5/21 2:04:00 PM,C,25
3/5/21 3:04:00 PM,C,24.5
3/5/21 4:04:00 PM,C,22
3/5/21 5:04:00 PM,C,20
3/5/21 6:04:00 PM,C,17.5
3/5/21 7:04:00 PM,C,15.5
3/5/21 8:04:00 PM,C,14
3/5/21 9:04:00 PM,C,13
3/5/21 10:04:00 PM,C,12
3/5/21 11:04:00 PM,C,11.5
3/6/21 12:04:00 AM,C,11.5
3/6/21 1:04:00 AM,C,10.5
3/6/21 2:04:00 AM,C,9.5
3/6/21 3:04:00 AM,C,8.5
3/6/21 4:04:00 AM,C,8
3/6/21 5:04:00 AM,C,7.5
3/6/21 6:04:00 AM,C,7
3/6/21 7:04:00 AM,C,6.5
3/6/21 8:04:00 AM,C,7.5
3/6/21 9:04:00 AM,C,11
3/6/21 10:04:00 AM,C,15.5
3/6/21 11:04:00 AM,C,16
3/6/21 12:04:00 PM,C,23
3/6/21 1:04:00 PM,C,24
3/6/21 2:04:00 PM,C,22.5
3/6/21 3:04:00 PM,C,22.5
3/6/21 4:04:00 PM,C,19.5
3/6/21 5:04:00 PM,C,17.5
3/6/21 6:04:00 PM,C,16
3/6/21 7:04:00 PM,C,13.5
3/6/21 8:04:00 PM,C,12
3/6/21 9:04:00 PM,C,11
3/6/21 10:04:00 PM,C,10
3/6/21 11:04:00 PM,C,9
3/7/21 12:04:00 AM,C,8.5
