"","Cohort","Block","Position","Pop","Rep","germdate","Notes","plantdate","germjul","plantjul","days2germ","plantSep","germSep","days2germ2","planted","germinated","mean.Temp","mean.Min.Temp","mean.Max.Temp","Topt"
"1812",4,1,"A_12","CAAN2",2,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,30.49216534
"1813",4,1,"A_13","CAAN2",15,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,30.49216534
"1814",4,1,"A_14","STDR2",4,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,26.75027797
"1815",4,1,"A_15","STTO-BH",1,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,21.4389966
"1816",4,1,"A_16","CAAN1",1,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,22.29586622
"1817",4,1,"A_17","CAAN1",4,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,22.29586622
"1818",4,1,"A_18","CAAN1",5,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,22.29586622
"1819",4,1,"A_19","CAAM-GB",14,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,12.17705163
"1820",4,1,"A_20","CAAM-GB",4,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,12.17705163
"1821",4,1,"B_01","STGL1",3,2020-11-06,"",2020-10-30,311,304,7,59,66,7,1,1,14.1468982630273,7.5625,22.375,25.95117404
"1822",4,1,"B_02","STDR2",16,2020-11-09,"",2020-10-30,314,304,10,59,69,10,1,1,12.8094050587816,6.86363636363636,20.8636363636364,26.75027797
"1823",4,1,"B_03","STIN",3,2020-11-06,"",2020-10-30,311,304,7,59,66,7,1,1,14.1468982630273,7.5625,22.375,25.92210573
"1824",4,1,"B_04","STDR2",1,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,26.75027797
"1825",4,1,"B_05","STTO-BH",13,2020-11-05,"",2020-10-30,310,304,6,59,65,6,1,1,14.3378069674472,7.42857142857143,22.7857142857143,21.4389966
"1826",4,1,"B_06","STBR3",5,2020-11-10,"",2020-10-30,315,304,11,59,70,11,1,1,12.4426896776294,6.29166666666667,20.6666666666667,36.4851957
"1827",4,1,"B_07","STIN",12,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,25.92210573
"1828",4,1,"B_08","CAIN3",10,2020-11-05,"",2020-10-30,310,304,6,59,65,6,1,1,14.3378069674472,7.42857142857143,22.7857142857143,30.61272267
"1829",4,1,"B_09","STPO1",1,2020-11-06,"",2020-10-30,311,304,7,59,66,7,1,1,14.1468982630273,7.5625,22.375,21.46575374
"1830",4,1,"B_10","CAAM-GB",6,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,12.17705163
"1831",4,1,"B_11","STGL1",9,2020-11-06,"",2020-10-30,311,304,7,59,66,7,1,1,14.1468982630273,7.5625,22.375,25.95117404
"1832",4,1,"B_12","CAIN3",14,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,30.61272267
"1833",4,1,"B_13","STTO-BH",14,2020-11-04,"",2020-10-30,309,304,5,59,64,5,1,1,14.0917955615333,7.25,22.5,21.4389966
"1834",4,1,"B_14","CAAN1",11,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,22.29586622
"1835",4,1,"B_15","STGL1",11,2020-11-07,"",2020-10-30,312,304,8,59,67,8,1,1,13.8266783677051,7.5,21.9444444444444,25.95117404
"1836",4,1,"B_16","CAIN4",3,2020-11-05,"2 seeds planted ",2020-10-30,310,304,6,59,65,6,1,1,14.3378069674472,7.42857142857143,22.7857142857143,36.46572848
"1837",4,1,"B_17","CAAM-GB",12,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,12.17705163
"1838",4,1,"B_18","STDI",6,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,29.11518968
"1839",4,1,"B_19","CAIN3",4,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,30.61272267
"1840",4,1,"B_20","STDI",5,2020-11-04,"",2020-10-30,309,304,5,59,64,5,1,1,14.0917955615333,7.25,22.5,29.11518968
"1841",4,1,"C_01","CAAN1",14,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,22.29586622
"1842",4,1,"C_02","STBR3",11,2020-11-06,"",2020-10-30,311,304,7,59,66,7,1,1,14.1468982630273,7.5625,22.375,36.4851957
"1843",4,1,"C_03","STDI",10,2020-11-04,"",2020-10-30,309,304,5,59,64,5,1,1,14.0917955615333,7.25,22.5,29.11518968
"1844",4,1,"C_04","STDI",16,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,29.11518968
"1845",4,1,"C_05","STGL1",1,2020-11-06,"",2020-10-30,311,304,7,59,66,7,1,1,14.1468982630273,7.5625,22.375,25.95117404
"1846",4,1,"C_06","STPO1",9,2020-11-04,"",2020-10-30,309,304,5,59,64,5,1,1,14.0917955615333,7.25,22.5,21.46575374
"1847",4,1,"C_07","CAAN1",16,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,22.29586622
"1848",4,1,"C_08","CAIN3",16,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,30.61272267
"1849",4,1,"C_09","CAAN2",14,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,30.49216534
"1850",4,1,"C_10","CAAN2",16,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,30.49216534
"1851",4,1,"C_11","STTO-BH",6,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,21.4389966
"1852",4,1,"C_12","CAAM-GB",13,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,12.17705163
"1853",4,1,"C_13","STGL1",14,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,25.95117404
"1854",4,1,"C_14","CAIN3",1,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,30.61272267
"1855",4,1,"C_15","STPO1",12,2020-11-07,"",2020-10-30,312,304,8,59,67,8,1,1,13.8266783677051,7.5,21.9444444444444,21.46575374
"1856",4,1,"C_16","CAAN2",6,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,30.49216534
"1857",4,1,"C_17","CAAN2",8,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,30.49216534
"1858",4,1,"C_18","CAAM-GB",5,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,12.17705163
"1859",4,1,"C_19","STDR2",11,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,26.75027797
"1860",4,1,"C_20","CAAN2",4,2020-11-07,"",2020-10-30,312,304,8,59,67,8,1,1,13.8266783677051,7.5,21.9444444444444,30.49216534
"1861",4,1,"D_01","CAAM-GB",2,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,12.17705163
"1862",4,1,"D_02","STDR2",9,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,26.75027797
"1863",4,1,"D_03","CAAM-GB",9,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,12.17705163
"1864",4,1,"D_04","CAAN1",12,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,22.29586622
"1865",4,1,"D_05","CAIN4",6,2020-11-07,"",2020-10-30,312,304,8,59,67,8,1,1,13.8266783677051,7.5,21.9444444444444,36.46572848
"1866",4,1,"D_06","STPO1",2,2020-11-05,"",2020-10-30,310,304,6,59,65,6,1,1,14.3378069674472,7.42857142857143,22.7857142857143,21.46575374
"1867",4,1,"D_07","CAAN1",7,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,22.29586622
"1868",4,1,"D_08","STIN",14,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,25.92210573
"1869",4,1,"D_09","STTO-BH",5,2020-11-04,"",2020-10-30,309,304,5,59,64,5,1,1,14.0917955615333,7.25,22.5,21.4389966
"1870",4,1,"D_10","STDI",3,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,29.11518968
"1871",4,1,"D_11","CAIN3",5,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,30.61272267
"1872",4,1,"D_12","STGL1",7,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,25.95117404
"1873",4,1,"D_13","STTO-BH",7,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,21.4389966
"1874",4,1,"D_14","STPO1",11,2020-11-05,"",2020-10-30,310,304,6,59,65,6,1,1,14.3378069674472,7.42857142857143,22.7857142857143,21.46575374
"1875",4,1,"D_15","STDR2",10,2020-11-11,"",2020-10-30,316,304,12,59,71,12,1,1,12.2064467766117,6.23076923076923,20.3076923076923,26.75027797
"1876",4,1,"D_16","STGL1",6,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,25.95117404
"1877",4,1,"D_17","CAAN2",7,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,30.49216534
"1878",4,1,"D_18","STBR3",16,2020-11-06,"",2020-10-30,311,304,7,59,66,7,1,1,14.1468982630273,7.5625,22.375,36.4851957
"1879",4,1,"D_19","STDR2",14,2020-11-10,"",2020-10-30,315,304,11,59,70,11,1,1,12.4426896776294,6.29166666666667,20.6666666666667,26.75027797
"1880",4,1,"D_20","CAIN3",6,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,30.61272267
"1881",4,1,"E_01","CAAM-GB",11,2020-11-09,"",2020-10-30,314,304,10,59,69,10,1,1,12.8094050587816,6.86363636363636,20.8636363636364,12.17705163
"1882",4,1,"E_02","CAIN3",9,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,30.61272267
"1883",4,1,"E_03","CACO1",1,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,25.45463261
"1884",4,1,"E_04","blank",2,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,NA
"1885",4,1,"E_05","CAIN4",12,2020-11-04,"",2020-10-30,309,304,5,59,64,5,1,1,14.0917955615333,7.25,22.5,36.46572848
"1886",4,1,"E_06","STDI",9,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,29.11518968
"1887",4,1,"E_07","STBR3",7,2020-11-08,"",2020-10-30,313,304,9,59,68,9,1,1,13.3230436492332,7.2,21.4,36.4851957
"1888",4,1,"E_08","STGL1",10,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,25.95117404
"1889",4,1,"E_09","blank",1,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,NA
"1890",4,1,"E_10","STGL1",16,2020-11-11,"",2020-10-30,316,304,12,59,71,12,1,1,12.2064467766117,6.23076923076923,20.3076923076923,25.95117404
"1891",4,1,"E_11","STDR2",15,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,26.75027797
"1892",4,1,"E_12","STBR3",10,2020-11-06,"",2020-10-30,311,304,7,59,66,7,1,1,14.1468982630273,7.5625,22.375,36.4851957
"1893",4,1,"E_13","CAIN3",8,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,30.61272267
"1894",4,1,"E_14","STTO-BH",3,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,21.4389966
"1895",4,1,"E_15","STDR2",13,2020-11-06,"",2020-10-30,311,304,7,59,66,7,1,1,14.1468982630273,7.5625,22.375,26.75027797
"1896",4,1,"E_16","CAIN4",1,2020-11-05,"2 seeds planted ",2020-10-30,310,304,6,59,65,6,1,1,14.3378069674472,7.42857142857143,22.7857142857143,36.46572848
"1897",4,1,"E_17","STBR3",13,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,36.4851957
"1898",4,1,"E_18","CAIN3",15,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,30.61272267
"1899",4,1,"E_19","CAAM-GB",1,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,12.17705163
"1900",4,1,"E_20","CAAN1",15,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,22.29586622
"1901",4,1,"F_01","STPO1",7,2020-11-05,"",2020-10-30,310,304,6,59,65,6,1,1,14.3378069674472,7.42857142857143,22.7857142857143,21.46575374
"1902",4,1,"F_02","CACO1",2,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,25.45463261
"1903",4,1,"F_03","STPO1",5,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,21.46575374
"1904",4,1,"F_04","CAAM-GB",7,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,12.17705163
"1905",4,1,"F_05","STDR2",3,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,26.75027797
"1906",4,1,"F_06","STDI",13,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,29.11518968
"1907",4,1,"F_07","STDI",15,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,29.11518968
"1908",4,1,"F_08","STIN",11,2020-11-06,"",2020-10-30,311,304,7,59,66,7,1,1,14.1468982630273,7.5625,22.375,25.92210573
"1909",4,1,"F_09","STIN",4,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,25.92210573
"1910",4,1,"F_10","STIN",13,2020-11-19,"",2020-10-30,324,304,20,59,79,20,1,1,11.9597633136095,6.28571428571429,19.8095238095238,25.92210573
"1911",4,1,"F_11","blank",4,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,NA
"1912",4,1,"F_12","CAIN3",12,2020-11-05,"",2020-10-30,310,304,6,59,65,6,1,1,14.3378069674472,7.42857142857143,22.7857142857143,30.61272267
"1913",4,1,"F_13","STGL1",15,2020-11-06,"",2020-10-30,311,304,7,59,66,7,1,1,14.1468982630273,7.5625,22.375,25.95117404
"1914",4,1,"F_14","STDR2",5,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,26.75027797
"1915",4,1,"F_15","CAAN2",11,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,30.49216534
"1916",4,1,"F_16","STPO1",15,2020-11-05,"",2020-10-30,310,304,6,59,65,6,1,1,14.3378069674472,7.42857142857143,22.7857142857143,21.46575374
"1917",4,1,"F_17","STPO1",3,2020-11-22,"",2020-10-30,327,304,23,59,82,23,1,1,11.6129568106312,5.8125,19.8541666666667,21.46575374
"1918",4,1,"F_18","STGL1",8,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,25.95117404
"1919",4,1,"F_19","CAIN4",5,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,36.46572848
"1920",4,1,"F_20","STDI",11,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,29.11518968
"1921",4,1,"G_01","CAIN4",9,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,36.46572848
"1922",4,1,"G_02","STDI",4,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,29.11518968
"1923",4,1,"G_03","CAAN1",6,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,22.29586622
"1924",4,1,"G_04","CAAM-GB",8,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,12.17705163
"1925",4,1,"G_05","STDI",8,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,29.11518968
"1926",4,1,"G_06","CAAN1",10,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,22.29586622
"1927",4,1,"G_07","CAIN4",10,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,36.46572848
"1928",4,1,"G_08","STBR3",3,2020-11-06,"",2020-10-30,311,304,7,59,66,7,1,1,14.1468982630273,7.5625,22.375,36.4851957
"1929",4,1,"G_09","CAAM-GB",10,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,12.17705163
"1930",4,1,"G_10","CAAM-GB",3,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,12.17705163
"1931",4,1,"G_11","STPO1",14,2020-11-05,"",2020-10-30,310,304,6,59,65,6,1,1,14.3378069674472,7.42857142857143,22.7857142857143,21.46575374
"1932",4,1,"G_12","STBR3",9,2020-11-08,"",2020-10-30,313,304,9,59,68,9,1,1,13.3230436492332,7.2,21.4,36.4851957
"1933",4,1,"G_13","CAIN3",11,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,30.61272267
"1934",4,1,"G_14","STBR3",2,2020-11-06,"",2020-10-30,311,304,7,59,66,7,1,1,14.1468982630273,7.5625,22.375,36.4851957
"1935",4,1,"G_15","CAAN2",3,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,30.49216534
"1936",4,1,"G_16","STDR2",2,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,26.75027797
"1937",4,1,"G_17","STTO-BH",4,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,21.4389966
"1938",4,1,"G_18","CAAN1",8,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,22.29586622
"1939",4,1,"G_19","STTO-BH",15,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,21.4389966
"1940",4,1,"G_20","STDI",2,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,29.11518968
"1941",4,1,"H_01","STTO-BH",8,2020-11-05,"",2020-10-30,310,304,6,59,65,6,1,1,14.3378069674472,7.42857142857143,22.7857142857143,21.4389966
"1942",4,1,"H_02","CAAM-GB",16,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,12.17705163
"1943",4,1,"H_03","CAIN4",11,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,36.46572848
"1944",4,1,"H_04","STDI",12,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,29.11518968
"1945",4,1,"H_05","CACO1",4,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,25.45463261
"1946",4,1,"H_06","STGL1",13,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,25.95117404
"1947",4,1,"H_07","STIN",16,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,25.92210573
"1948",4,1,"H_08","CAAN2",9,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,30.49216534
"1949",4,1,"H_09","STDI",14,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,29.11518968
"1950",4,1,"H_10","CAIN3",13,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,30.61272267
"1951",4,1,"H_11","CAAN2",12,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,30.49216534
"1952",4,1,"H_12","STBR3",15,2020-11-08,"",2020-10-30,313,304,9,59,68,9,1,1,13.3230436492332,7.2,21.4,36.4851957
"1953",4,1,"H_13","CAIN3",3,2020-11-05,"",2020-10-30,310,304,6,59,65,6,1,1,14.3378069674472,7.42857142857143,22.7857142857143,30.61272267
"1954",4,1,"H_14","blank",3,NA,"iButton in this blank",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,NA
"1955",4,1,"H_15","STIN",9,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,25.92210573
"1956",4,1,"H_16","STTO-BH",10,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,21.4389966
"1957",4,1,"H_17","CAAN2",13,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,30.49216534
"1958",4,1,"H_18","STPO1",13,2020-11-05,"",2020-10-30,310,304,6,59,65,6,1,1,14.3378069674472,7.42857142857143,22.7857142857143,21.46575374
"1959",4,1,"H_19","CACO1",3,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,25.45463261
"1960",4,1,"H_20","CAAN1",9,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,22.29586622
"1961",4,1,"I_01","STGL1",4,2020-11-11,"",2020-10-30,316,304,12,59,71,12,1,1,12.2064467766117,6.23076923076923,20.3076923076923,25.95117404
"1962",4,1,"I_02","CAAN2",10,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,30.49216534
"1963",4,1,"I_03","CAIN3",2,2020-11-06,"",2020-10-30,311,304,7,59,66,7,1,1,14.1468982630273,7.5625,22.375,30.61272267
"1964",4,1,"I_04","CAAN2",5,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,30.49216534
"1965",4,1,"I_05","STGL1",2,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,25.95117404
"1966",4,1,"I_06","STTO-BH",16,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,21.4389966
"1967",4,1,"I_07","STBR3",6,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,36.4851957
"1968",4,1,"I_08","CAIN3",7,2020-11-05,"",2020-10-30,310,304,6,59,65,6,1,1,14.3378069674472,7.42857142857143,22.7857142857143,30.61272267
"1969",4,1,"I_09","STPO1",16,2020-11-05,"",2020-10-30,310,304,6,59,65,6,1,1,14.3378069674472,7.42857142857143,22.7857142857143,21.46575374
"1970",4,1,"I_10","CAIN4",16,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,36.46572848
"1971",4,1,"I_11","CAIN4",2,NA,"2 seeds planted ",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,36.46572848
"1972",4,1,"I_12","STIN",10,2020-11-05,"",2020-10-30,310,304,6,59,65,6,1,1,14.3378069674472,7.42857142857143,22.7857142857143,25.92210573
"1973",4,1,"I_13","STBR3",12,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,36.4851957
"1974",4,1,"I_14","STGL1",12,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,25.95117404
"1975",4,1,"I_15","STDI",7,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,29.11518968
"1976",4,1,"I_16","STTO-BH",2,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,21.4389966
"1977",4,1,"I_17","STDI",1,2020-11-04,"",2020-10-30,309,304,5,59,64,5,1,1,14.0917955615333,7.25,22.5,29.11518968
"1978",4,1,"I_18","CAIN4",13,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,36.46572848
"1979",4,1,"I_19","STDR2",6,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,26.75027797
"1980",4,1,"I_20","CAIN4",7,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,36.46572848
"1981",4,1,"J_01","STTO-BH",9,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,21.4389966
"1982",4,1,"J_02","CAIN4",15,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,36.46572848
"1983",4,1,"J_03","STPO1",6,2020-11-05,"",2020-10-30,310,304,6,59,65,6,1,1,14.3378069674472,7.42857142857143,22.7857142857143,21.46575374
"1984",4,1,"J_04","STIN",6,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,25.92210573
"1985",4,1,"J_05","CAAN1",2,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,22.29586622
"1986",4,1,"J_06","STIN",8,2020-11-06,"",2020-10-30,311,304,7,59,66,7,1,1,14.1468982630273,7.5625,22.375,25.92210573
"1987",4,1,"J_07","STDR2",8,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,26.75027797
"1988",4,1,"J_08","STBR3",4,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,36.4851957
"1989",4,1,"J_09","STIN",2,2020-11-05,"",2020-10-30,310,304,6,59,65,6,1,1,14.3378069674472,7.42857142857143,22.7857142857143,25.92210573
"1990",4,1,"J_10","CAIN4",4,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,36.46572848
"1991",4,1,"J_11","CAAN1",13,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,22.29586622
"1992",4,1,"J_12","STPO1",4,2020-11-05,"",2020-10-30,310,304,6,59,65,6,1,1,14.3378069674472,7.42857142857143,22.7857142857143,21.46575374
"1993",4,1,"J_13","CAAM-GB",15,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,12.17705163
"1994",4,1,"J_14","STIN",5,2020-11-11,"",2020-10-30,316,304,12,59,71,12,1,1,12.2064467766117,6.23076923076923,20.3076923076923,25.92210573
"1995",4,1,"J_15","CAAN1",3,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,22.29586622
"1996",4,1,"J_16","STBR3",1,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,36.4851957
"1997",4,1,"J_17","STIN",1,2020-11-11,"",2020-10-30,316,304,12,59,71,12,1,1,12.2064467766117,6.23076923076923,20.3076923076923,25.92210573
"1998",4,1,"J_18","STDR2",12,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,26.75027797
"1999",4,1,"J_19","STPO1",10,2020-11-10,"",2020-10-30,315,304,11,59,70,11,1,1,12.4426896776294,6.29166666666667,20.6666666666667,21.46575374
"2000",4,1,"J_20","CAAN2",1,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,30.49216534
"2001",4,2,"A_01","CAAM-GB",3,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,12.17705163
"2002",4,2,"A_02","CAAM-GB",13,2020-11-06,"",2020-10-30,311,304,7,59,66,7,1,1,14.1468982630273,7.5625,22.375,12.17705163
"2003",4,2,"A_03","STPO1",6,2020-11-05,"",2020-10-30,310,304,6,59,65,6,1,1,14.3378069674472,7.42857142857143,22.7857142857143,21.46575374
"2004",4,2,"A_04","CAAN2",10,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,30.49216534
"2005",4,2,"A_05","CACO1",3,NA,"",2020-10-30,NA,304,NA,59,NA,NA,1,0,NA,NA,NA,25.45463261
