"","Cohort","Block","Position","Pop","Rep","germdate","Notes","plantdate","germjul","plantjul","days2germ","plantSep","germSep","days2germ2","planted","germinated","mean.Temp","mean.Min.Temp","mean.Max.Temp","Topt"
"621",2,1,"B_01","CAIN4",7,2020-10-12,"growing behind tag",2020-10-02,286,276,10,31,41,10,1,1,18.5661764705882,12.5454545454545,27.1363636363636,36.46572848
"622",2,1,"B_02","STIN",9,2020-10-08,"",2020-10-02,282,276,6,31,37,6,1,1,19.3298816568047,13.3571428571429,27.6428571428571,25.92210573
"623",2,1,"B_03","CAAM-GB",12,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,12.17705163
"624",2,1,"B_04","CAAN2",13,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,30.49216534
"625",2,1,"B_05","STDR2",11,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,26.75027797
"626",2,1,"B_06","CAAN1",12,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,22.29586622
"627",2,1,"B_07","STDR2",6,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,26.75027797
"628",2,1,"B_08","STTO-BH",6,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,21.4389966
"629",2,1,"B_09","STDR2",16,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,26.75027797
"630",2,1,"B_10","CAIN3",7,2020-10-08,"",2020-10-02,282,276,6,31,37,6,1,1,19.3298816568047,13.3571428571429,27.6428571428571,30.61272267
"631",2,1,"B_11","CAIN4",12,2020-10-08,"",2020-10-02,282,276,6,31,37,6,1,1,19.3298816568047,13.3571428571429,27.6428571428571,36.46572848
"632",2,1,"B_12","CACO1",2,2020-10-06,"",2020-10-02,280,276,4,31,35,4,1,1,20.3589449541284,13.8,28.5,25.45463261
"633",2,1,"B_13","CAAN1",9,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,22.29586622
"634",2,1,"B_14","STTO-BH",2,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,21.4389966
"635",2,1,"B_15","STIN",6,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,25.92210573
"636",2,1,"B_16","STGL1",12,2020-10-07,"",2020-10-02,281,276,5,31,36,5,1,1,19.9505395683453,13.5833333333333,28.3333333333333,25.95117404
"637",2,1,"B_17","STPO1",1,2020-10-07,"",2020-10-02,281,276,5,31,36,5,1,1,19.9505395683453,13.5833333333333,28.3333333333333,21.46575374
"638",2,1,"B_18","STPO1",3,2020-10-06,"",2020-10-02,280,276,4,31,35,4,1,1,20.3589449541284,13.8,28.5,21.46575374
"639",2,1,"B_19","CAAN2",3,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,30.49216534
"640",2,1,"B_20","STDI",15,2020-10-05,"",2020-10-02,279,276,3,31,34,3,1,1,20.868670886076,14.5,28.75,29.11518968
"641",2,1,"C_01","CAAN1",11,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,22.29586622
"642",2,1,"C_02","STBR3",14,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,36.4851957
"643",2,1,"C_03","CAIN3",13,2020-10-08,"",2020-10-02,282,276,6,31,37,6,1,1,19.3298816568047,13.3571428571429,27.6428571428571,30.61272267
"644",2,1,"C_04","STIN",13,2020-10-07,"",2020-10-02,281,276,5,31,36,5,1,1,19.9505395683453,13.5833333333333,28.3333333333333,25.92210573
"645",2,1,"C_05","STBR3",15,2020-10-10,"",2020-10-02,284,276,8,31,39,8,1,1,18.7276200873362,12.8333333333333,27,36.4851957
"646",2,1,"C_06","STGL1",10,2020-10-08,"",2020-10-02,282,276,6,31,37,6,1,1,19.3298816568047,13.3571428571429,27.6428571428571,25.95117404
"647",2,1,"C_07","STDR2",7,2020-10-07,"",2020-10-02,281,276,5,31,36,5,1,1,19.9505395683453,13.5833333333333,28.3333333333333,26.75027797
"648",2,1,"C_08","CAAM-GB",4,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,12.17705163
"649",2,1,"C_09","CAAM-GB",14,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,12.17705163
"650",2,1,"C_10","STBR3",16,2020-10-09,"",2020-10-02,283,276,7,31,38,7,1,1,18.78391959799,12.875,27,36.4851957
"651",2,1,"C_11","CAIN4",5,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,36.46572848
"652",2,1,"C_12","STPO1",2,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,21.46575374
"653",2,1,"C_13","STDR2",12,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,26.75027797
"654",2,1,"C_14","CAIN3",3,2020-10-09,"",2020-10-02,283,276,7,31,38,7,1,1,18.78391959799,12.875,27,30.61272267
"655",2,1,"C_15","STIN",4,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,25.92210573
"656",2,1,"C_16","STGL1",16,2020-10-08,"",2020-10-02,282,276,6,31,37,6,1,1,19.3298816568047,13.3571428571429,27.6428571428571,25.95117404
"657",2,1,"C_17","CAAN2",4,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,30.49216534
"658",2,1,"C_18","STIN",10,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,25.92210573
"659",2,1,"C_19","CAAN2",11,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,30.49216534
"660",2,1,"C_20","STPO1",15,2020-10-06,"",2020-10-02,280,276,4,31,35,4,1,1,20.3589449541284,13.8,28.5,21.46575374
"661",2,1,"D_01","STGL1",2,2020-10-11,"",2020-10-02,285,276,9,31,40,9,1,1,18.6047297297297,12.75,26.9,25.95117404
"662",2,1,"D_02","STBR3",9,2020-10-28,"",2020-10-02,302,276,26,31,57,26,1,1,17.5901763224181,11.537037037037,26.5185185185185,36.4851957
"663",2,1,"D_03","STBR3",4,2020-10-08,"",2020-10-02,282,276,6,31,37,6,1,1,19.3298816568047,13.3571428571429,27.6428571428571,36.4851957
"664",2,1,"D_04","blank",3,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,NA
"665",2,1,"D_05","STPO1",4,2020-10-11,"",2020-10-02,285,276,9,31,40,9,1,1,18.6047297297297,12.75,26.9,21.46575374
"666",2,1,"D_06","CAAM-GB",11,2020-10-24,"",2020-10-02,298,276,22,31,53,22,1,1,18.6672392254841,12.3695652173913,27.4565217391304,12.17705163
"667",2,1,"D_07","CAIN4",6,2020-10-08,"",2020-10-02,282,276,6,31,37,6,1,1,19.3298816568047,13.3571428571429,27.6428571428571,36.46572848
"668",2,1,"D_08","STPO1",8,2020-10-10,"",2020-10-02,284,276,8,31,39,8,1,1,18.7276200873362,12.8333333333333,27,21.46575374
"669",2,1,"D_09","STTO-BH",13,2020-10-05,"",2020-10-02,279,276,3,31,34,3,1,1,20.868670886076,14.5,28.75,21.4389966
"670",2,1,"D_10","blank",1,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,NA
"671",2,1,"D_11","CAAN1",16,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,22.29586622
"672",2,1,"D_12","STIN",15,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,25.92210573
"673",2,1,"D_13","STDI",9,2020-10-05,"",2020-10-02,279,276,3,31,34,3,1,1,20.868670886076,14.5,28.75,29.11518968
"674",2,1,"D_14","CAAM-GB",6,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,12.17705163
"675",2,1,"D_15","STBR3",10,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,36.4851957
"676",2,1,"D_16","CAAN1",15,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,22.29586622
"677",2,1,"D_17","CAIN4",9,2020-10-06,"",2020-10-02,280,276,4,31,35,4,1,1,20.3589449541284,13.8,28.5,36.46572848
"678",2,1,"D_18","STTO-BH",16,2020-10-05,"",2020-10-02,279,276,3,31,34,3,1,1,20.868670886076,14.5,28.75,21.4389966
"679",2,1,"D_19","CAIN3",15,2020-10-08,"",2020-10-02,282,276,6,31,37,6,1,1,19.3298816568047,13.3571428571429,27.6428571428571,30.61272267
"680",2,1,"D_20","CAAN1",4,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,22.29586622
"681",2,1,"E_01","STGL1",14,2020-10-08,"",2020-10-02,282,276,6,31,37,6,1,1,19.3298816568047,13.3571428571429,27.6428571428571,25.95117404
"682",2,1,"E_02","STGL1",1,2020-10-07,"",2020-10-02,281,276,5,31,36,5,1,1,19.9505395683453,13.5833333333333,28.3333333333333,25.95117404
"683",2,1,"E_03","STDI",8,2020-10-05,"",2020-10-02,279,276,3,31,34,3,1,1,20.868670886076,14.5,28.75,29.11518968
"684",2,1,"E_04","CAIN4",13,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,36.46572848
"685",2,1,"E_05","CACO1",3,2020-10-06,"",2020-10-02,280,276,4,31,35,4,1,1,20.3589449541284,13.8,28.5,25.45463261
"686",2,1,"E_06","STIN",2,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,25.92210573
"687",2,1,"E_07","STPO1",6,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,21.46575374
"688",2,1,"E_08","STDI",5,2020-10-05,"",2020-10-02,279,276,3,31,34,3,1,1,20.868670886076,14.5,28.75,29.11518968
"689",2,1,"E_09","STDR2",9,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,26.75027797
"690",2,1,"E_10","STTO-BH",7,2020-10-06,"",2020-10-02,280,276,4,31,35,4,1,1,20.3589449541284,13.8,28.5,21.4389966
"691",2,1,"E_11","CAIN4",11,2020-10-06,"",2020-10-02,280,276,4,31,35,4,1,1,20.3589449541284,13.8,28.5,36.46572848
"692",2,1,"E_12","CAIN4",15,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,36.46572848
"693",2,1,"E_13","STDR2",8,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,26.75027797
"694",2,1,"E_14","CAIN3",11,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,30.61272267
"695",2,1,"E_15","STBR3",1,2020-10-09,"may have planted 2 seeds",2020-10-02,283,276,7,31,38,7,1,1,18.78391959799,12.875,27,36.4851957
"696",2,1,"E_16","STDR2",3,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,26.75027797
"697",2,1,"E_17","STTO-BH",9,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,21.4389966
"698",2,1,"E_18","CAAN2",9,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,30.49216534
"699",2,1,"E_19","CAIN3",9,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,30.61272267
"700",2,1,"E_20","CAAN2",16,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,30.49216534
"701",2,1,"F_01","CAIN3",5,2020-10-07,"",2020-10-02,281,276,5,31,36,5,1,1,19.9505395683453,13.5833333333333,28.3333333333333,30.61272267
"702",2,1,"F_02","STDR2",2,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,26.75027797
"703",2,1,"F_03","STDI",7,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,29.11518968
"704",2,1,"F_04","CAIN4",2,2020-10-08,"",2020-10-02,282,276,6,31,37,6,1,1,19.3298816568047,13.3571428571429,27.6428571428571,36.46572848
"705",2,1,"F_05","CAAN2",1,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,30.49216534
"706",2,1,"F_06","STDI",6,2020-10-05,"",2020-10-02,279,276,3,31,34,3,1,1,20.868670886076,14.5,28.75,29.11518968
"707",2,1,"F_07","STGL1",5,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,25.95117404
"708",2,1,"F_08","CACO1",4,NA,"small seed",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,25.45463261
"709",2,1,"F_09","CAIN3",4,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,30.61272267
"710",2,1,"F_10","CAAM-GB",5,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,12.17705163
"711",2,1,"F_11","CAAN1",13,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,22.29586622
"712",2,1,"F_12","CAAM-GB",7,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,12.17705163
"713",2,1,"F_13","CAAN1",6,2020-10-06,"",2020-10-02,280,276,4,31,35,4,1,1,20.3589449541284,13.8,28.5,22.29586622
"714",2,1,"F_14","STDI",14,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,29.11518968
"715",2,1,"F_15","STBR3",3,2020-10-08,"",2020-10-02,282,276,6,31,37,6,1,1,19.3298816568047,13.3571428571429,27.6428571428571,36.4851957
"716",2,1,"F_16","STDI",11,2020-10-05,"",2020-10-02,279,276,3,31,34,3,1,1,20.868670886076,14.5,28.75,29.11518968
"717",2,1,"F_17","STPO1",14,2020-10-06,"",2020-10-02,280,276,4,31,35,4,1,1,20.3589449541284,13.8,28.5,21.46575374
"718",2,1,"F_18","STPO1",16,2020-10-06,"",2020-10-02,280,276,4,31,35,4,1,1,20.3589449541284,13.8,28.5,21.46575374
"719",2,1,"F_19","STGL1",6,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,25.95117404
"720",2,1,"F_20","CAAM-GB",8,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,12.17705163
"721",2,1,"G_01","STGL1",11,2020-10-28,"",2020-10-02,302,276,26,31,57,26,1,1,17.5901763224181,11.537037037037,26.5185185185185,25.95117404
"722",2,1,"G_02","STTO-BH",5,2020-10-05,"",2020-10-02,279,276,3,31,34,3,1,1,20.868670886076,14.5,28.75,21.4389966
"723",2,1,"G_03","CAIN3",1,2020-10-06,"",2020-10-02,280,276,4,31,35,4,1,1,20.3589449541284,13.8,28.5,30.61272267
"724",2,1,"G_04","CAAM-GB",13,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,12.17705163
"725",2,1,"G_05","STPO1",5,2020-10-11,"",2020-10-02,285,276,9,31,40,9,1,1,18.6047297297297,12.75,26.9,21.46575374
"726",2,1,"G_06","CAAN2",12,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,30.49216534
"727",2,1,"G_07","STTO-BH",12,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,21.4389966
"728",2,1,"G_08","CAAM-GB",1,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,12.17705163
"729",2,1,"G_09","STIN",12,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,25.92210573
"730",2,1,"G_10","STTO-BH",11,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,21.4389966
"731",2,1,"G_11","CAIN4",10,2020-10-07,"",2020-10-02,281,276,5,31,36,5,1,1,19.9505395683453,13.5833333333333,28.3333333333333,36.46572848
"732",2,1,"G_12","CAAN2",5,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,30.49216534
"733",2,1,"G_13","STIN",1,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,25.92210573
"734",2,1,"G_14","CAAM-GB",15,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,12.17705163
"735",2,1,"G_15","STBR3",12,2020-10-10,"",2020-10-02,284,276,8,31,39,8,1,1,18.7276200873362,12.8333333333333,27,36.4851957
"736",2,1,"G_16","STGL1",15,2020-10-12,"",2020-10-02,286,276,10,31,41,10,1,1,18.5661764705882,12.5454545454545,27.1363636363636,25.95117404
"737",2,1,"G_17","CAAM-GB",9,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,12.17705163
"738",2,1,"G_18","STTO-BH",14,2020-10-05,"",2020-10-02,279,276,3,31,34,3,1,1,20.868670886076,14.5,28.75,21.4389966
"739",2,1,"G_19","CAIN4",14,2020-10-09,"",2020-10-02,283,276,7,31,38,7,1,1,18.78391959799,12.875,27,36.46572848
"740",2,1,"G_20","STPO1",10,NA,"seed questionalby viable",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,21.46575374
"741",2,1,"H_01","STTO-BH",1,2020-10-14,"",2020-10-02,288,276,12,31,43,12,1,1,18.8871776504298,12.5769230769231,27.6538461538462,21.4389966
"742",2,1,"H_02","blank",4,NA,"iButton in this blank",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,NA
"743",2,1,"H_03","CAIN3",12,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,30.61272267
"744",2,1,"H_04","STDR2",13,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,26.75027797
"745",2,1,"H_05","STDR2",5,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,26.75027797
"746",2,1,"H_06","STGL1",13,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,25.95117404
"747",2,1,"H_07","STBR3",5,2020-10-08,"",2020-10-02,282,276,6,31,37,6,1,1,19.3298816568047,13.3571428571429,27.6428571428571,36.4851957
"748",2,1,"H_08","STIN",16,2020-10-07,"",2020-10-02,281,276,5,31,36,5,1,1,19.9505395683453,13.5833333333333,28.3333333333333,25.92210573
"749",2,1,"H_09","STPO1",13,2020-10-06,"",2020-10-02,280,276,4,31,35,4,1,1,20.3589449541284,13.8,28.5,21.46575374
"750",2,1,"H_10","CAAN2",10,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,30.49216534
"751",2,1,"H_11","STDI",1,2020-10-06,"",2020-10-02,280,276,4,31,35,4,1,1,20.3589449541284,13.8,28.5,29.11518968
"752",2,1,"H_12","STDI",13,2020-10-05,"",2020-10-02,279,276,3,31,34,3,1,1,20.868670886076,14.5,28.75,29.11518968
"753",2,1,"H_13","CAAN1",7,2020-10-08,"",2020-10-02,282,276,6,31,37,6,1,1,19.3298816568047,13.3571428571429,27.6428571428571,22.29586622
"754",2,1,"H_14","STTO-BH",15,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,21.4389966
"755",2,1,"H_15","STDI",3,2020-10-05,"",2020-10-02,279,276,3,31,34,3,1,1,20.868670886076,14.5,28.75,29.11518968
"756",2,1,"H_16","STIN",7,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,25.92210573
"757",2,1,"H_17","STDR2",1,2020-10-10,"",2020-10-02,284,276,8,31,39,8,1,1,18.7276200873362,12.8333333333333,27,26.75027797
"758",2,1,"H_18","CAAM-GB",2,2020-10-08,"",2020-10-02,282,276,6,31,37,6,1,1,19.3298816568047,13.3571428571429,27.6428571428571,12.17705163
"759",2,1,"H_19","CAIN4",1,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,36.46572848
"760",2,1,"H_20","CAIN3",10,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,30.61272267
"761",2,1,"I_01","STTO-BH",4,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,21.4389966
"762",2,1,"I_02","STDR2",4,2020-10-28,"",2020-10-02,302,276,26,31,57,26,1,1,17.5901763224181,11.537037037037,26.5185185185185,26.75027797
"763",2,1,"I_03","CAAN1",8,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,22.29586622
"764",2,1,"I_04","STGL1",3,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,25.95117404
"765",2,1,"I_05","CAIN4",3,2020-10-10,"",2020-10-02,284,276,8,31,39,8,1,1,18.7276200873362,12.8333333333333,27,36.46572848
"766",2,1,"I_06","blank",2,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,NA
"767",2,1,"I_07","STPO1",11,2020-10-07,"",2020-10-02,281,276,5,31,36,5,1,1,19.9505395683453,13.5833333333333,28.3333333333333,21.46575374
"768",2,1,"I_08","STTO-BH",10,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,21.4389966
"769",2,1,"I_09","STTO-BH",3,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,21.4389966
"770",2,1,"I_10","STGL1",9,2020-10-10,"",2020-10-02,284,276,8,31,39,8,1,1,18.7276200873362,12.8333333333333,27,25.95117404
"771",2,1,"I_11","CAIN3",2,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,30.61272267
"772",2,1,"I_12","STIN",11,2020-10-07,"",2020-10-02,281,276,5,31,36,5,1,1,19.9505395683453,13.5833333333333,28.3333333333333,25.92210573
"773",2,1,"I_13","STDR2",10,NA,"seed may have jumped out ",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,26.75027797
"774",2,1,"I_14","CAAN2",6,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,30.49216534
"775",2,1,"I_15","CAAN1",10,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,22.29586622
"776",2,1,"I_16","STIN",14,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,25.92210573
"777",2,1,"I_17","STDR2",15,2020-10-08,"",2020-10-02,282,276,6,31,37,6,1,1,19.3298816568047,13.3571428571429,27.6428571428571,26.75027797
"778",2,1,"I_18","STDR2",14,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,26.75027797
"779",2,1,"I_19","STBR3",13,2020-10-10,"",2020-10-02,284,276,8,31,39,8,1,1,18.7276200873362,12.8333333333333,27,36.4851957
"780",2,1,"I_20","CAIN3",8,2020-10-06,"",2020-10-02,280,276,4,31,35,4,1,1,20.3589449541284,13.8,28.5,30.61272267
"781",2,1,"J_01","STIN",5,2020-10-11,"",2020-10-02,285,276,9,31,40,9,1,1,18.6047297297297,12.75,26.9,25.92210573
"782",2,1,"J_02","CAAN2",14,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,30.49216534
"783",2,1,"J_03","CAAM-GB",10,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,12.17705163
"784",2,1,"J_04","CAAN1",5,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,22.29586622
"785",2,1,"J_05","CAAN1",1,2020-11-02,"",2020-10-02,307,276,31,31,62,31,1,1,16.8123413395821,10.828125,25.859375,22.29586622
"786",2,1,"J_06","STPO1",7,2020-10-14,"",2020-10-02,288,276,12,31,43,12,1,1,18.8871776504298,12.5769230769231,27.6538461538462,21.46575374
"787",2,1,"J_07","CAAM-GB",16,2020-10-10,"",2020-10-02,284,276,8,31,39,8,1,1,18.7276200873362,12.8333333333333,27,12.17705163
"788",2,1,"J_08","STIN",3,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,25.92210573
"789",2,1,"J_09","CAIN4",8,2020-10-08,"",2020-10-02,282,276,6,31,37,6,1,1,19.3298816568047,13.3571428571429,27.6428571428571,36.46572848
"790",2,1,"J_10","CAAN2",15,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,30.49216534
"791",2,1,"J_11","CAAN1",2,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,22.29586622
"792",2,1,"J_12","STPO1",12,2020-10-06,"",2020-10-02,280,276,4,31,35,4,1,1,20.3589449541284,13.8,28.5,21.46575374
"793",2,1,"J_13","STDI",2,2020-10-06,"",2020-10-02,280,276,4,31,35,4,1,1,20.3589449541284,13.8,28.5,29.11518968
"794",2,1,"J_14","CAAN2",2,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,30.49216534
"795",2,1,"J_15","STDI",4,2020-10-05,"",2020-10-02,279,276,3,31,34,3,1,1,20.868670886076,14.5,28.75,29.11518968
"796",2,1,"J_16","CACO1",1,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,25.45463261
"797",2,1,"J_17","STBR3",7,2020-10-09,"",2020-10-02,283,276,7,31,38,7,1,1,18.78391959799,12.875,27,36.4851957
"798",2,1,"J_18","STBR3",2,2020-10-08,"",2020-10-02,282,276,6,31,37,6,1,1,19.3298816568047,13.3571428571429,27.6428571428571,36.4851957
"799",2,1,"J_19","CAIN4",4,2020-10-07,"",2020-10-02,281,276,5,31,36,5,1,1,19.9505395683453,13.5833333333333,28.3333333333333,36.46572848
"800",2,1,"J_20","CAAM-GB",3,2020-10-08,"",2020-10-02,282,276,6,31,37,6,1,1,19.3298816568047,13.3571428571429,27.6428571428571,12.17705163
"801",2,2,"A_01","STIN",7,2020-10-07,"",2020-10-02,281,276,5,31,36,5,1,1,19.9505395683453,13.5833333333333,28.3333333333333,25.92210573
"802",2,2,"A_02","CAAN1",6,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,22.29586622
"803",2,2,"A_03","STPO1",11,2020-10-07,"",2020-10-02,281,276,5,31,36,5,1,1,19.9505395683453,13.5833333333333,28.3333333333333,21.46575374
"804",2,2,"A_04","CAIN4",5,2020-10-10,"",2020-10-02,284,276,8,31,39,8,1,1,18.7276200873362,12.8333333333333,27,36.46572848
"805",2,2,"A_05","STTO-BH",12,2020-10-05,"",2020-10-02,279,276,3,31,34,3,1,1,20.868670886076,14.5,28.75,21.4389966
"806",2,2,"A_06","STDR2",5,2020-10-29,"",2020-10-02,303,276,27,31,58,27,1,1,17.3987265737626,11.3214285714286,26.375,26.75027797
"807",2,2,"A_07","CAIN3",14,2020-10-05,"",2020-10-02,279,276,3,31,34,3,1,1,20.868670886076,14.5,28.75,30.61272267
"808",2,2,"A_08","CAAN1",11,2020-10-10,"",2020-10-02,284,276,8,31,39,8,1,1,18.7276200873362,12.8333333333333,27,22.29586622
"809",2,2,"A_09","STPO1",7,2020-10-06,"",2020-10-02,280,276,4,31,35,4,1,1,20.3589449541284,13.8,28.5,21.46575374
"810",2,2,"A_10","CAAN1",10,NA,"",2020-10-02,NA,276,NA,31,NA,NA,1,0,NA,NA,NA,22.29586622
"811",2,2,"A_11","STDR2",8,2020-10-15,"",2020-10-02,289,276,13,31,44,13,1,1,19.2542875989446,12.75,28.0357142857143,26.75027797
"812",2,2,"A_12","STIN",9,2020-10-06,"",2020-10-02,280,276,4,31,35,4,1,1,20.3589449541284,13.8,28.5,25.92210573
"813",2,2,"A_13","CAAM-GB",9,2020-10-13,"",2020-10-02,287,276,11,31,42,11,1,1,18.6108934169279,12.375,27.4166666666667,12.17705163
