"Date","cohort","max_dailytemp","min_dailytemp","mean_dailytemp"
2021-03-30,6,31,9,18.1458333333333
2021-03-30,7,30,9,17.7430555555556
2021-03-31,1,37,8.5,19.4583333333333
2021-03-31,2,38.5,10,20.7604166666667
2021-03-31,3,33.5,8.5,19.0763888888889
2021-03-31,4,39.5,9,20.2708333333333
2021-03-31,5,38,9,19.5833333333333
2021-03-31,6,35,9,19.7569444444444
2021-03-31,7,34.5,9.5,19.2152777777778
2021-04-01,1,36.5,7.5,19.2847222222222
2021-04-01,2,43,8,21.4166666666667
2021-04-01,3,37.5,7.5,19.3611111111111
2021-04-01,4,40.5,7,20.3055555555556
2021-04-01,5,37.5,8,19.7916666666667
2021-04-01,6,35,7.5,19.5416666666667
2021-04-01,7,33.5,7.5,18.6527777777778
2021-04-02,1,35.5,7,18.6666666666667
2021-04-02,2,41,8,20.9270833333333
2021-04-02,3,35.5,7,19.1041666666667
2021-04-02,4,41.5,7,19.7291666666667
2021-04-02,5,37.5,7.5,19.2291666666667
2021-04-02,6,33.5,7,18.8819444444444
2021-04-02,7,32,7.5,18.0833333333333
2021-04-03,1,31.5,7,15.9444444444444
2021-04-03,2,37,7,17.375
2021-04-03,3,30.5,6.5,15.7083333333333
2021-04-03,4,35.5,6.5,16.7013888888889
2021-04-03,5,33.5,7,16.1979166666667
2021-04-03,6,29.5,7,16.1041666666667
2021-04-03,7,29.5,7,15.4791666666667
2021-04-04,1,28,6,14.7430555555556
2021-04-04,2,32.5,6,15.8020833333333
2021-04-04,3,26.5,5.5,14.2708333333333
2021-04-04,4,31,5.5,15.4236111111111
2021-04-04,5,30,6,14.7604166666667
2021-04-04,6,27,6,15
2021-04-04,7,26.5,6,14.5069444444444
2021-04-05,1,30.5,7.5,15.8263888888889
2021-04-05,2,31.5,7.5,16.59375
2021-04-05,3,28,7.5,15.3611111111111
2021-04-05,4,31.5,7,16.3125
2021-04-05,5,31.5,7.5,15.90625
2021-04-05,6,28.5,7.5,16.0486111111111
2021-04-05,7,28.5,7.5,15.5902777777778
2021-04-06,1,33.5,7,17.0416666666667
2021-04-06,2,34.5,7,17.6770833333333
2021-04-06,3,30.5,6.5,16.3541666666667
2021-04-06,4,34,6.5,17.5763888888889
2021-04-06,5,34,7,16.8854166666667
2021-04-06,6,31.5,7,17.3680555555556
2021-04-06,7,31,7,16.75
2021-04-07,1,32,7,16.0277777777778
2021-04-07,2,35.5,7,16.84375
2021-04-07,3,30,7,15.3125
2021-04-07,4,34.5,7,16.6527777777778
2021-04-07,5,34,7,15.7708333333333
2021-04-07,6,32,7.5,16.5069444444444
2021-04-07,7,31,7.5,15.8055555555556
2021-04-08,1,32.5,4.5,16.2152777777778
2021-04-08,2,32.5,4.5,16.7604166666667
2021-04-08,3,30,4.5,15.4583333333333
2021-04-08,4,32,4,16.8541666666667
2021-04-08,5,32.5,4.5,15.9895833333333
2021-04-08,6,30.5,5,16.4236111111111
2021-04-08,7,30,4.5,15.7708333333333
2021-04-09,1,33,7.5,17.3541666666667
2021-04-09,2,36.5,7.5,18.1458333333333
2021-04-09,3,31,7.5,16.6736111111111
2021-04-09,4,35.5,7,18.1319444444444
2021-04-09,5,35,7.5,17.1875
2021-04-09,6,32.5,7.5,17.7847222222222
2021-04-09,7,31,7.5,17.0347222222222
2021-04-10,1,35,6.5,17.5902777777778
2021-04-10,2,33.5,6.5,17.8854166666667
2021-04-10,3,31.5,6,16.6597222222222
2021-04-10,4,33,6,18.2222222222222
2021-04-10,5,32.5,6.5,17.0729166666667
2021-04-10,6,32.5,6.5,17.6319444444444
2021-04-10,7,31.5,6.5,17.0277777777778
2021-04-11,1,36,7.5,18.8402777777778
2021-04-11,2,35,8,19.1979166666667
2021-04-11,3,32.5,7.5,17.9791666666667
2021-04-11,4,36,7.5,19.5833333333333
2021-04-11,5,35.5,8,18.7291666666667
2021-04-11,6,33.5,8,18.9166666666667
2021-04-11,7,32.5,8,18.25
2021-04-12,1,35.5,8,19.2222222222222
2021-04-12,2,36.5,8.5,19.7604166666667
2021-04-12,3,32.5,8,18.6597222222222
2021-04-12,4,37.5,8,20.0972222222222
2021-04-12,5,36,8,19.34375
2021-04-12,6,33.5,8.5,19.4027777777778
2021-04-12,7,33,8.5,18.7916666666667
2021-04-13,1,33,8.5,17.1736111111111
2021-04-13,2,33,8.5,17.7083333333333
2021-04-13,3,31,8.5,16.5625
2021-04-13,4,35,8,18.0694444444444
2021-04-13,5,34,8.5,17.1354166666667
2021-04-13,6,32,8.5,17.6180555555556
2021-04-13,7,31.5,9,16.9861111111111
2021-04-14,1,30,6.5,16.3125
2021-04-14,2,34,7,17.25
2021-04-14,3,29.5,6.5,15.6388888888889
2021-04-14,4,34,6,17.2916666666667
2021-04-14,5,33,6.5,16.4166666666667
2021-04-14,6,30.5,6.5,16.7013888888889
2021-04-14,7,30.5,7,16.2291666666667
2021-04-15,1,31.5,7.5,17.1805555555556
2021-04-15,2,37,8,18.4479166666667
2021-04-15,3,30.5,7.5,16.5416666666667
2021-04-15,4,35.5,7,18.1458333333333
2021-04-15,5,31.5,7.5,17.03125
2021-04-15,6,31.5,7.5,17.5625
2021-04-15,7,33,7.5,17.0972222222222
2021-04-16,1,34.5,6.5,15.5851063829787
2021-04-16,2,37,7.5,16.625
2021-04-16,3,34,6.5,15.1489361702128
2021-04-16,4,35.5,6.5,17.0326086956522
2021-04-16,5,34.5,7,14.8333333333333
2021-04-16,6,33.5,7,15.8645833333333
2021-04-16,7,36,7,18.2430555555556
2021-04-17,7,40,9,20.9583333333333
2021-04-18,7,45,11.5,23.9861111111111
2021-04-19,7,44,10.5,22.9097222222222
2021-04-20,7,43,10,20.8680555555556
2021-04-21,7,42.5,10,21.6319444444444
2021-04-22,7,42,9,19.8541666666667
2021-04-23,7,41,9,19.4305555555556
2021-04-24,7,41,10.5,18.7777777777778
2021-04-25,7,23.5,11,15.7083333333333
2021-04-26,7,39,6.5,16.9652777777778
2021-04-27,7,42,8.5,21.0625
2021-04-28,7,48,10.5,24.5972222222222
2021-04-29,7,49,12,25.7638888888889
2021-04-30,7,48.5,11.5,24.4027777777778
2021-05-01,7,47,11,23.4166666666667
2021-05-02,7,43,11,23.9444444444444
2021-05-03,7,45.5,18.5,27.5833333333333
2021-05-04,7,49.5,20,29.0625
2021-05-05,7,52,15,28.2569444444444
2021-05-06,7,49,11,24.4027777777778
2021-05-07,7,44,11,23.7222222222222
2021-05-08,7,42,17,26.0208333333333
2021-05-09,7,46,20,28.3194444444444
2021-05-10,7,46.5,20,28.4791666666667
2021-05-11,7,51.5,14,28.875
2021-05-12,7,52,13.5,28.3402777777778
2021-05-13,7,49.5,12,25.7152777777778
2021-05-14,7,45.5,11.5,23.7222222222222
2021-05-15,7,41,11,22.1597222222222
2021-05-16,7,42.5,12.5,22.8680555555556
2021-05-17,7,42.5,11,22.7708333333333
2021-05-18,7,46.5,11,24.6527777777778
2021-05-19,7,43,11,23
2021-05-20,7,37.5,9,19.9583333333333
2021-05-21,7,38,12.5,21.7777777777778
2021-05-22,7,40.5,9.5,22.6458333333333
2021-05-23,7,43.5,12,24.125
2021-05-24,7,47.5,12.5,26.5763888888889
2021-05-25,7,36.5,17.5,22.8214285714286
