"Date.Time","Unit","temp","cohort","block","hour","minute","Date"
2020-12-12 15:19:00,"C",12.5,4,1,15,19,2020-12-12
2020-12-12 16:19:00,"C",12,4,1,16,19,2020-12-12
2020-12-12 17:19:00,"C",11,4,1,17,19,2020-12-12
2020-12-12 18:19:00,"C",10,4,1,18,19,2020-12-12
2020-12-12 19:19:00,"C",9.5,4,1,19,19,2020-12-12
2020-12-12 20:19:00,"C",9,4,1,20,19,2020-12-12
2020-12-12 21:19:00,"C",8.5,4,1,21,19,2020-12-12
2020-12-12 22:19:00,"C",8,4,1,22,19,2020-12-12
2020-12-12 23:19:00,"C",7.5,4,1,23,19,2020-12-12
2020-12-13 00:19:00,"C",7.5,4,1,0,19,2020-12-13
2020-12-13 01:19:00,"C",7.5,4,1,1,19,2020-12-13
2020-12-13 02:19:00,"C",7.5,4,1,2,19,2020-12-13
2020-12-13 03:19:00,"C",7.5,4,1,3,19,2020-12-13
2020-12-13 04:19:00,"C",7.5,4,1,4,19,2020-12-13
2020-12-13 05:19:00,"C",8,4,1,5,19,2020-12-13
2020-12-13 06:19:00,"C",8.5,4,1,6,19,2020-12-13
2020-12-13 07:19:00,"C",9,4,1,7,19,2020-12-13
2020-12-13 08:19:00,"C",9,4,1,8,19,2020-12-13
2020-12-13 09:19:00,"C",9.5,4,1,9,19,2020-12-13
2020-12-13 10:19:00,"C",10,4,1,10,19,2020-12-13
2020-12-13 11:19:00,"C",10.5,4,1,11,19,2020-12-13
2020-12-13 12:19:00,"C",11,4,1,12,19,2020-12-13
2020-12-13 13:19:00,"C",11.5,4,1,13,19,2020-12-13
2020-12-13 14:19:00,"C",11.5,4,1,14,19,2020-12-13
2020-12-13 15:19:00,"C",12,4,1,15,19,2020-12-13
2020-12-13 16:19:00,"C",11.5,4,1,16,19,2020-12-13
2020-12-13 17:19:00,"C",11.5,4,1,17,19,2020-12-13
2020-12-13 18:19:00,"C",11,4,1,18,19,2020-12-13
2020-12-13 19:19:00,"C",10.5,4,1,19,19,2020-12-13
2020-12-13 20:19:00,"C",9.5,4,1,20,19,2020-12-13
2020-12-13 21:19:00,"C",9,4,1,21,19,2020-12-13
2020-12-13 22:19:00,"C",8,4,1,22,19,2020-12-13
2020-12-13 23:19:00,"C",7.5,4,1,23,19,2020-12-13
2020-12-14 00:19:00,"C",7,4,1,0,19,2020-12-14
2020-12-14 01:19:00,"C",6,4,1,1,19,2020-12-14
2020-12-14 02:19:00,"C",6,4,1,2,19,2020-12-14
2020-12-14 03:19:00,"C",5.5,4,1,3,19,2020-12-14
2020-12-14 04:19:00,"C",5,4,1,4,19,2020-12-14
2020-12-14 05:19:00,"C",5,4,1,5,19,2020-12-14
2020-12-14 06:19:00,"C",4.5,4,1,6,19,2020-12-14
2020-12-14 07:19:00,"C",4.5,4,1,7,19,2020-12-14
2020-12-14 08:19:00,"C",5,4,1,8,19,2020-12-14
2020-12-14 09:19:00,"C",8.5,4,1,9,19,2020-12-14
2020-12-14 10:19:00,"C",10,4,1,10,19,2020-12-14
2020-12-14 11:19:00,"C",11.5,4,1,11,19,2020-12-14
2020-12-14 12:19:00,"C",13.5,4,1,12,19,2020-12-14
2020-12-14 13:19:00,"C",13,4,1,13,19,2020-12-14
2020-12-14 14:19:00,"C",13,4,1,14,19,2020-12-14
2020-12-14 15:19:00,"C",12.5,4,1,15,19,2020-12-14
2020-12-14 16:19:00,"C",12,4,1,16,19,2020-12-14
2020-12-14 17:19:00,"C",10.5,4,1,17,19,2020-12-14
2020-12-14 18:19:00,"C",9.5,4,1,18,19,2020-12-14
2020-12-14 19:19:00,"C",8.5,4,1,19,19,2020-12-14
2020-12-14 20:19:00,"C",8,4,1,20,19,2020-12-14
2020-12-14 21:19:00,"C",7.5,4,1,21,19,2020-12-14
2020-12-14 22:19:00,"C",7.5,4,1,22,19,2020-12-14
2020-12-14 23:19:00,"C",7,4,1,23,19,2020-12-14
2020-12-15 00:19:00,"C",6.5,4,1,0,19,2020-12-15
2020-12-15 01:19:00,"C",6,4,1,1,19,2020-12-15
2020-12-15 02:19:00,"C",5.5,4,1,2,19,2020-12-15
2020-12-15 03:19:00,"C",5,4,1,3,19,2020-12-15
2020-12-15 04:19:00,"C",5,4,1,4,19,2020-12-15
2020-12-15 05:19:00,"C",4.5,4,1,5,19,2020-12-15
2020-12-15 06:19:00,"C",4,4,1,6,19,2020-12-15
2020-12-15 07:19:00,"C",4,4,1,7,19,2020-12-15
2020-12-15 08:19:00,"C",4,4,1,8,19,2020-12-15
2020-12-15 09:19:00,"C",9.5,4,1,9,19,2020-12-15
2020-12-15 10:19:00,"C",11.5,4,1,10,19,2020-12-15
2020-12-15 11:19:00,"C",13,4,1,11,19,2020-12-15
2020-12-15 12:19:00,"C",12.5,4,1,12,19,2020-12-15
2020-12-15 13:19:00,"C",13.5,4,1,13,19,2020-12-15
2020-12-15 14:19:00,"C",13.5,4,1,14,19,2020-12-15
2020-12-15 15:19:00,"C",12.5,4,1,15,19,2020-12-15
2020-12-15 16:19:00,"C",11,4,1,16,19,2020-12-15
2020-12-15 17:19:00,"C",10,4,1,17,19,2020-12-15
2020-12-15 18:19:00,"C",9,4,1,18,19,2020-12-15
2020-12-15 19:19:00,"C",8,4,1,19,19,2020-12-15
2020-12-15 20:19:00,"C",7,4,1,20,19,2020-12-15
2020-12-15 21:19:00,"C",6.5,4,1,21,19,2020-12-15
2020-12-15 22:19:00,"C",5.5,4,1,22,19,2020-12-15
2020-12-15 23:19:00,"C",5,4,1,23,19,2020-12-15
2020-12-16 00:19:00,"C",5,4,1,0,19,2020-12-16
2020-12-16 01:19:00,"C",4.5,4,1,1,19,2020-12-16
2020-12-16 02:19:00,"C",4,4,1,2,19,2020-12-16
2020-12-16 03:19:00,"C",4,4,1,3,19,2020-12-16
2020-12-16 04:19:00,"C",4,4,1,4,19,2020-12-16
2020-12-16 05:19:00,"C",4,4,1,5,19,2020-12-16
2020-12-16 06:19:00,"C",3.5,4,1,6,19,2020-12-16
2020-12-16 07:19:00,"C",4,4,1,7,19,2020-12-16
2020-12-16 08:19:00,"C",4.5,4,1,8,19,2020-12-16
2020-12-16 09:19:00,"C",7.5,4,1,9,19,2020-12-16
2020-12-16 10:19:00,"C",11,4,1,10,19,2020-12-16
2020-12-16 11:19:00,"C",12.5,4,1,11,19,2020-12-16
2020-12-16 12:19:00,"C",14,4,1,12,19,2020-12-16
2020-12-16 13:19:00,"C",14,4,1,13,19,2020-12-16
2020-12-16 14:19:00,"C",14,4,1,14,19,2020-12-16
2020-12-16 15:19:00,"C",13,4,1,15,19,2020-12-16
2020-12-16 16:19:00,"C",12,4,1,16,19,2020-12-16
2020-12-16 17:19:00,"C",11.5,4,1,17,19,2020-12-16
2020-12-16 18:19:00,"C",11,4,1,18,19,2020-12-16
2020-12-16 19:19:00,"C",10.5,4,1,19,19,2020-12-16
2020-12-16 20:19:00,"C",10.5,4,1,20,19,2020-12-16
2020-12-16 21:19:00,"C",10,4,1,21,19,2020-12-16
2020-12-16 22:19:00,"C",10,4,1,22,19,2020-12-16
2020-12-16 23:19:00,"C",10,4,1,23,19,2020-12-16
2020-12-17 00:19:00,"C",10,4,1,0,19,2020-12-17
2020-12-17 01:19:00,"C",9.5,4,1,1,19,2020-12-17
2020-12-17 02:19:00,"C",9.5,4,1,2,19,2020-12-17
2020-12-17 03:19:00,"C",9.5,4,1,3,19,2020-12-17
2020-12-17 04:19:00,"C",9.5,4,1,4,19,2020-12-17
2020-12-17 05:19:00,"C",9.5,4,1,5,19,2020-12-17
2020-12-17 06:19:00,"C",9.5,4,1,6,19,2020-12-17
2020-12-17 07:19:00,"C",9,4,1,7,19,2020-12-17
2020-12-17 08:19:00,"C",9,4,1,8,19,2020-12-17
2020-12-17 09:19:00,"C",10.5,4,1,9,19,2020-12-17
2020-12-17 10:19:00,"C",11.5,4,1,10,19,2020-12-17
2020-12-17 11:19:00,"C",13,4,1,11,19,2020-12-17
2020-12-17 12:19:00,"C",15.5,4,1,12,19,2020-12-17
2020-12-17 13:19:00,"C",16,4,1,13,19,2020-12-17
2020-12-17 14:19:00,"C",15,4,1,14,19,2020-12-17
2020-12-17 15:19:00,"C",14.5,4,1,15,19,2020-12-17
2020-12-17 16:19:00,"C",13,4,1,16,19,2020-12-17
2020-12-17 17:19:00,"C",11.5,4,1,17,19,2020-12-17
2020-12-17 18:19:00,"C",10.5,4,1,18,19,2020-12-17
2020-12-17 19:19:00,"C",10,4,1,19,19,2020-12-17
2020-12-17 20:19:00,"C",9,4,1,20,19,2020-12-17
2020-12-17 21:19:00,"C",8.5,4,1,21,19,2020-12-17
2020-12-17 22:19:00,"C",8,4,1,22,19,2020-12-17
2020-12-17 23:19:00,"C",8,4,1,23,19,2020-12-17
2020-12-18 00:19:00,"C",7.5,4,1,0,19,2020-12-18
2020-12-18 01:19:00,"C",7,4,1,1,19,2020-12-18
2020-12-18 02:19:00,"C",7,4,1,2,19,2020-12-18
2020-12-18 03:19:00,"C",6.5,4,1,3,19,2020-12-18
2020-12-18 04:19:00,"C",6.5,4,1,4,19,2020-12-18
2020-12-18 05:19:00,"C",6,4,1,5,19,2020-12-18
2020-12-18 06:19:00,"C",5.5,4,1,6,19,2020-12-18
2020-12-18 07:19:00,"C",5.5,4,1,7,19,2020-12-18
2020-12-18 08:19:00,"C",5.5,4,1,8,19,2020-12-18
2020-12-18 09:19:00,"C",9.5,4,1,9,19,2020-12-18
2020-12-18 10:19:00,"C",11.5,4,1,10,19,2020-12-18
2020-12-18 11:19:00,"C",12.5,4,1,11,19,2020-12-18
2020-12-18 12:19:00,"C",14.5,4,1,12,19,2020-12-18
2020-12-18 13:19:00,"C",15,4,1,13,19,2020-12-18
2020-12-18 14:19:00,"C",15.5,4,1,14,19,2020-12-18
2020-12-18 15:19:00,"C",14.5,4,1,15,19,2020-12-18
2020-12-18 16:19:00,"C",14,4,1,16,19,2020-12-18
2020-12-18 17:19:00,"C",11.5,4,1,17,19,2020-12-18
2020-12-18 18:19:00,"C",10,4,1,18,19,2020-12-18
2020-12-18 19:19:00,"C",9,4,1,19,19,2020-12-18
2020-12-18 20:19:00,"C",8,4,1,20,19,2020-12-18
2020-12-18 21:19:00,"C",7,4,1,21,19,2020-12-18
2020-12-18 22:19:00,"C",6,4,1,22,19,2020-12-18
2020-12-18 23:19:00,"C",5.5,4,1,23,19,2020-12-18
2020-12-19 00:19:00,"C",5.5,4,1,0,19,2020-12-19
2020-12-19 01:19:00,"C",4.5,4,1,1,19,2020-12-19
2020-12-19 02:19:00,"C",4,4,1,2,19,2020-12-19
2020-12-19 03:19:00,"C",3.5,4,1,3,19,2020-12-19
2020-12-19 04:19:00,"C",3,4,1,4,19,2020-12-19
2020-12-19 05:19:00,"C",3,4,1,5,19,2020-12-19
2020-12-19 06:19:00,"C",3,4,1,6,19,2020-12-19
2020-12-19 07:19:00,"C",3.5,4,1,7,19,2020-12-19
2020-12-19 08:19:00,"C",3.5,4,1,8,19,2020-12-19
2020-12-19 09:19:00,"C",5.5,4,1,9,19,2020-12-19
2020-12-19 10:19:00,"C",9.5,4,1,10,19,2020-12-19
2020-12-19 11:19:00,"C",12,4,1,11,19,2020-12-19
2020-12-19 12:19:00,"C",15,4,1,12,19,2020-12-19
2020-12-19 13:19:00,"C",15.5,4,1,13,19,2020-12-19
2020-12-19 14:19:00,"C",14.5,4,1,14,19,2020-12-19
2020-12-19 15:19:00,"C",14.5,4,1,15,19,2020-12-19
2020-12-19 16:19:00,"C",13.5,4,1,16,19,2020-12-19
2020-12-19 17:19:00,"C",11.5,4,1,17,19,2020-12-19
2020-12-19 18:19:00,"C",10,4,1,18,19,2020-12-19
2020-12-19 19:19:00,"C",8.5,4,1,19,19,2020-12-19
2020-12-19 20:19:00,"C",7.5,4,1,20,19,2020-12-19
2020-12-19 21:19:00,"C",6.5,4,1,21,19,2020-12-19
2020-12-19 22:19:00,"C",6,4,1,22,19,2020-12-19
2020-12-19 23:19:00,"C",5,4,1,23,19,2020-12-19
2020-12-20 00:19:00,"C",4.5,4,1,0,19,2020-12-20
2020-12-20 01:19:00,"C",4,4,1,1,19,2020-12-20
2020-12-20 02:19:00,"C",3.5,4,1,2,19,2020-12-20
2020-12-20 03:19:00,"C",3,4,1,3,19,2020-12-20
2020-12-20 04:19:00,"C",2.5,4,1,4,19,2020-12-20
2020-12-20 05:19:00,"C",2.5,4,1,5,19,2020-12-20
2020-12-20 06:19:00,"C",2,4,1,6,19,2020-12-20
2020-12-20 07:19:00,"C",1.5,4,1,7,19,2020-12-20
2020-12-20 08:19:00,"C",1.5,4,1,8,19,2020-12-20
2020-12-20 09:19:00,"C",6,4,1,9,19,2020-12-20
2020-12-20 10:19:00,"C",9.5,4,1,10,19,2020-12-20
2020-12-20 11:19:00,"C",10.5,4,1,11,19,2020-12-20
2020-12-20 12:19:00,"C",14,4,1,12,19,2020-12-20
2020-12-20 13:19:00,"C",15,4,1,13,19,2020-12-20
2020-12-20 14:19:00,"C",15,4,1,14,19,2020-12-20
2020-12-20 15:19:00,"C",15,4,1,15,19,2020-12-20
2020-12-20 16:19:00,"C",13,4,1,16,19,2020-12-20
2020-12-20 17:19:00,"C",11.5,4,1,17,19,2020-12-20
2020-12-20 18:19:00,"C",10,4,1,18,19,2020-12-20
2020-12-20 19:19:00,"C",9,4,1,19,19,2020-12-20
2020-12-20 20:19:00,"C",8,4,1,20,19,2020-12-20
2020-12-20 21:19:00,"C",7.5,4,1,21,19,2020-12-20
2020-12-20 22:19:00,"C",7,4,1,22,19,2020-12-20
2020-12-20 23:19:00,"C",6,4,1,23,19,2020-12-20
2020-12-21 00:19:00,"C",6,4,1,0,19,2020-12-21
2020-12-21 01:19:00,"C",5,4,1,1,19,2020-12-21
2020-12-21 02:19:00,"C",5,4,1,2,19,2020-12-21
2020-12-21 03:19:00,"C",4.5,4,1,3,19,2020-12-21
2020-12-21 04:19:00,"C",4,4,1,4,19,2020-12-21
2020-12-21 05:19:00,"C",4,4,1,5,19,2020-12-21
2020-12-21 06:19:00,"C",3.5,4,1,6,19,2020-12-21
2020-12-21 07:19:00,"C",3,4,1,7,19,2020-12-21
2020-12-21 08:19:00,"C",3,4,1,8,19,2020-12-21
2020-12-21 09:19:00,"C",4,4,1,9,19,2020-12-21
2020-12-21 10:19:00,"C",5.5,4,1,10,19,2020-12-21
2020-12-21 11:19:00,"C",7.5,4,1,11,19,2020-12-21
2020-12-21 12:19:00,"C",10,4,1,12,19,2020-12-21
2020-12-21 13:19:00,"C",12,4,1,13,19,2020-12-21
2020-12-21 14:19:00,"C",10.5,4,1,14,19,2020-12-21
2020-12-21 15:19:00,"C",9.5,4,1,15,19,2020-12-21
2020-12-21 16:19:00,"C",8.5,4,1,16,19,2020-12-21
2020-12-21 17:19:00,"C",7.5,4,1,17,19,2020-12-21
2020-12-21 18:19:00,"C",6.5,4,1,18,19,2020-12-21
2020-12-21 19:19:00,"C",6,4,1,19,19,2020-12-21
2020-12-21 20:19:00,"C",5.5,4,1,20,19,2020-12-21
2020-12-21 21:19:00,"C",5,4,1,21,19,2020-12-21
2020-12-21 22:19:00,"C",5,4,1,22,19,2020-12-21
2020-12-21 23:19:00,"C",4.5,4,1,23,19,2020-12-21
2020-12-22 00:19:00,"C",4.5,4,1,0,19,2020-12-22
2020-12-22 01:19:00,"C",4.5,4,1,1,19,2020-12-22
2020-12-22 02:19:00,"C",4.5,4,1,2,19,2020-12-22
2020-12-22 03:19:00,"C",4.5,4,1,3,19,2020-12-22
2020-12-22 04:19:00,"C",5,4,1,4,19,2020-12-22
2020-12-22 05:19:00,"C",5,4,1,5,19,2020-12-22
2020-12-22 06:19:00,"C",5,4,1,6,19,2020-12-22
2020-12-22 07:19:00,"C",5,4,1,7,19,2020-12-22
2020-12-22 08:19:00,"C",5.5,4,1,8,19,2020-12-22
2020-12-22 09:19:00,"C",6.5,4,1,9,19,2020-12-22
2020-12-22 10:19:00,"C",8,4,1,10,19,2020-12-22
2020-12-22 11:19:00,"C",10.5,4,1,11,19,2020-12-22
2020-12-22 12:19:00,"C",12.5,4,1,12,19,2020-12-22
2020-12-22 13:19:00,"C",13.5,4,1,13,19,2020-12-22
2020-12-22 14:19:00,"C",13.5,4,1,14,19,2020-12-22
2020-12-22 15:19:00,"C",13,4,1,15,19,2020-12-22
2020-12-22 16:19:00,"C",12.5,4,1,16,19,2020-12-22
2020-12-22 17:19:00,"C",11,4,1,17,19,2020-12-22
2020-12-22 18:19:00,"C",10,4,1,18,19,2020-12-22
2020-12-22 19:19:00,"C",9,4,1,19,19,2020-12-22
2020-12-22 20:19:00,"C",8,4,1,20,19,2020-12-22
2020-12-22 21:19:00,"C",8,4,1,21,19,2020-12-22
2020-12-22 22:19:00,"C",8.5,4,1,22,19,2020-12-22
2020-12-22 23:19:00,"C",8.5,4,1,23,19,2020-12-22
2020-12-23 00:19:00,"C",7,4,1,0,19,2020-12-23
2020-12-23 01:19:00,"C",6.5,4,1,1,19,2020-12-23
2020-12-23 02:19:00,"C",6,4,1,2,19,2020-12-23
2020-12-23 03:19:00,"C",5.5,4,1,3,19,2020-12-23
2020-12-23 04:19:00,"C",5,4,1,4,19,2020-12-23
2020-12-23 05:19:00,"C",4.5,4,1,5,19,2020-12-23
2020-12-23 06:19:00,"C",3.5,4,1,6,19,2020-12-23
2020-12-23 07:19:00,"C",2.5,4,1,7,19,2020-12-23
2020-12-23 08:19:00,"C",2,4,1,8,19,2020-12-23
2020-12-23 09:19:00,"C",5.5,4,1,9,19,2020-12-23
2020-12-23 10:19:00,"C",9,4,1,10,19,2020-12-23
2020-12-23 11:19:00,"C",9,4,1,11,19,2020-12-23
2020-12-23 12:19:00,"C",12.5,4,1,12,19,2020-12-23
2020-12-23 13:19:00,"C",14,4,1,13,19,2020-12-23
2020-12-23 14:19:00,"C",14,4,1,14,19,2020-12-23
2020-12-23 15:19:00,"C",12.5,4,1,15,19,2020-12-23
2020-12-23 16:19:00,"C",11.5,4,1,16,19,2020-12-23
2020-12-23 17:19:00,"C",9.5,4,1,17,19,2020-12-23
2020-12-23 18:19:00,"C",8.5,4,1,18,19,2020-12-23
2020-12-23 19:19:00,"C",7,4,1,19,19,2020-12-23
2020-12-23 20:19:00,"C",6,4,1,20,19,2020-12-23
2020-12-23 21:19:00,"C",5,4,1,21,19,2020-12-23
2020-12-23 22:19:00,"C",4.5,4,1,22,19,2020-12-23
2020-12-23 23:19:00,"C",4.5,4,1,23,19,2020-12-23
2020-12-24 00:19:00,"C",4.5,4,1,0,19,2020-12-24
2020-12-24 01:19:00,"C",4,4,1,1,19,2020-12-24
2020-12-24 02:19:00,"C",4,4,1,2,19,2020-12-24
2020-12-24 03:19:00,"C",3.5,4,1,3,19,2020-12-24
2020-12-24 04:19:00,"C",3.5,4,1,4,19,2020-12-24
2020-12-24 05:19:00,"C",3,4,1,5,19,2020-12-24
2020-12-24 06:19:00,"C",3,4,1,6,19,2020-12-24
2020-12-24 07:19:00,"C",3,4,1,7,19,2020-12-24
2020-12-24 08:19:00,"C",3.5,4,1,8,19,2020-12-24
2020-12-24 09:19:00,"C",5,4,1,9,19,2020-12-24
2020-12-24 10:19:00,"C",7,4,1,10,19,2020-12-24
2020-12-24 11:19:00,"C",9.5,4,1,11,19,2020-12-24
2020-12-24 12:19:00,"C",12,4,1,12,19,2020-12-24
2020-12-24 13:19:00,"C",11.5,4,1,13,19,2020-12-24
2020-12-24 14:19:00,"C",12.5,4,1,14,19,2020-12-24
2020-12-24 15:19:00,"C",12.5,4,1,15,19,2020-12-24
2020-12-24 16:19:00,"C",11.5,4,1,16,19,2020-12-24
2020-12-24 17:19:00,"C",9.5,4,1,17,19,2020-12-24
2020-12-24 18:19:00,"C",8,4,1,18,19,2020-12-24
2020-12-24 19:19:00,"C",7,4,1,19,19,2020-12-24
2020-12-24 20:19:00,"C",7,4,1,20,19,2020-12-24
2020-12-24 21:19:00,"C",6.5,4,1,21,19,2020-12-24
2020-12-24 22:19:00,"C",6.5,4,1,22,19,2020-12-24
2020-12-24 23:19:00,"C",6.5,4,1,23,19,2020-12-24
2020-12-25 00:19:00,"C",6.5,4,1,0,19,2020-12-25
2020-12-25 01:19:00,"C",6.5,4,1,1,19,2020-12-25
2020-12-25 02:19:00,"C",6,4,1,2,19,2020-12-25
2020-12-25 03:19:00,"C",5.5,4,1,3,19,2020-12-25
2020-12-25 04:19:00,"C",5.5,4,1,4,19,2020-12-25
2020-12-25 05:19:00,"C",5.5,4,1,5,19,2020-12-25
2020-12-25 06:19:00,"C",5.5,4,1,6,19,2020-12-25
2020-12-25 07:19:00,"C",5.5,4,1,7,19,2020-12-25
2020-12-25 08:19:00,"C",5.5,4,1,8,19,2020-12-25
2020-12-25 09:19:00,"C",6.5,4,1,9,19,2020-12-25
2020-12-25 10:19:00,"C",8,4,1,10,19,2020-12-25
2020-12-25 11:19:00,"C",9.5,4,1,11,19,2020-12-25
2020-12-25 12:19:00,"C",10.5,4,1,12,19,2020-12-25
2020-12-25 13:19:00,"C",10.5,4,1,13,19,2020-12-25
2020-12-25 14:19:00,"C",10.5,4,1,14,19,2020-12-25
2020-12-25 15:19:00,"C",10.5,4,1,15,19,2020-12-25
2020-12-25 16:19:00,"C",10.5,4,1,16,19,2020-12-25
2020-12-25 17:19:00,"C",10,4,1,17,19,2020-12-25
2020-12-25 18:19:00,"C",9.5,4,1,18,19,2020-12-25
2020-12-25 19:19:00,"C",10,4,1,19,19,2020-12-25
2020-12-25 20:19:00,"C",10,4,1,20,19,2020-12-25
2020-12-25 21:19:00,"C",9.5,4,1,21,19,2020-12-25
2020-12-25 22:19:00,"C",10,4,1,22,19,2020-12-25
2020-12-25 23:19:00,"C",9.5,4,1,23,19,2020-12-25
2020-12-26 00:19:00,"C",10,4,1,0,19,2020-12-26
2020-12-26 01:19:00,"C",10.5,4,1,1,19,2020-12-26
2020-12-26 02:19:00,"C",11,4,1,2,19,2020-12-26
2020-12-26 03:19:00,"C",10.5,4,1,3,19,2020-12-26
2020-12-26 04:19:00,"C",10.5,4,1,4,19,2020-12-26
2020-12-26 05:19:00,"C",10,4,1,5,19,2020-12-26
2020-12-26 06:19:00,"C",9.5,4,1,6,19,2020-12-26
2020-12-26 07:19:00,"C",9.5,4,1,7,19,2020-12-26
2020-12-26 08:19:00,"C",10,4,1,8,19,2020-12-26
2020-12-26 09:19:00,"C",12.5,4,1,9,19,2020-12-26
2020-12-26 10:19:00,"C",14,4,1,10,19,2020-12-26
2020-12-26 11:19:00,"C",15,4,1,11,19,2020-12-26
2020-12-26 12:19:00,"C",17,4,1,12,19,2020-12-26
2020-12-26 13:19:00,"C",17,4,1,13,19,2020-12-26
2020-12-26 14:19:00,"C",17,4,1,14,19,2020-12-26
2020-12-26 15:19:00,"C",17,4,1,15,19,2020-12-26
2020-12-26 16:19:00,"C",15.5,4,1,16,19,2020-12-26
2020-12-26 17:19:00,"C",13.5,4,1,17,19,2020-12-26
2020-12-26 18:19:00,"C",12,4,1,18,19,2020-12-26
2020-12-26 19:19:00,"C",10.5,4,1,19,19,2020-12-26
2020-12-26 20:19:00,"C",9,4,1,20,19,2020-12-26
2020-12-26 21:19:00,"C",8,4,1,21,19,2020-12-26
2020-12-26 22:19:00,"C",7.5,4,1,22,19,2020-12-26
2020-12-26 23:19:00,"C",7,4,1,23,19,2020-12-26
2020-12-27 00:19:00,"C",6.5,4,1,0,19,2020-12-27
2020-12-27 01:19:00,"C",6.5,4,1,1,19,2020-12-27
2020-12-27 02:19:00,"C",6.5,4,1,2,19,2020-12-27
2020-12-27 03:19:00,"C",6.5,4,1,3,19,2020-12-27
2020-12-27 04:19:00,"C",6.5,4,1,4,19,2020-12-27
2020-12-27 05:19:00,"C",6.5,4,1,5,19,2020-12-27
2020-12-27 06:19:00,"C",6,4,1,6,19,2020-12-27
2020-12-27 07:19:00,"C",6,4,1,7,19,2020-12-27
2020-12-27 08:19:00,"C",6,4,1,8,19,2020-12-27
2020-12-27 09:19:00,"C",7,4,1,9,19,2020-12-27
2020-12-27 10:19:00,"C",9.5,4,1,10,19,2020-12-27
2020-12-27 11:19:00,"C",11.5,4,1,11,19,2020-12-27
2020-12-27 12:19:00,"C",14,4,1,12,19,2020-12-27
2020-12-27 13:19:00,"C",15,4,1,13,19,2020-12-27
2020-12-27 14:19:00,"C",14.5,4,1,14,19,2020-12-27
2020-12-27 15:19:00,"C",13,4,1,15,19,2020-12-27
2020-12-27 16:19:00,"C",12,4,1,16,19,2020-12-27
2020-12-27 17:19:00,"C",10.5,4,1,17,19,2020-12-27
2020-12-27 18:19:00,"C",9.5,4,1,18,19,2020-12-27
2020-12-27 19:19:00,"C",8.5,4,1,19,19,2020-12-27
2020-12-27 20:19:00,"C",8,4,1,20,19,2020-12-27
2020-12-27 21:19:00,"C",7.5,4,1,21,19,2020-12-27
2020-12-27 22:19:00,"C",7,4,1,22,19,2020-12-27
2020-12-27 23:19:00,"C",7,4,1,23,19,2020-12-27
2020-12-28 00:19:00,"C",7,4,1,0,19,2020-12-28
2020-12-28 01:19:00,"C",7,4,1,1,19,2020-12-28
2020-12-28 02:19:00,"C",7,4,1,2,19,2020-12-28
2020-12-28 03:19:00,"C",7,4,1,3,19,2020-12-28
2020-12-28 04:19:00,"C",7,4,1,4,19,2020-12-28
2020-12-28 05:19:00,"C",7,4,1,5,19,2020-12-28
2020-12-28 06:19:00,"C",6.5,4,1,6,19,2020-12-28
2020-12-28 07:19:00,"C",7,4,1,7,19,2020-12-28
2020-12-28 08:19:00,"C",7,4,1,8,19,2020-12-28
2020-12-28 09:19:00,"C",9.5,4,1,9,19,2020-12-28
2020-12-28 10:19:00,"C",13.5,4,1,10,19,2020-12-28
2020-12-28 11:19:00,"C",14.5,4,1,11,19,2020-12-28
2020-12-28 12:19:00,"C",14.5,4,1,12,19,2020-12-28
2020-12-28 13:19:00,"C",14.5,4,1,13,19,2020-12-28
2020-12-28 14:19:00,"C",15,4,1,14,19,2020-12-28
2020-12-28 15:19:00,"C",15,4,1,15,19,2020-12-28
2020-12-28 16:19:00,"C",13.5,4,1,16,19,2020-12-28
2020-12-28 17:19:00,"C",12.5,4,1,17,19,2020-12-28
2020-12-28 18:19:00,"C",11.5,4,1,18,19,2020-12-28
2020-12-28 19:19:00,"C",10.5,4,1,19,19,2020-12-28
2020-12-28 20:19:00,"C",9,4,1,20,19,2020-12-28
2020-12-28 21:19:00,"C",8,4,1,21,19,2020-12-28
2020-12-28 22:19:00,"C",7,4,1,22,19,2020-12-28
2020-12-28 23:19:00,"C",6.5,4,1,23,19,2020-12-28
2020-12-29 00:19:00,"C",6,4,1,0,19,2020-12-29
2020-12-29 01:19:00,"C",5,4,1,1,19,2020-12-29
2020-12-29 02:19:00,"C",4.5,4,1,2,19,2020-12-29
2020-12-29 03:19:00,"C",4.5,4,1,3,19,2020-12-29
2020-12-29 04:19:00,"C",4.5,4,1,4,19,2020-12-29
2020-12-29 05:19:00,"C",5,4,1,5,19,2020-12-29
2020-12-29 06:19:00,"C",5,4,1,6,19,2020-12-29
2020-12-29 07:19:00,"C",5,4,1,7,19,2020-12-29
2020-12-29 08:19:00,"C",4.5,4,1,8,19,2020-12-29
2020-12-29 09:19:00,"C",8,4,1,9,19,2020-12-29
2020-12-29 10:19:00,"C",11,4,1,10,19,2020-12-29
2020-12-29 11:19:00,"C",12,4,1,11,19,2020-12-29
2020-12-29 12:19:00,"C",15.5,4,1,12,19,2020-12-29
2020-12-29 13:19:00,"C",16,4,1,13,19,2020-12-29
2020-12-29 14:19:00,"C",15.5,4,1,14,19,2020-12-29
2020-12-29 15:19:00,"C",15,4,1,15,19,2020-12-29
2020-12-29 16:19:00,"C",14.5,4,1,16,19,2020-12-29
