"","Population","Cohort","Old.Block","Old.Replicate","New.Block","New.Position","germdate","Notes","plantdate","germjul","plantjul","days2germ","plantSep","germSep","days2germ2","planted","germinated","water.date","RegermSep","Redays2germ","mean.Temp"
"171","CAAN2",6,2,10,7,"G_09",2021-10-06,"","2020-11-27",279,332,313,87,400,313,1,1,2021-09-15,21,21,21.0304924242424
"172","CAAN1",5,2,6,1,"H_08",2021-10-06,"","2020-11-13",279,318,327,73,400,327,1,1,2021-09-15,21,21,21.0304924242424
"173","CAAN1",6,1,4,8,"D_04",2021-10-07,"","2020-11-27",280,332,314,87,401,314,1,1,2021-09-15,22,22,20.8291666666667
"174","CAAN2",5,2,3,13,"D_16",2021-10-07,"P 10/7","2020-11-13",280,318,328,73,401,328,1,1,2021-09-15,22,22,20.8291666666667
"175","CAAN1",5,2,13,13,"E_12",2021-10-07,"","2020-11-13",280,318,328,73,401,328,1,1,2021-09-15,22,22,20.8291666666667
"176","CAAN2",5,3,1,6,"I_07",2021-10-07,"","2020-11-13",280,318,328,73,401,328,1,1,2021-09-15,22,22,20.8291666666667
"177","STGL1",4,3,4,6,"I_11",2021-10-07,"P 10/7","2020-10-30",280,304,342,59,401,342,1,1,2021-09-15,22,22,20.8291666666667
"178","STGL1",7,1,2,11,"J_09",2021-10-07,"P 10/7","2020-12-11",280,346,300,101,401,300,1,1,2021-09-15,22,22,20.8291666666667
"179","CAAN2",1,3,14,9,"H_07",2021-10-08,"","2020-09-17",281,261,386,16,402,386,1,1,2021-09-15,23,23,20.6194444444444
"180","STDR2",5,2,6,4,"C_03",2021-10-08,"","2020-11-13",281,318,329,73,402,329,1,1,2021-09-15,23,23,20.6194444444444
"181","STTO-BH",5,1,4,4,"G_10",2021-10-08,"","2020-11-13",281,318,329,73,402,329,1,1,2021-09-15,23,23,20.6194444444444
"182","STGL1",6,2,13,11,"D_13",2021-10-08,"","2020-11-27",281,332,315,87,402,315,1,1,2021-09-15,23,23,20.6194444444444
"183","CAIN3",1,2,11,12,"G_03",2021-10-08,"","2020-09-17",281,261,386,16,402,386,1,1,2021-09-15,23,23,20.6194444444444
"184","STPO1",7,3,4,10,"F_16",2021-10-08,"","2020-12-11",281,346,301,101,402,301,1,1,2021-09-15,23,23,20.6194444444444
"185","CAAN1",5,1,15,9,"C_07",2021-10-10,"","2020-11-13",283,318,331,73,404,331,1,1,2021-09-15,25,25,20.3238782051282
"186","CAAN1",4,1,14,4,"B_17",2021-10-10,"","2020-10-30",283,304,345,59,404,345,1,1,2021-09-15,25,25,20.3238782051282
"187","CAAN2",6,3,14,13,"A_16",2021-10-11,"","2020-11-27",284,332,318,87,405,318,1,1,2021-09-15,26,26,20.1515432098766
"188","CAAN1",5,3,6,13,"B_16",2021-10-11,"","2020-11-13",284,318,332,73,405,332,1,1,2021-09-15,26,26,20.1515432098766
"189","STGL1",7,2,9,13,"D_05",2021-10-11,"","2020-12-11",284,346,304,101,405,304,1,1,2021-09-15,26,26,20.1515432098766
"190","CAAN2",6,2,8,9,"E_09",2021-10-11,"","2020-11-27",284,332,318,87,405,318,1,1,2021-09-15,26,26,20.1515432098766
"191","CAAN2",6,3,2,4,"J_16",2021-10-11,"","2020-11-27",284,332,318,87,405,318,1,1,2021-09-15,26,26,20.1515432098766
"192","CAAN2",4,1,3,3,"J_16",2021-10-11,"","2020-10-30",284,304,346,59,405,346,1,1,2021-09-15,26,26,20.1515432098766
"193","STBR3",3,1,3,11,"A_01",2021-10-11,"","2020-10-16",284,290,360,45,405,360,1,1,2021-09-15,26,26,20.1515432098766
"194","CAAN1",5,3,8,12,"J_13",2021-10-11,"","2020-11-13",284,318,332,73,405,332,1,1,2021-09-15,26,26,20.1515432098766
"195","CAAN1",5,3,11,7,"E_08",2021-10-12,"","2020-11-13",285,318,333,73,406,333,1,1,2021-09-15,27,27,19.9598214285714
"196","CAAN2",6,1,9,7,"G_15",2021-10-12,"","2020-11-27",285,332,319,87,406,319,1,1,2021-09-15,27,27,19.9598214285714
"197","STDI",2,3,6,5,"J_19",2021-10-12,"","2020-10-02",285,276,375,31,406,375,1,1,2021-09-15,27,27,19.9598214285714
"198","STGL1",7,3,15,13,"E_17",2021-10-12,"","2020-12-11",285,346,305,101,406,305,1,1,2021-09-15,27,27,19.9598214285714
"199","STGL1",7,1,1,6,"G_10",2021-10-12,"","2020-12-11",285,346,305,101,406,305,1,1,2021-09-15,27,27,19.9598214285714
"200","CAAN2",6,2,5,1,"A_12",2021-10-12,"","2020-11-27",285,332,319,87,406,319,1,1,2021-09-15,27,27,19.9598214285714
"201","STPO1",7,3,13,1,"F_05",2021-10-12,"","2020-12-11",285,346,305,101,406,305,1,1,2021-09-15,27,27,19.9598214285714
"202","CAAN1",1,3,4,4,"J_04",2021-10-12,"","2020-09-17",285,261,390,16,406,390,1,1,2021-09-15,27,27,19.9598214285714
"203","STPO1",6,2,5,12,"B_20",2021-10-12,"","2020-11-27",285,332,319,87,406,319,1,1,2021-09-15,27,27,19.9598214285714
"204","STIN",7,1,1,5,"F_14",2021-10-13,"","2020-12-11",286,346,306,101,407,306,1,1,2021-09-15,28,28,19.8216954022989
"205","CAAN1",5,3,5,8,"C_05",2021-10-13,"","2020-11-13",286,318,334,73,407,334,1,1,2021-09-15,28,28,19.8216954022989
"206","STGL1",7,1,13,8,"F_15",2021-10-13,"","2020-12-11",286,346,306,101,407,306,1,1,2021-09-15,28,28,19.8216954022989
"207","STGL1",7,2,13,6,"G_18",2021-10-13,"","2020-12-11",286,346,306,101,407,306,1,1,2021-09-15,28,28,19.8216954022989
"208","STIN",7,1,13,9,"I_20",2021-10-13,"","2020-12-11",286,346,306,101,407,306,1,1,2021-09-15,28,28,19.8216954022989
"209","CAAN1",6,1,5,9,"J_11",2021-10-13,"","2020-11-27",286,332,320,87,407,320,1,1,2021-09-15,28,28,19.8216954022989
"210","CAAN2",1,2,7,9,"J_18",2021-10-13,"","2020-09-17",286,261,391,16,407,391,1,1,2021-09-15,28,28,19.8216954022989
"211","STGL1",5,2,7,1,"B_18",2021-10-13,"","2020-11-13",286,318,334,73,407,334,1,1,2021-09-15,28,28,19.8216954022989
"212","CAAN1",2,3,13,1,"G_17",2021-10-13,"","2020-10-02",286,276,376,31,407,376,1,1,2021-09-15,28,28,19.8216954022989
"213","CAAN1",1,2,6,1,"H_02",2021-10-13,"","2020-09-17",286,261,391,16,407,391,1,1,2021-09-15,28,28,19.8216954022989
"214","STTO-BH",4,1,9,3,"B_07",2021-10-13,"","2020-10-30",286,304,348,59,407,348,1,1,2021-09-15,28,28,19.8216954022989
"215","STPO1",7,3,3,3,"F_05",2021-10-13,"","2020-12-11",286,346,306,101,407,306,1,1,2021-09-15,28,28,19.8216954022989
"216","STPO1",6,1,2,3,"H_16",2021-10-13,"","2020-11-27",286,332,320,87,407,320,1,1,2021-09-15,28,28,19.8216954022989
"217","STGL1",7,3,10,3,"I_12",2021-10-13,"","2020-12-11",286,346,306,101,407,306,1,1,2021-09-15,28,28,19.8216954022989
"218","STPO1",6,3,4,12,"G_19",2021-10-13,"","2020-11-27",286,332,320,87,407,320,1,1,2021-09-15,28,28,19.8216954022989
"219","STGL1",5,2,15,10,"H_19",2021-10-13,"","2020-11-13",286,318,334,73,407,334,1,1,2021-09-15,28,28,19.8216954022989
"220","STGL1",7,1,10,6,"C_10",2021-10-14,"","2020-12-11",287,346,307,101,408,307,1,1,2021-09-15,29,29,19.7211111111111
"221","CAAN1",1,1,8,9,"B_15",2021-10-14,"","2020-09-17",287,261,392,16,408,392,1,1,2021-09-15,29,29,19.7211111111111
"222","STGL1",5,1,2,9,"C_13",2021-10-14,"","2020-11-13",287,318,335,73,408,335,1,1,2021-09-15,29,29,19.7211111111111
"223","STGL1",4,1,7,2,"B_10",2021-10-14,"","2020-10-30",287,304,349,59,408,349,1,1,2021-09-15,29,29,19.7211111111111
"224","STGL1",7,2,11,11,"J_11",2021-10-14,"","2020-12-11",287,346,307,101,408,307,1,1,2021-09-15,29,29,19.7211111111111
"225","STGL1",6,1,12,12,"E_02",2021-10-14,"","2020-11-27",287,332,321,87,408,321,1,1,2021-09-15,29,29,19.7211111111111
"226","CAAN1",7,3,3,10,"C_14",2021-10-14,"","2020-12-11",287,346,307,101,408,307,1,1,2021-09-15,29,29,19.7211111111111
"227","STBR3",6,2,6,5,"B_09",2021-10-15,"","2020-11-27",288,332,322,87,409,322,1,1,2021-09-15,30,30,19.6245967741935
"228","STBR3",6,1,9,6,"G_09",2021-10-15,"","2020-11-27",288,332,322,87,409,322,1,1,2021-09-15,30,30,19.6245967741935
"229","STGL1",5,2,14,6,"H_15",2021-10-15,"","2020-11-13",288,318,336,73,409,336,1,1,2021-09-15,30,30,19.6245967741935
"230","CAAN1",3,3,1,1,"C_20",2021-10-15,"","2020-10-16",288,290,364,45,409,364,1,1,2021-09-15,30,30,19.6245967741935
"231","STGL1",7,1,12,1,"D_17",2021-10-15,"","2020-12-11",288,346,308,101,409,308,1,1,2021-09-15,30,30,19.6245967741935
"232","STGL1",7,3,6,3,"H_07",2021-10-15,"","2020-12-11",288,346,308,101,409,308,1,1,2021-09-15,30,30,19.6245967741935
"233","STGL1",7,3,16,5,"A_03",2021-10-16,"","2020-12-11",289,346,309,101,410,309,1,1,2021-09-15,31,31,19.5111979166667
"234","STDR2",5,1,1,8,"I_10",2021-10-16,"","2020-11-13",289,318,337,73,410,337,1,1,2021-09-15,31,31,19.5111979166667
"235","STGL1",6,3,6,13,"E_16",2021-10-16,"","2020-11-27",289,332,323,87,410,323,1,1,2021-09-15,31,31,19.5111979166667
"236","CACO1",6,3,4,4,"F_18",2021-10-16,"","2020-11-27",289,332,323,87,410,323,1,1,2021-09-15,31,31,19.5111979166667
"237","STGL1",5,1,16,5,"C_10",2021-10-18,"","2020-11-13",291,318,339,73,412,339,1,1,2021-09-15,33,33,19.1763480392157
"238","STDI",7,3,13,5,"I_16",2021-10-18,"","2020-12-11",291,346,311,101,412,311,1,1,2021-09-15,33,33,19.1763480392157
"239","STBR3",6,2,1,8,"E_12",2021-10-18,"","2020-11-27",291,332,325,87,412,325,1,1,2021-09-15,33,33,19.1763480392157
"240","STGL1",5,3,3,8,"F_14",2021-10-18,"","2020-11-13",291,318,339,73,412,339,1,1,2021-09-15,33,33,19.1763480392157
"241","STGL1",3,3,2,6,"A_09",2021-10-18,"","2020-10-16",291,290,367,45,412,367,1,1,2021-09-15,33,33,19.1763480392157
"242","STIN",5,3,3,4,"F_08",2021-10-18,"","2020-11-13",291,318,339,73,412,339,1,1,2021-09-15,33,33,19.1763480392157
"243","CAAN2",1,2,11,4,"J_02",2021-10-18,"","2020-09-17",291,261,396,16,412,396,1,1,2021-09-15,33,33,19.1763480392157
"244","STGL1",6,3,16,3,"D_19",2021-10-18,"","2020-11-27",291,332,325,87,412,325,1,1,2021-09-15,33,33,19.1763480392157
"245","STDI",3,3,10,11,"E_14",2021-10-18,"","2020-10-16",291,290,367,45,412,367,1,1,2021-09-15,33,33,19.1763480392157
"246","blank",3,2,4,8,"F_08",2021-10-21,"","2020-10-16",294,290,370,45,415,370,1,1,2021-09-15,36,36,18.8243243243243
"247","CAAN1",4,3,15,6,"D_05",2021-10-21,"","2020-10-30",294,304,356,59,415,356,1,1,2021-09-15,36,36,18.8243243243243
"248","CAAN2",5,1,2,9,"F_03",2021-10-21,"","2020-11-13",294,318,342,73,415,342,1,1,2021-09-15,36,36,18.8243243243243
"249","CAAN2",6,1,3,11,"B_11",2021-10-21,"","2020-11-27",294,332,328,87,415,328,1,1,2021-09-15,36,36,18.8243243243243
"250","CAAN2",5,3,9,7,"B_01",2021-10-22,"2 seedlings","2020-11-13",295,318,343,73,416,343,1,1,2021-09-15,37,37,18.7866228070175
"251","CAAN1",5,3,16,7,"C_11",2021-10-22,"","2020-11-13",295,318,343,73,416,343,1,1,2021-09-15,37,37,18.7866228070175
"252","CAAN2",6,1,13,7,"J_10",2021-10-22,"","2020-11-27",295,332,329,87,416,329,1,1,2021-09-15,37,37,18.7866228070175
"253","CAAN1",2,1,10,9,"F_06",2021-10-22,"","2020-10-02",295,276,385,31,416,385,1,1,2021-09-15,37,37,18.7866228070175
"254","CAAN2",6,1,14,1,"G_01",2021-10-22,"","2020-11-27",295,332,329,87,416,329,1,1,2021-09-15,37,37,18.7866228070175
"255","CAAN2",2,2,2,1,"H_11",2021-10-22,"","2020-10-02",295,276,385,31,416,385,1,1,2021-09-15,37,37,18.7866228070175
"256","CAAM-GB",2,2,5,1,"J_01",2021-10-22,"","2020-10-02",295,276,385,31,416,385,1,1,2021-09-15,37,37,18.7866228070175
"257","CAAN2",3,2,12,2,"C_01",2021-10-22,"","2020-10-16",295,290,371,45,416,371,1,1,2021-09-15,37,37,18.7866228070175
"258","CAAN2",4,1,7,2,"I_13",2021-10-22,"","2020-10-30",295,304,357,59,416,357,1,1,2021-09-15,37,37,18.7866228070175
"259","STBR3",6,2,10,3,"C_18",2021-10-22,"","2020-11-27",295,332,329,87,416,329,1,1,2021-09-15,37,37,18.7866228070175
"260","CAAN2",5,3,16,3,"J_14",2021-10-22,"","2020-11-13",295,318,343,73,416,343,1,1,2021-09-15,37,37,18.7866228070175
"261","STGL1",7,3,13,11,"F_09",2021-10-22,"","2020-12-11",295,346,315,101,416,315,1,1,2021-09-15,37,37,18.7866228070175
"262","CAAN1",1,2,12,11,"H_10",2021-10-22,"","2020-09-17",295,261,400,16,416,400,1,1,2021-09-15,37,37,18.7866228070175
"263","STGL1",1,2,3,12,"G_10",2021-10-22,"","2020-09-17",295,261,400,16,416,400,1,1,2021-09-15,37,37,18.7866228070175
"264","CAAM-GB",1,3,7,10,"I_10",2021-10-22,"","2020-09-17",295,261,400,16,416,400,1,1,2021-09-15,37,37,18.7866228070175
"265","STGL1",2,2,13,7,"D_04",2021-10-23,"","2020-10-02",296,276,386,31,417,386,1,1,2021-09-15,38,38,18.6824786324786
"266","STDI",6,1,14,7,"J_03",2021-10-23,"","2020-11-27",296,332,330,87,417,330,1,1,2021-09-15,38,38,18.6824786324786
"267","CAAN1",1,2,4,7,"J_04",2021-10-23,"","2020-09-17",296,261,401,16,417,401,1,1,2021-09-15,38,38,18.6824786324786
"268","STGL1",5,2,3,5,"A_17",2021-10-23,"","2020-11-13",296,318,344,73,417,344,1,1,2021-09-15,38,38,18.6824786324786
"269","STGL1",6,2,12,5,"C_12",2021-10-23,"","2020-11-27",296,332,330,87,417,330,1,1,2021-09-15,38,38,18.6824786324786
"270","STDI",6,2,11,5,"I_18",2021-10-23,"","2020-11-27",296,332,330,87,417,330,1,1,2021-09-15,38,38,18.6824786324786
"271","CAAN2",4,1,15,8,"H_20",2021-10-23,"","2020-10-30",296,304,358,59,417,358,1,1,2021-09-15,38,38,18.6824786324786
"272","STGL1",5,3,9,13,"B_02",2021-10-23,"","2020-11-13",296,318,344,73,417,344,1,1,2021-09-15,38,38,18.6824786324786
"273","STGL1",5,3,5,13,"B_05",2021-10-23,"","2020-11-13",296,318,344,73,417,344,1,1,2021-09-15,38,38,18.6824786324786
"274","STPO1",6,2,12,13,"E_07",2021-10-23,"","2020-11-27",296,332,330,87,417,330,1,1,2021-09-15,38,38,18.6824786324786
"275","STGL1",5,1,6,6,"B_11",2021-10-23,"","2020-11-13",296,318,344,73,417,344,1,1,2021-09-15,38,38,18.6824786324786
"276","STGL1",7,2,8,6,"E_04",2021-10-23,"","2020-12-11",296,346,316,101,417,316,1,1,2021-09-15,38,38,18.6824786324786
"277","STGL1",3,2,4,6,"F_19",2021-10-23,"","2020-10-16",296,290,372,45,417,372,1,1,2021-09-15,38,38,18.6824786324786
"278","CAAN2",5,2,10,9,"C_19",2021-10-23,"","2020-11-13",296,318,344,73,417,344,1,1,2021-09-15,38,38,18.6824786324786
"279","STGL1",2,1,3,1,"A_04",2021-10-23,"","2020-10-02",296,276,386,31,417,386,1,1,2021-09-15,38,38,18.6824786324786
"280","STPO1",6,3,2,1,"B_08",2021-10-23,"","2020-11-27",296,332,330,87,417,330,1,1,2021-09-15,38,38,18.6824786324786
"281","CAAN1",2,1,9,1,"F_19",2021-10-23,"","2020-10-02",296,276,386,31,417,386,1,1,2021-09-15,38,38,18.6824786324786
"282","STGL1",5,1,12,4,"A_01",2021-10-23,"","2020-11-13",296,318,344,73,417,344,1,1,2021-09-15,38,38,18.6824786324786
"283","STGL1",1,3,9,4,"A_06",2021-10-23,"","2020-09-17",296,261,401,16,417,401,1,1,2021-09-15,38,38,18.6824786324786
"284","blank",6,2,4,4,"B_18",2021-10-23,"","2020-11-27",296,332,330,87,417,330,1,1,2021-09-15,38,38,18.6824786324786
"285","CAAN1",6,2,10,4,"C_10",2021-10-23,"","2020-11-27",296,332,330,87,417,330,1,1,2021-09-15,38,38,18.6824786324786
"286","STGL1",7,3,8,4,"G_12",2021-10-23,"","2020-12-11",296,346,316,101,417,316,1,1,2021-09-15,38,38,18.6824786324786
"287","CAAN2",6,2,14,10,"J_19",2021-10-23,"","2020-11-27",296,332,330,87,417,330,1,1,2021-09-15,38,38,18.6824786324786
"288","STIN",5,3,16,7,"B_16",2021-10-25,"","2020-11-13",298,318,346,73,419,346,1,1,2021-09-15,40,40,18.480081300813
"289","STPO1",6,2,16,5,"J_07",2021-10-25,"","2020-11-27",298,332,332,87,419,332,1,1,2021-09-15,40,40,18.480081300813
"290","STBR3",6,3,9,13,"B_08",2021-10-25,"","2020-11-27",298,332,332,87,419,332,1,1,2021-09-15,40,40,18.480081300813
"291","STBR3",6,2,2,6,"J_14",2021-10-25,"","2020-11-27",298,332,332,87,419,332,1,1,2021-09-15,40,40,18.480081300813
"292","STGL1",4,3,7,9,"A_15",2021-10-25,"P 10/28","2020-10-30",298,304,360,59,419,360,1,1,2021-09-15,40,40,18.480081300813
"293","STGL1",3,1,2,9,"D_20",2021-10-25,"P 10/28","2020-10-16",298,290,374,45,419,374,1,1,2021-09-15,40,40,18.480081300813
"294","STBR3",6,3,4,2,"A_03",2021-10-25,"","2020-11-27",298,332,332,87,419,332,1,1,2021-09-15,40,40,18.480081300813
"295","STGL1",1,2,8,3,"F_08",2021-10-25,"P 10/28","2020-09-17",298,261,403,16,419,403,1,1,2021-09-15,40,40,18.480081300813
"296","STGL1",5,3,12,3,"G_15",2021-10-25,"P 10/28","2020-11-13",298,318,346,73,419,346,1,1,2021-09-15,40,40,18.480081300813
"297","STBR3",6,1,10,12,"F_19",2021-10-25,"","2020-11-27",298,332,332,87,419,332,1,1,2021-09-15,40,40,18.480081300813
"298","CAIN3",1,2,8,10,"D_20",2021-10-25,"","2020-09-17",298,261,403,16,419,403,1,1,2021-09-15,40,40,18.480081300813
"299","STGL1",6,3,5,10,"J_20",2021-10-25,"P 10/28","2020-11-27",298,332,332,87,419,332,1,1,2021-09-15,40,40,18.480081300813
"300","CAAM-GB",1,2,9,5,"E_07",2021-10-26,"","2020-09-17",299,261,404,16,420,404,1,1,2021-09-15,41,41,18.3913690476191
"301","STGL1",7,3,7,8,"A_05",2021-10-26,"P 11/2","2020-12-11",299,346,319,101,420,319,1,1,2021-09-15,41,41,18.3913690476191
"302","CAIN3",5,3,7,5,"H_01",2021-10-27,"P 11/2","2020-11-13",300,318,348,73,421,348,1,1,2021-09-15,42,42,18.3559108527132
"303","STDI",1,3,16,13,"C_09",2021-10-27,"11/2 P","2020-09-17",300,261,405,16,421,405,1,1,2021-09-15,42,42,18.3559108527132
"304","CAAN1",5,3,3,9,"H_02",2021-10-27,"11/2 P","2020-11-13",300,318,348,73,421,348,1,1,2021-09-15,42,42,18.3559108527132
"305","CAAN2",5,3,4,3,"H_01",2021-10-27,"P 10/28","2020-11-13",300,318,348,73,421,348,1,1,2021-09-15,42,42,18.3559108527132
"306","CAAN1",1,3,8,3,"H_02",2021-10-27,"P 10/28","2020-09-17",300,261,405,16,421,405,1,1,2021-09-15,42,42,18.3559108527132
"307","STGL1",1,2,16,3,"I_08",2021-10-27,"P 10/28","2020-09-17",300,261,405,16,421,405,1,1,2021-09-15,42,42,18.3559108527132
"308","STGL1",1,2,4,3,"J_07",2021-10-27,"P 28","2020-09-17",300,261,405,16,421,405,1,1,2021-09-15,42,42,18.3559108527132
"309","STGL1",7,1,8,10,"F_04",2021-10-27,"P 10/28","2020-12-11",300,346,320,101,421,320,1,1,2021-09-15,42,42,18.3559108527132
"310","STDI",6,1,16,7,"A_02",2021-10-28,"","2020-11-27",301,332,335,87,422,335,1,1,2021-09-15,43,43,18.3323863636364
"311","CAAM-GB",5,3,1,5,"A_09",2021-10-28,"","2020-11-13",301,318,349,73,422,349,1,1,2021-09-15,43,43,18.3323863636364
"312","STBR3",6,3,7,2,"G_03",2021-10-28,"P 10/28","2020-11-27",301,332,335,87,422,335,1,1,2021-09-15,43,43,18.3323863636364
"313","CAAM-GB",4,2,3,2,"H_12",2021-10-28,"","2020-10-30",301,304,363,59,422,363,1,1,2021-09-15,43,43,18.3323863636364
"314","STGL1",6,3,11,4,"H_18",2021-10-28,"P 10/28","2020-11-27",301,332,335,87,422,335,1,1,2021-09-15,43,43,18.3323863636364
"315","STGL1",3,1,3,9,"C_14",2021-10-29,"","2020-10-16",302,290,378,45,423,378,1,1,2021-09-15,44,44,18.2915740740741
"316","CAAN1",1,3,5,1,"B_03",2021-10-29,"P 11/2","2020-09-17",302,261,407,16,423,407,1,1,2021-09-15,44,44,18.2915740740741
"317","CAAN1",4,2,14,5,"D_20",2021-10-30,"P 11/2","2020-10-30",303,304,365,59,424,365,1,1,2021-09-15,45,45,18.2557971014493
"318","STDR2",5,1,4,6,"A_13",2021-10-30,"","2020-11-13",303,318,351,73,424,351,1,1,2021-09-15,45,45,18.2557971014493
"319","CAAM-GB",4,1,1,5,"F_08",2021-11-01,"","2020-10-30",305,304,367,59,426,367,1,1,2021-09-15,47,47,18.1088541666667
"320","CAAN2",2,2,6,2,"D_11",2021-11-01,"","2020-10-02",305,276,395,31,426,395,1,1,2021-09-15,47,47,18.1088541666667
"321","STGL1",6,1,13,13,"B_11",2021-11-02,"","2020-11-27",306,332,340,87,427,340,1,1,2021-09-15,48,48,18.0805272108843
"322","STGL1",5,3,2,1,"I_18",2021-11-02,"","2020-11-13",306,318,354,73,427,354,1,1,2021-09-15,48,48,18.0805272108843
"323","STGL1",7,3,2,10,"A_12",2021-11-02,"","2020-12-11",306,346,326,101,427,326,1,1,2021-09-15,48,48,18.0805272108843
"324","STDI",7,2,6,10,"A_18",2021-11-02,"","2020-12-11",306,346,326,101,427,326,1,1,2021-09-15,48,48,18.0805272108843
"325","STPO1",7,3,8,10,"A_06",2021-11-03,"","2020-12-11",307,346,327,101,428,327,1,1,2021-09-15,49,49,18.0379166666667
"326","STDR2",4,1,2,2,"F_06",2021-11-04,"","2020-10-30",308,304,370,59,429,370,1,1,2021-09-15,50,50,18.0112689857913
"327","STGL1",5,2,9,11,"C_20",2021-11-04,"","2020-11-13",308,318,356,73,429,356,1,1,2021-09-15,50,50,18.0112689857913
"328","STGL1",6,3,10,11,"G_20",2021-11-04,"","2020-11-27",308,332,342,87,429,342,1,1,2021-09-15,50,50,18.0112689857913
"329","CAAN2",6,3,9,1,"C_16",2021-11-08,"","2020-11-27",312,332,346,87,433,346,1,1,2021-09-15,54,54,17.5687802663438
"330","STGL1",7,2,7,7,"J_06",2021-11-10,"","2020-12-11",314,346,334,101,435,334,1,1,2021-09-15,56,56,17.4291764018691
"331","STDR2",5,1,13,3,"I_11",2021-11-22,"","2020-11-13",326,318,374,73,447,374,1,1,2021-09-15,68,68,16.5410834942085
"332","CAAM-GB",5,1,9,2,"I_03",2021-11-29,"","2020-11-13",333,318,381,73,454,381,1,1,2021-09-15,75,75,16.0566936897459
"333","CAAN2",3,3,1,4,"B_14",2021-11-29,"","2020-10-16",333,290,409,45,454,409,1,1,2021-09-15,75,75,16.0566936897459
"334","CAAN1",5,3,12,2,"G_19",2021-12-06,"","2020-11-13",340,318,388,73,461,388,1,1,2021-09-15,82,82,15.6005216693419
"335","STBR3",3,3,8,7,"A_01",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"336","STDI",5,2,4,7,"A_03",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"337","STIN",4,2,15,7,"A_05",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"338","CAIN3",2,2,16,7,"A_06",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"339","CAAM-GB",6,3,13,7,"A_07",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"340","STDR2",7,3,4,7,"A_08",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"341","CAIN3",7,1,9,7,"A_09",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"342","CAIN4",2,3,11,7,"A_11",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"343","STDI",6,3,8,7,"A_12",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"344","CAIN3",7,3,6,7,"A_13",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"345","CAAM-GB",5,2,1,7,"A_14",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"346","STDR2",4,3,11,7,"A_15",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"347","CAAN1",6,1,6,7,"A_16",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"348","STDI",4,1,16,7,"A_17",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"349","STTO-BH",7,3,11,7,"A_18",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"350","STDR2",4,1,6,7,"A_19",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"351","CAIN3",2,3,11,7,"A_20",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"352","STGL1",4,2,5,7,"B_02",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"353","STDI",6,2,2,7,"B_03",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"354","CAIN4",3,1,4,7,"B_05",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"355","CAIN4",6,1,7,7,"B_06",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"356","CAAN1",6,3,15,7,"B_07",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"357","STDR2",4,3,3,7,"B_08",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"358","CAAM-GB",5,3,10,7,"B_09",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"359","STPO1",2,1,6,7,"B_10",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"360","CAAN1",3,3,5,7,"B_11",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"361","STIN",6,1,12,7,"B_12",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
