Date.Time,Unit,temp,block,hour,minute,Date
11/10/21 15:59,C,17.5,4,15,59,11/10/21
11/10/21 16:59,C,16.5,4,16,59,11/10/21
11/10/21 17:59,C,15.5,4,17,59,11/10/21
11/10/21 18:59,C,14.5,4,18,59,11/10/21
11/10/21 19:59,C,14,4,19,59,11/10/21
11/10/21 20:59,C,13.5,4,20,59,11/10/21
11/10/21 21:59,C,13,4,21,59,11/10/21
11/10/21 22:59,C,12.5,4,22,59,11/10/21
11/10/21 23:59,C,12,4,23,59,11/10/21
11/11/21 0:59,C,12,4,0,59,11/11/21
11/11/21 1:59,C,11.5,4,1,59,11/11/21
11/11/21 2:59,C,11,4,2,59,11/11/21
11/11/21 3:59,C,10.5,4,3,59,11/11/21
11/11/21 4:59,C,10,4,4,59,11/11/21
11/11/21 5:59,C,9.5,4,5,59,11/11/21
11/11/21 6:59,C,9,4,6,59,11/11/21
11/11/21 7:59,C,9.5,4,7,59,11/11/21
11/11/21 8:59,C,12.5,4,8,59,11/11/21
11/11/21 9:59,C,15.5,4,9,59,11/11/21
11/11/21 10:59,C,18,4,10,59,11/11/21
11/11/21 11:59,C,19.5,4,11,59,11/11/21
11/11/21 12:59,C,21,4,12,59,11/11/21
11/11/21 13:59,C,21,4,13,59,11/11/21
11/11/21 14:59,C,21,4,14,59,11/11/21
11/11/21 15:59,C,20,4,15,59,11/11/21
11/11/21 16:59,C,18,4,16,59,11/11/21
11/11/21 17:59,C,16.5,4,17,59,11/11/21
11/11/21 18:59,C,15,4,18,59,11/11/21
11/11/21 19:59,C,14,4,19,59,11/11/21
11/11/21 20:59,C,13,4,20,59,11/11/21
11/11/21 21:59,C,12.5,4,21,59,11/11/21
11/11/21 22:59,C,12,4,22,59,11/11/21
11/11/21 23:59,C,12,4,23,59,11/11/21
11/12/21 0:59,C,11.5,4,0,59,11/12/21
11/12/21 1:59,C,11,4,1,59,11/12/21
11/12/21 2:59,C,10.5,4,2,59,11/12/21
11/12/21 3:59,C,10,4,3,59,11/12/21
11/12/21 4:59,C,9.5,4,4,59,11/12/21
11/12/21 5:59,C,9.5,4,5,59,11/12/21
11/12/21 6:59,C,9.5,4,6,59,11/12/21
11/12/21 7:59,C,10,4,7,59,11/12/21
11/12/21 8:59,C,11.5,4,8,59,11/12/21
11/12/21 9:59,C,13,4,9,59,11/12/21
11/12/21 10:59,C,14,4,10,59,11/12/21
11/12/21 11:59,C,15.5,4,11,59,11/12/21
11/12/21 12:59,C,16.5,4,12,59,11/12/21
11/12/21 13:59,C,17.5,4,13,59,11/12/21
11/12/21 14:59,C,17,4,14,59,11/12/21
11/12/21 15:59,C,17,4,15,59,11/12/21
11/12/21 16:59,C,15.5,4,16,59,11/12/21
11/12/21 17:59,C,14.5,4,17,59,11/12/21
11/12/21 18:59,C,14,4,18,59,11/12/21
11/12/21 19:59,C,13.5,4,19,59,11/12/21
11/12/21 20:59,C,13,4,20,59,11/12/21
11/12/21 21:59,C,12.5,4,21,59,11/12/21
11/12/21 22:59,C,12,4,22,59,11/12/21
11/12/21 23:59,C,12,4,23,59,11/12/21
11/13/21 0:59,C,11.5,4,0,59,11/13/21
11/13/21 1:59,C,11.5,4,1,59,11/13/21
11/13/21 2:59,C,11,4,2,59,11/13/21
11/13/21 3:59,C,11,4,3,59,11/13/21
11/13/21 4:59,C,10.5,4,4,59,11/13/21
11/13/21 5:59,C,10.5,4,5,59,11/13/21
11/13/21 6:59,C,10.5,4,6,59,11/13/21
11/13/21 7:59,C,11,4,7,59,11/13/21
11/13/21 8:59,C,11.5,4,8,59,11/13/21
11/13/21 9:59,C,12.5,4,9,59,11/13/21
11/13/21 10:59,C,13,4,10,59,11/13/21
11/13/21 11:59,C,15,4,11,59,11/13/21
11/13/21 12:59,C,17.5,4,12,59,11/13/21
11/13/21 13:59,C,18,4,13,59,11/13/21
11/13/21 14:59,C,18.5,4,14,59,11/13/21
11/13/21 15:59,C,17.5,4,15,59,11/13/21
11/13/21 16:59,C,16,4,16,59,11/13/21
11/13/21 17:59,C,14.5,4,17,59,11/13/21
11/13/21 18:59,C,13.5,4,18,59,11/13/21
11/13/21 19:59,C,13,4,19,59,11/13/21
11/13/21 20:59,C,12.5,4,20,59,11/13/21
11/13/21 21:59,C,12,4,21,59,11/13/21
11/13/21 22:59,C,12,4,22,59,11/13/21
11/13/21 23:59,C,11.5,4,23,59,11/13/21
11/14/21 0:59,C,11.5,4,0,59,11/14/21
11/14/21 1:59,C,11.5,4,1,59,11/14/21
11/14/21 2:59,C,11.5,4,2,59,11/14/21
11/14/21 3:59,C,11,4,3,59,11/14/21
11/14/21 4:59,C,11,4,4,59,11/14/21
11/14/21 5:59,C,11,4,5,59,11/14/21
11/14/21 6:59,C,10.5,4,6,59,11/14/21
11/14/21 7:59,C,11,4,7,59,11/14/21
11/14/21 8:59,C,11.5,4,8,59,11/14/21
11/14/21 9:59,C,12,4,9,59,11/14/21
11/14/21 10:59,C,12.5,4,10,59,11/14/21
11/14/21 11:59,C,13,4,11,59,11/14/21
11/14/21 12:59,C,13.5,4,12,59,11/14/21
11/14/21 13:59,C,14,4,13,59,11/14/21
11/14/21 14:59,C,14,4,14,59,11/14/21
11/14/21 15:59,C,13.5,4,15,59,11/14/21
11/14/21 16:59,C,12.5,4,16,59,11/14/21
11/14/21 17:59,C,12.5,4,17,59,11/14/21
11/14/21 18:59,C,12,4,18,59,11/14/21
11/14/21 19:59,C,12,4,19,59,11/14/21
11/14/21 20:59,C,12,4,20,59,11/14/21
11/14/21 21:59,C,11.5,4,21,59,11/14/21
11/14/21 22:59,C,11.5,4,22,59,11/14/21
11/14/21 23:59,C,11.5,4,23,59,11/14/21
11/15/21 0:59,C,11.5,4,0,59,11/15/21
11/15/21 1:59,C,11.5,4,1,59,11/15/21
11/15/21 2:59,C,11,4,2,59,11/15/21
11/15/21 3:59,C,11,4,3,59,11/15/21
11/15/21 4:59,C,11,4,4,59,11/15/21
11/15/21 5:59,C,11,4,5,59,11/15/21
11/15/21 6:59,C,11,4,6,59,11/15/21
11/15/21 7:59,C,11.5,4,7,59,11/15/21
11/15/21 8:59,C,12,4,8,59,11/15/21
11/15/21 9:59,C,12.5,4,9,59,11/15/21
11/15/21 10:59,C,13,4,10,59,11/15/21
11/15/21 11:59,C,14,4,11,59,11/15/21
11/15/21 12:59,C,14.5,4,12,59,11/15/21
11/15/21 13:59,C,14.5,4,13,59,11/15/21
11/15/21 14:59,C,14.5,4,14,59,11/15/21
11/15/21 15:59,C,14,4,15,59,11/15/21
11/15/21 16:59,C,13.5,4,16,59,11/15/21
11/15/21 17:59,C,13,4,17,59,11/15/21
11/15/21 18:59,C,13,4,18,59,11/15/21
11/15/21 19:59,C,12.5,4,19,59,11/15/21
11/15/21 20:59,C,12.5,4,20,59,11/15/21
11/15/21 21:59,C,12.5,4,21,59,11/15/21
11/15/21 22:59,C,12,4,22,59,11/15/21
11/15/21 23:59,C,12,4,23,59,11/15/21
11/16/21 0:59,C,12,4,0,59,11/16/21
11/16/21 1:59,C,12,4,1,59,11/16/21
11/16/21 2:59,C,12,4,2,59,11/16/21
11/16/21 3:59,C,12,4,3,59,11/16/21
11/16/21 4:59,C,11.5,4,4,59,11/16/21
11/16/21 5:59,C,11,4,5,59,11/16/21
11/16/21 6:59,C,11,4,6,59,11/16/21
11/16/21 7:59,C,11,4,7,59,11/16/21
11/16/21 8:59,C,11.5,4,8,59,11/16/21
11/16/21 9:59,C,12,4,9,59,11/16/21
11/16/21 10:59,C,14.5,4,10,59,11/16/21
11/16/21 11:59,C,16.5,4,11,59,11/16/21
11/16/21 12:59,C,18,4,12,59,11/16/21
11/16/21 13:59,C,17.5,4,13,59,11/16/21
11/16/21 14:59,C,17,4,14,59,11/16/21
11/16/21 15:59,C,16,4,15,59,11/16/21
11/16/21 16:59,C,15,4,16,59,11/16/21
11/16/21 17:59,C,14,4,17,59,11/16/21
11/16/21 18:59,C,13,4,18,59,11/16/21
11/16/21 19:59,C,12.5,4,19,59,11/16/21
11/16/21 20:59,C,12,4,20,59,11/16/21
11/16/21 21:59,C,11.5,4,21,59,11/16/21
11/16/21 22:59,C,10.5,4,22,59,11/16/21
11/16/21 23:59,C,10,4,23,59,11/16/21
11/17/21 0:59,C,9,4,0,59,11/17/21
11/17/21 1:59,C,9,4,1,59,11/17/21
11/17/21 2:59,C,8.5,4,2,59,11/17/21
11/17/21 3:59,C,8,4,3,59,11/17/21
11/17/21 4:59,C,7,4,4,59,11/17/21
11/17/21 5:59,C,6.5,4,5,59,11/17/21
11/17/21 6:59,C,6,4,6,59,11/17/21
11/17/21 7:59,C,6,4,7,59,11/17/21
11/17/21 8:59,C,8,4,8,59,11/17/21
11/17/21 9:59,C,11,4,9,59,11/17/21
11/17/21 10:59,C,14.5,4,10,59,11/17/21
11/17/21 11:59,C,17,4,11,59,11/17/21
11/17/21 12:59,C,17.5,4,12,59,11/17/21
11/17/21 13:59,C,18,4,13,59,11/17/21
11/17/21 14:59,C,17.5,4,14,59,11/17/21
11/17/21 15:59,C,16.5,4,15,59,11/17/21
11/17/21 16:59,C,15,4,16,59,11/17/21
11/17/21 17:59,C,13.5,4,17,59,11/17/21
11/17/21 18:59,C,12,4,18,59,11/17/21
11/17/21 19:59,C,11,4,19,59,11/17/21
11/17/21 20:59,C,10,4,20,59,11/17/21
11/17/21 21:59,C,9.5,4,21,59,11/17/21
11/17/21 22:59,C,9,4,22,59,11/17/21
11/17/21 23:59,C,8.5,4,23,59,11/17/21
11/18/21 0:59,C,8,4,0,59,11/18/21
11/18/21 1:59,C,7.5,4,1,59,11/18/21
11/18/21 2:59,C,7,4,2,59,11/18/21
11/18/21 3:59,C,7,4,3,59,11/18/21
11/18/21 4:59,C,7,4,4,59,11/18/21
11/18/21 5:59,C,6.5,4,5,59,11/18/21
11/18/21 6:59,C,6.5,4,6,59,11/18/21
11/18/21 7:59,C,7,4,7,59,11/18/21
11/18/21 8:59,C,9,4,8,59,11/18/21
11/18/21 9:59,C,11.5,4,9,59,11/18/21
11/18/21 10:59,C,13,4,10,59,11/18/21
11/18/21 11:59,C,14.5,4,11,59,11/18/21
11/18/21 12:59,C,15,4,12,59,11/18/21
11/18/21 13:59,C,14,4,13,59,11/18/21
11/18/21 14:59,C,14,4,14,59,11/18/21
11/18/21 15:59,C,13,4,15,59,11/18/21
11/18/21 16:59,C,12.5,4,16,59,11/18/21
11/18/21 17:59,C,12,4,17,59,11/18/21
11/18/21 18:59,C,12,4,18,59,11/18/21
11/18/21 19:59,C,11.5,4,19,59,11/18/21
11/18/21 20:59,C,11.5,4,20,59,11/18/21
11/18/21 21:59,C,11,4,21,59,11/18/21
11/18/21 22:59,C,11,4,22,59,11/18/21
11/18/21 23:59,C,11,4,23,59,11/18/21
11/19/21 0:59,C,11,4,0,59,11/19/21
11/19/21 1:59,C,10.5,4,1,59,11/19/21
11/19/21 2:59,C,10.5,4,2,59,11/19/21
11/19/21 3:59,C,10.5,4,3,59,11/19/21
11/19/21 4:59,C,10.5,4,4,59,11/19/21
11/19/21 5:59,C,10.5,4,5,59,11/19/21
11/19/21 6:59,C,10.5,4,6,59,11/19/21
11/19/21 7:59,C,11,4,7,59,11/19/21
11/19/21 8:59,C,12,4,8,59,11/19/21
11/19/21 9:59,C,13.5,4,9,59,11/19/21
11/19/21 10:59,C,16,4,10,59,11/19/21
11/19/21 11:59,C,18,4,11,59,11/19/21
11/19/21 12:59,C,17.5,4,12,59,11/19/21
11/19/21 13:59,C,16,4,13,59,11/19/21
11/19/21 14:59,C,14.5,4,14,59,11/19/21
11/19/21 15:59,C,14,4,15,59,11/19/21
11/19/21 16:59,C,13,4,16,59,11/19/21
11/19/21 17:59,C,12.5,4,17,59,11/19/21
11/19/21 18:59,C,12.5,4,18,59,11/19/21
11/19/21 19:59,C,12.5,4,19,59,11/19/21
11/19/21 20:59,C,12,4,20,59,11/19/21
11/19/21 21:59,C,12,4,21,59,11/19/21
11/19/21 22:59,C,11.5,4,22,59,11/19/21
11/19/21 23:59,C,11,4,23,59,11/19/21
11/20/21 0:59,C,10.5,4,0,59,11/20/21
11/20/21 1:59,C,10,4,1,59,11/20/21
11/20/21 2:59,C,10,4,2,59,11/20/21
11/20/21 3:59,C,9.5,4,3,59,11/20/21
11/20/21 4:59,C,9,4,4,59,11/20/21
11/20/21 5:59,C,8.5,4,5,59,11/20/21
11/20/21 6:59,C,8,4,6,59,11/20/21
11/20/21 7:59,C,8,4,7,59,11/20/21
11/20/21 8:59,C,10,4,8,59,11/20/21
11/20/21 9:59,C,12,4,9,59,11/20/21
11/20/21 10:59,C,15,4,10,59,11/20/21
11/20/21 11:59,C,15.5,4,11,59,11/20/21
11/20/21 12:59,C,16.5,4,12,59,11/20/21
11/20/21 13:59,C,17,4,13,59,11/20/21
11/20/21 14:59,C,17,4,14,59,11/20/21
11/20/21 15:59,C,16.5,4,15,59,11/20/21
11/20/21 16:59,C,15,4,16,59,11/20/21
11/20/21 17:59,C,14,4,17,59,11/20/21
11/20/21 18:59,C,13,4,18,59,11/20/21
11/20/21 19:59,C,12,4,19,59,11/20/21
11/20/21 20:59,C,11,4,20,59,11/20/21
11/20/21 21:59,C,10,4,21,59,11/20/21
11/20/21 22:59,C,9.5,4,22,59,11/20/21
11/20/21 23:59,C,9.5,4,23,59,11/20/21
11/21/21 0:59,C,9,4,0,59,11/21/21
11/21/21 1:59,C,8,4,1,59,11/21/21
11/21/21 2:59,C,7.5,4,2,59,11/21/21
11/21/21 3:59,C,7,4,3,59,11/21/21
11/21/21 4:59,C,6.5,4,4,59,11/21/21
11/21/21 5:59,C,6,4,5,59,11/21/21
11/21/21 6:59,C,5.5,4,6,59,11/21/21
11/21/21 7:59,C,5.5,4,7,59,11/21/21
11/21/21 8:59,C,8.5,4,8,59,11/21/21
11/21/21 9:59,C,11.5,4,9,59,11/21/21
11/21/21 10:59,C,14.5,4,10,59,11/21/21
11/21/21 11:59,C,15.5,4,11,59,11/21/21
11/21/21 12:59,C,17,4,12,59,11/21/21
11/21/21 13:59,C,17,4,13,59,11/21/21
11/21/21 14:59,C,17,4,14,59,11/21/21
11/21/21 15:59,C,16,4,15,59,11/21/21
11/21/21 16:59,C,15,4,16,59,11/21/21
11/21/21 17:59,C,13.5,4,17,59,11/21/21
11/21/21 18:59,C,12,4,18,59,11/21/21
11/21/21 19:59,C,10.5,4,19,59,11/21/21
11/21/21 20:59,C,9,4,20,59,11/21/21
11/21/21 21:59,C,8.5,4,21,59,11/21/21
11/21/21 22:59,C,7.5,4,22,59,11/21/21
11/21/21 23:59,C,7,4,23,59,11/21/21
11/22/21 0:59,C,6,4,0,59,11/22/21
11/22/21 1:59,C,5.5,4,1,59,11/22/21
11/22/21 2:59,C,5,4,2,59,11/22/21
11/22/21 3:59,C,4.5,4,3,59,11/22/21
11/22/21 4:59,C,4,4,4,59,11/22/21
11/22/21 5:59,C,3.5,4,5,59,11/22/21
11/22/21 6:59,C,3.5,4,6,59,11/22/21
11/22/21 7:59,C,3.5,4,7,59,11/22/21
11/22/21 8:59,C,6.5,4,8,59,11/22/21
11/22/21 9:59,C,11,4,9,59,11/22/21
11/22/21 10:59,C,15.5,4,10,59,11/22/21
11/22/21 11:59,C,17.5,4,11,59,11/22/21
11/22/21 12:59,C,18,4,12,59,11/22/21
11/22/21 13:59,C,18,4,13,59,11/22/21
11/22/21 14:59,C,18,4,14,59,11/22/21
11/22/21 15:59,C,17,4,15,59,11/22/21
11/22/21 16:59,C,15.5,4,16,59,11/22/21
11/22/21 17:59,C,13.5,4,17,59,11/22/21
11/22/21 18:59,C,12,4,18,59,11/22/21
11/22/21 19:59,C,10.5,4,19,59,11/22/21
11/22/21 20:59,C,9.5,4,20,59,11/22/21
11/22/21 21:59,C,8.5,4,21,59,11/22/21
11/22/21 22:59,C,8,4,22,59,11/22/21
11/22/21 23:59,C,7.5,4,23,59,11/22/21
11/23/21 0:59,C,7,4,0,59,11/23/21
11/23/21 1:59,C,7,4,1,59,11/23/21
11/23/21 2:59,C,7,4,2,59,11/23/21
11/23/21 3:59,C,7,4,3,59,11/23/21
11/23/21 4:59,C,7,4,4,59,11/23/21
11/23/21 5:59,C,7,4,5,59,11/23/21
11/23/21 6:59,C,7,4,6,59,11/23/21
11/23/21 7:59,C,7,4,7,59,11/23/21
11/23/21 8:59,C,7.5,4,8,59,11/23/21
11/23/21 9:59,C,8.5,4,9,59,11/23/21
11/23/21 10:59,C,9.5,4,10,59,11/23/21
11/23/21 11:59,C,11.5,4,11,59,11/23/21
11/23/21 12:59,C,14,4,12,59,11/23/21
11/23/21 13:59,C,15,4,13,59,11/23/21
11/23/21 14:59,C,15.5,4,14,59,11/23/21
11/23/21 15:59,C,14.5,4,15,59,11/23/21
11/23/21 16:59,C,13.5,4,16,59,11/23/21
11/23/21 17:59,C,12.5,4,17,59,11/23/21
11/23/21 18:59,C,12,4,18,59,11/23/21
11/23/21 19:59,C,10.5,4,19,59,11/23/21
11/23/21 20:59,C,10,4,20,59,11/23/21
11/23/21 21:59,C,10,4,21,59,11/23/21
11/23/21 22:59,C,10.5,4,22,59,11/23/21
11/23/21 23:59,C,10.5,4,23,59,11/23/21
11/24/21 0:59,C,10,4,0,59,11/24/21
11/24/21 1:59,C,10,4,1,59,11/24/21
11/24/21 2:59,C,10,4,2,59,11/24/21
11/24/21 3:59,C,9.5,4,3,59,11/24/21
11/24/21 4:59,C,9,4,4,59,11/24/21
11/24/21 5:59,C,9,4,5,59,11/24/21
11/24/21 6:59,C,8.5,4,6,59,11/24/21
11/24/21 7:59,C,8,4,7,59,11/24/21
11/24/21 8:59,C,10,4,8,59,11/24/21
11/24/21 9:59,C,12,4,9,59,11/24/21
11/24/21 10:59,C,14.5,4,10,59,11/24/21
11/24/21 11:59,C,15.5,4,11,59,11/24/21
11/24/21 12:59,C,16,4,12,59,11/24/21
11/24/21 13:59,C,17,4,13,59,11/24/21
11/24/21 14:59,C,17,4,14,59,11/24/21
11/24/21 15:59,C,15.5,4,15,59,11/24/21
11/24/21 16:59,C,14,4,16,59,11/24/21
11/24/21 17:59,C,13,4,17,59,11/24/21
11/24/21 18:59,C,11.5,4,18,59,11/24/21
11/24/21 19:59,C,10,4,19,59,11/24/21
11/24/21 20:59,C,9,4,20,59,11/24/21
11/24/21 21:59,C,8,4,21,59,11/24/21
11/24/21 22:59,C,7.5,4,22,59,11/24/21
11/24/21 23:59,C,6.5,4,23,59,11/24/21
11/25/21 0:59,C,6,4,0,59,11/25/21
11/25/21 1:59,C,5,4,1,59,11/25/21
11/25/21 2:59,C,4.5,4,2,59,11/25/21
11/25/21 3:59,C,4,4,3,59,11/25/21
11/25/21 4:59,C,3.5,4,4,59,11/25/21
11/25/21 5:59,C,3.5,4,5,59,11/25/21
11/25/21 6:59,C,3,4,6,59,11/25/21
11/25/21 7:59,C,3,4,7,59,11/25/21
11/25/21 8:59,C,6.5,4,8,59,11/25/21
11/25/21 9:59,C,11,4,9,59,11/25/21
11/25/21 10:59,C,14.5,4,10,59,11/25/21
11/25/21 11:59,C,16,4,11,59,11/25/21
11/25/21 12:59,C,17,4,12,59,11/25/21
11/25/21 13:59,C,17,4,13,59,11/25/21
11/25/21 14:59,C,17,4,14,59,11/25/21
11/25/21 15:59,C,16,4,15,59,11/25/21
11/25/21 16:59,C,14.5,4,16,59,11/25/21
11/25/21 17:59,C,12.5,4,17,59,11/25/21
11/25/21 18:59,C,10.5,4,18,59,11/25/21
11/25/21 19:59,C,9,4,19,59,11/25/21
11/25/21 20:59,C,8.5,4,20,59,11/25/21
11/25/21 21:59,C,8.5,4,21,59,11/25/21
11/25/21 22:59,C,8,4,22,59,11/25/21
11/25/21 23:59,C,7.5,4,23,59,11/25/21
11/26/21 0:59,C,7.5,4,0,59,11/26/21
11/26/21 1:59,C,7,4,1,59,11/26/21
11/26/21 2:59,C,7,4,2,59,11/26/21
11/26/21 3:59,C,6.5,4,3,59,11/26/21
11/26/21 4:59,C,6,4,4,59,11/26/21
11/26/21 5:59,C,5.5,4,5,59,11/26/21
11/26/21 6:59,C,5.5,4,6,59,11/26/21
11/26/21 7:59,C,5.5,4,7,59,11/26/21
11/26/21 8:59,C,7.5,4,8,59,11/26/21
11/26/21 9:59,C,12,4,9,59,11/26/21
11/26/21 10:59,C,15,4,10,59,11/26/21
11/26/21 11:59,C,17,4,11,59,11/26/21
11/26/21 12:59,C,17,4,12,59,11/26/21
11/26/21 13:59,C,18,4,13,59,11/26/21
11/26/21 14:59,C,18,4,14,59,11/26/21
11/26/21 15:59,C,15.5,4,15,59,11/26/21
11/26/21 16:59,C,15,4,16,59,11/26/21
11/26/21 17:59,C,13.5,4,17,59,11/26/21
11/26/21 18:59,C,12.5,4,18,59,11/26/21
11/26/21 19:59,C,11.5,4,19,59,11/26/21
11/26/21 20:59,C,11,4,20,59,11/26/21
11/26/21 21:59,C,10.5,4,21,59,11/26/21
11/26/21 22:59,C,10,4,22,59,11/26/21
11/26/21 23:59,C,9.5,4,23,59,11/26/21
11/27/21 0:59,C,9,4,0,59,11/27/21
11/27/21 1:59,C,8.5,4,1,59,11/27/21
11/27/21 2:59,C,8,4,2,59,11/27/21
11/27/21 3:59,C,7.5,4,3,59,11/27/21
11/27/21 4:59,C,7,4,4,59,11/27/21
11/27/21 5:59,C,6.5,4,5,59,11/27/21
11/27/21 6:59,C,6,4,6,59,11/27/21
11/27/21 7:59,C,6,4,7,59,11/27/21
11/27/21 8:59,C,8.5,4,8,59,11/27/21
11/27/21 9:59,C,12.5,4,9,59,11/27/21
11/27/21 10:59,C,16,4,10,59,11/27/21
11/27/21 11:59,C,18,4,11,59,11/27/21
11/27/21 12:59,C,18.5,4,12,59,11/27/21
11/27/21 13:59,C,19,4,13,59,11/27/21
11/27/21 14:59,C,18.5,4,14,59,11/27/21
11/27/21 15:59,C,17,4,15,59,11/27/21
11/27/21 16:59,C,16,4,16,59,11/27/21
11/27/21 17:59,C,14.5,4,17,59,11/27/21
11/27/21 18:59,C,13.5,4,18,59,11/27/21
11/27/21 19:59,C,12.5,4,19,59,11/27/21
11/27/21 20:59,C,11.5,4,20,59,11/27/21
11/27/21 21:59,C,10.5,4,21,59,11/27/21
11/27/21 22:59,C,10,4,22,59,11/27/21
11/27/21 23:59,C,9.5,4,23,59,11/27/21
11/28/21 0:59,C,9,4,0,59,11/28/21
11/28/21 1:59,C,8.5,4,1,59,11/28/21
11/28/21 2:59,C,8,4,2,59,11/28/21
11/28/21 3:59,C,7.5,4,3,59,11/28/21
11/28/21 4:59,C,7,4,4,59,11/28/21
11/28/21 5:59,C,6.5,4,5,59,11/28/21
11/28/21 6:59,C,6.5,4,6,59,11/28/21
11/28/21 7:59,C,6.5,4,7,59,11/28/21
11/28/21 8:59,C,9,4,8,59,11/28/21
11/28/21 9:59,C,12.5,4,9,59,11/28/21
11/28/21 10:59,C,15.5,4,10,59,11/28/21
11/28/21 11:59,C,17,4,11,59,11/28/21
11/28/21 12:59,C,18,4,12,59,11/28/21
11/28/21 13:59,C,19,4,13,59,11/28/21
11/28/21 14:59,C,18.5,4,14,59,11/28/21
11/28/21 15:59,C,17.5,4,15,59,11/28/21
11/28/21 16:59,C,16.5,4,16,59,11/28/21
11/28/21 17:59,C,15,4,17,59,11/28/21
11/28/21 18:59,C,13.5,4,18,59,11/28/21
11/28/21 19:59,C,12.5,4,19,59,11/28/21
11/28/21 20:59,C,11,4,20,59,11/28/21
11/28/21 21:59,C,10.5,4,21,59,11/28/21
11/28/21 22:59,C,9.5,4,22,59,11/28/21
11/28/21 23:59,C,9,4,23,59,11/28/21
11/29/21 0:59,C,8.5,4,0,59,11/29/21
11/29/21 1:59,C,8,4,1,59,11/29/21
11/29/21 2:59,C,7.5,4,2,59,11/29/21
11/29/21 3:59,C,7,4,3,59,11/29/21
11/29/21 4:59,C,7,4,4,59,11/29/21
11/29/21 5:59,C,6.5,4,5,59,11/29/21
11/29/21 6:59,C,6.5,4,6,59,11/29/21
11/29/21 7:59,C,6.5,4,7,59,11/29/21
11/29/21 8:59,C,9,4,8,59,11/29/21
11/29/21 9:59,C,12.5,4,9,59,11/29/21
11/29/21 10:59,C,16,4,10,59,11/29/21
11/29/21 11:59,C,18.5,4,11,59,11/29/21
11/29/21 12:59,C,18.5,4,12,59,11/29/21
11/29/21 13:59,C,18.5,4,13,59,11/29/21
11/29/21 14:59,C,19,4,14,59,11/29/21
11/29/21 15:59,C,18,4,15,59,11/29/21
11/29/21 16:59,C,16.5,4,16,59,11/29/21
11/29/21 17:59,C,15,4,17,59,11/29/21
11/29/21 18:59,C,13.5,4,18,59,11/29/21
11/29/21 19:59,C,12.5,4,19,59,11/29/21
11/29/21 20:59,C,11.5,4,20,59,11/29/21
11/29/21 21:59,C,10.5,4,21,59,11/29/21
11/29/21 22:59,C,10,4,22,59,11/29/21
11/29/21 23:59,C,9.5,4,23,59,11/29/21
11/30/21 0:59,C,9,4,0,59,11/30/21
11/30/21 1:59,C,8.5,4,1,59,11/30/21
11/30/21 2:59,C,8.5,4,2,59,11/30/21
11/30/21 3:59,C,8,4,3,59,11/30/21
11/30/21 4:59,C,8,4,4,59,11/30/21
11/30/21 5:59,C,7.5,4,5,59,11/30/21
11/30/21 6:59,C,7,4,6,59,11/30/21
11/30/21 7:59,C,7,4,7,59,11/30/21
11/30/21 8:59,C,8,4,8,59,11/30/21
11/30/21 9:59,C,11,4,9,59,11/30/21
11/30/21 10:59,C,15.5,4,10,59,11/30/21
11/30/21 11:59,C,16.5,4,11,59,11/30/21
11/30/21 12:59,C,16.5,4,12,59,11/30/21
11/30/21 13:59,C,16.5,4,13,59,11/30/21
11/30/21 14:59,C,17,4,14,59,11/30/21
11/30/21 15:59,C,16.5,4,15,59,11/30/21
11/30/21 16:59,C,15.5,4,16,59,11/30/21
11/30/21 17:59,C,14,4,17,59,11/30/21
11/30/21 18:59,C,12.5,4,18,59,11/30/21
11/30/21 19:59,C,11.5,4,19,59,11/30/21
11/30/21 20:59,C,10.5,4,20,59,11/30/21
11/30/21 21:59,C,10,4,21,59,11/30/21
11/30/21 22:59,C,9,4,22,59,11/30/21
11/30/21 23:59,C,8.5,4,23,59,11/30/21
12/1/21 0:59,C,8,4,0,59,12/1/21
12/1/21 1:59,C,8,4,1,59,12/1/21
12/1/21 2:59,C,7.5,4,2,59,12/1/21
12/1/21 3:59,C,7.5,4,3,59,12/1/21
12/1/21 4:59,C,7,4,4,59,12/1/21
12/1/21 5:59,C,7,4,5,59,12/1/21
12/1/21 6:59,C,6.5,4,6,59,12/1/21
12/1/21 7:59,C,7,4,7,59,12/1/21
12/1/21 8:59,C,8.5,4,8,59,12/1/21
12/1/21 9:59,C,11,4,9,59,12/1/21
12/1/21 10:59,C,15.5,4,10,59,12/1/21
12/1/21 11:59,C,18.5,4,11,59,12/1/21
12/1/21 12:59,C,19.5,4,12,59,12/1/21
12/1/21 13:59,C,19.5,4,13,59,12/1/21
12/1/21 14:59,C,19,4,14,59,12/1/21
12/1/21 15:59,C,18,4,15,59,12/1/21
12/1/21 16:59,C,17,4,16,59,12/1/21
12/1/21 17:59,C,15,4,17,59,12/1/21
12/1/21 18:59,C,14,4,18,59,12/1/21
12/1/21 19:59,C,12.5,4,19,59,12/1/21
12/1/21 20:59,C,11.5,4,20,59,12/1/21
12/1/21 21:59,C,10.5,4,21,59,12/1/21
12/1/21 22:59,C,10,4,22,59,12/1/21
12/1/21 23:59,C,9,4,23,59,12/1/21
12/2/21 0:59,C,8.5,4,0,59,12/2/21
12/2/21 1:59,C,7.5,4,1,59,12/2/21
12/2/21 2:59,C,7,4,2,59,12/2/21
12/2/21 3:59,C,6.5,4,3,59,12/2/21
12/2/21 4:59,C,6.5,4,4,59,12/2/21
