1-Wire/iButton Part Number: DS1921G-F5,,
1-Wire/iButton Registration Number: 480000004EE87E21,,
Is Mission Active?  true,,
Mission Start:  Fri Aug 13 09:05:00 PDT 2021,,
Sample Rate:  Every 60 minute(s),,
Number of Mission Samples:  3484,,
Total Samples:  5530,,
Roll Over Enabled?  false,,
Roll Over Occurred?  Roll over has occurred,,
Active Alarms:  None fired,,
Next Clock Alarm At:  Disabled,,
High Temperature Alarm:  85 �C,,
Low Temperature Alarm:  -40 �C,,
,,
Date/Time,Unit,Value
8/13/21 9:05,C,27.5
8/13/21 10:05,C,27.5
8/13/21 11:05,C,31.5
8/13/21 12:05,C,36.5
8/13/21 13:05,C,40
8/13/21 14:05,C,41
8/13/21 15:05,C,42
8/13/21 16:05,C,43
8/13/21 17:05,C,40.5
8/13/21 18:05,C,36.5
8/13/21 19:05,C,31.5
8/13/21 20:05,C,28.5
8/13/21 21:05,C,26
8/13/21 22:05,C,25
8/13/21 23:05,C,24.5
8/14/21 0:05,C,23.5
8/14/21 1:05,C,23
8/14/21 2:05,C,22.5
8/14/21 3:05,C,22
8/14/21 4:05,C,21.5
8/14/21 5:05,C,21
8/14/21 6:05,C,20
8/14/21 7:05,C,20
8/14/21 8:05,C,23
8/14/21 9:05,C,29
8/14/21 10:05,C,33
8/14/21 11:05,C,37.5
8/14/21 12:05,C,41
8/14/21 13:05,C,44.5
8/14/21 14:05,C,45.5
8/14/21 15:05,C,45.5
8/14/21 16:05,C,44.5
8/14/21 17:05,C,42
8/14/21 18:05,C,38.5
8/14/21 19:05,C,33.5
8/14/21 20:05,C,29
8/14/21 21:05,C,25.5
8/14/21 22:05,C,23.5
8/14/21 23:05,C,22.5
8/15/21 0:05,C,21.5
8/15/21 1:05,C,20
8/15/21 2:05,C,19.5
8/15/21 3:05,C,19.5
8/15/21 4:05,C,19
8/15/21 5:05,C,19
8/15/21 6:05,C,18.5
8/15/21 7:05,C,18.5
8/15/21 8:05,C,21.5
8/15/21 9:05,C,27
8/15/21 10:05,C,31.5
8/15/21 11:05,C,35
8/15/21 12:05,C,38.5
8/15/21 13:05,C,40
8/15/21 14:05,C,41.5
8/15/21 15:05,C,41.5
8/15/21 16:05,C,41.5
8/15/21 17:05,C,38.5
8/15/21 18:05,C,35.5
8/15/21 19:05,C,32
8/15/21 20:05,C,28
8/15/21 21:05,C,25.5
